"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",0,0,0,0,0,0,0,0,0,0,"*","*",17,20,51
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,0,0,0,0,0,0,0,0,19,33,48,56,156
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,0,0,0,0,0,0,0,0,0,"*","*",32,34
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","*","*",336,353,364,390,417,436,0,0,0,0,0,0,2609
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",435,1392,1429,1468,1502,0,0,0,0,0,0,0,0,0,6226
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,0,0,0,1527,1556,0,0,0,0,0,0,0,3083
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,0,0,0,0,"*","*",1572,1551,1554,0,0,0,0,4679
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,0,0,0,0,0,0,0,0,0,1441,1393,1434,1419,5687
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",748,1821,1903,1977,0,0,0,0,0,0,0,0,0,0,6449
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,0,0,2034,2097,2166,0,0,0,0,0,0,0,6297
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,0,0,0,0,0,"*","*",2332,2370,0,0,0,0,6930
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,0,0,0,0,0,0,0,0,2232,2282,2325,2450,9289
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,0,0,0,0,0,"*","*",17,27
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*",130,"*",140,149,154,157,166,0,0,0,0,0,0,1024
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",259,466,479,492,519,549,541,564,586,613,0,0,0,0,5068
"Cooperative Educational Services","=""2430014""","C. E. S. Special Education","=""2439014""","*","*",16,22,23,42,55,42,40,55,46,38,38,81,510
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","*",17,31,35,53,57,61,70,59,32,"*",0,0,0,425
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",578,0,0,0,0,0,0,0,0,0,0,0,0,0,578
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",797,462,487,459,449,430,416,378,346,332,0,0,0,0,4556
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,"*","*",38,64,94,108,128,127,129,125,122,111,94,1160
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,0,0,0,12,31,60,92,95,93,314,697
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,0,0,0,0,0,0,0,0,0,0,0,0,101,101
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","*","*",105,109,121,114,117,124,131,145,0,0,0,0,1057
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",135,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","*","*",1262,1310,0,0,0,0,0,0,0,0,0,0,3823
"Coventry School District","=""0320011""","Coventry Smart Start Program","=""0320311""",84,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""",84,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,0,1345,1359,1387,0,0,0,0,0,0,0,4091
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,0,0,0,0,0,1414,1468,1523,0,0,0,0,4405
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,0,0,0,0,0,0,0,0,1272,1266,1288,1380,5206
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",0,0,0,0,0,0,0,0,0,0,0,"*","*",22,32
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",336,1427,1522,1540,0,0,0,0,0,0,0,0,0,0,4825
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,0,0,1542,1575,1588,0,0,0,0,0,0,0,4705
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,0,0,0,0,0,1583,1577,1559,0,0,0,0,4719
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,0,0,0,0,0,0,0,0,1439,1417,1426,1380,5662
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""",544,0,0,0,0,0,0,0,0,0,0,0,0,0,544
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",7,652,724,710,663,630,617,0,0,0,0,0,0,0,4003
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",95,583,610,552,476,460,497,0,0,0,0,0,0,0,3273
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",466,729,638,632,614,631,594,0,0,0,0,0,0,0,4304
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","*",0,0,0,"*",1587,1599,0,0,0,0,0,0,0,3511
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",29,1006,1051,1003,708,0,0,0,0,0,0,0,0,0,3797
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",689,0,0,0,269,277,263,0,0,0,0,0,0,0,1498
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",15,1005,951,925,668,0,0,0,0,0,0,0,0,0,3564
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",143,643,663,623,608,581,534,0,0,0,0,0,0,0,3795
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",6,807,861,831,768,723,653,0,0,0,0,0,0,0,4649
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",13,539,580,585,623,598,597,0,0,0,0,0,0,0,3535
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",13,715,788,747,694,694,680,0,0,0,0,0,0,0,4331
"Danbury School District","=""0340011""","South Street School","=""0341011""","*",610,631,646,585,575,"*",0,0,0,0,0,0,0,3609
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",7,722,783,768,780,793,802,0,0,0,0,0,0,0,4655
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,625,648,664,668,664,627,0,0,0,0,0,0,0,3896
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,0,0,0,0,0,3555,3618,3739,0,0,0,0,10912
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",0,0,0,0,0,0,0,3482,3476,3553,0,0,0,0,10511
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",0,0,0,0,0,0,0,598,496,397,0,0,0,0,1491
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,176,242,240,220,878
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,8235,7157,6748,6807,28947
"Danbury School District","=""0340011""","Western Connection","=""0340711""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",248,842,845,876,879,886,863,0,0,0,0,0,0,0,5439
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*",831,801,787,756,722,"*",0,0,0,0,0,0,0,4594
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",35,749,742,770,802,814,801,0,0,0,0,0,0,0,4713
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",122,726,719,697,685,678,689,0,0,0,0,0,0,0,4316
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",362,687,717,715,723,716,677,0,0,0,0,0,0,0,4597
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,"*",3843,3814,3747,"*",0,0,0,11406
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,3471,3303,3196,3098,13068
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",38,436,460,471,479,487,507,497,0,0,0,0,0,0,3375
"Derby School District","=""0370011""","Bradley School","=""0370611""",25,562,577,594,588,553,548,163,0,0,0,0,0,0,3610
"Derby School District","=""0370011""","Irving School","=""0370411""",202,603,614,602,583,568,577,168,0,0,0,0,0,0,3917
"Derby School District","=""0370011""","Little Raiders University","=""0370111""",78,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,0,0,0,0,0,789,801,785,0,0,0,0,2375
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""",0,0,0,0,0,0,0,0,"*","*","*","*",6,"*",16
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,347,344,1059,935,900,896,4481
"Derby School District","=""0370011""","RAISE Academy","=""0370511""",0,0,0,0,0,0,0,0,"*","*","*","*",6,"*",16
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",136,549,659,660,406,0,0,0,0,0,0,0,0,0,2410
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,270,683,675,0,0,0,0,0,0,0,1628
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,714,714,711,0,0,0,0,2139
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,665,666,635,636,2602
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",226,807,851,877,894,"*",0,0,"*",0,0,0,0,0,3758
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,813,961,1010,1046,1095,0,0,0,0,4925
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,"*","*",961,980,948,3800
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",387,1449,1484,1461,1497,0,0,0,0,0,0,0,0,0,6278
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,1541,1534,0,0,0,0,0,0,0,3075
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,1510,1526,1582,0,0,0,0,4618
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,1322,1346,1353,1374,5395
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,"*",11,"*",35,57
"East Hartford School District","=""0430011""","Hockanum Pre-K","=""0430211""",307,0,0,0,0,0,0,0,0,0,0,0,0,0,307
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",370,502,456,405,421,383,346,46,0,0,0,0,0,0,2929
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",60,552,545,488,473,429,373,42,0,0,0,0,0,0,2962
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",2297,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,484,528,469,506,457,451,100,0,0,0,0,0,0,2995
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,611,645,683,681,607,547,77,0,0,0,0,0,0,3851
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,569,597,594,589,530,528,182,0,0,0,0,0,0,3589
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,615,689,731,757,678,634,161,0,0,0,0,0,0,4265
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,612,637,639,582,509,471,81,0,0,0,0,0,0,3531
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,494,499,516,581,550,544,134,0,0,0,0,0,0,3318
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,679,692,696,704,739,761,356,0,0,0,0,0,0,4627
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,"*","*",70,89,111,118,137,142,175,215,252,242,227,1819
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",0,0,0,0,0,370,564,2155,203,82,0,0,0,0,3374
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,1286,4435,4638,"*","*",0,0,10362
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,"*",5129,4385,4152,"*",17565
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,520,495,438,394,1847
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,149,382,476,306,1313
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",0,0,0,0,0,0,0,0,0,0,149,382,476,306,1313
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",365,378,499,473,116,109,98,98,0,0,0,0,0,0,2136
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",331,636,796,781,166,171,160,159,0,0,0,0,0,0,3200
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",19,45,165,160,486,518,539,109,0,0,0,0,0,0,2041
"East Haven School District","=""0440011""","Hays School","=""0441911""",131,364,0,0,0,0,0,0,0,0,0,0,0,0,495
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",36,56,144,173,476,480,469,94,0,0,0,0,0,0,1928
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",280,752,406,392,0,0,0,0,0,0,0,0,0,0,1830
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,46,44,391,442,447,447,443,431,0,0,0,0,2691
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,108,107,580,579,598,86,0,0,0,0,0,0,2058
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",0,0,144,142,136,141,151,158,0,0,0,0,0,0,872
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,1343,2151,2181,0,0,0,0,5675
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,"*","*",22,52,48,81,50,262
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,2467,2343,2321,2296,9427
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",480,0,0,0,0,0,0,0,0,0,0,0,0,0,480
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,654,673,728,789,798,0,0,0,0,0,0,0,0,3642
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,595,644,686,720,712,0,"*",0,"*",0,0,0,0,3359
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,378,394,412,420,465,0,0,0,0,0,0,0,0,2069
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,2046,2160,2185,2220,0,"*","*","*",8617
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",0,0,0,0,0,0,0,0,0,0,10,9,20,18,57
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,2778,2815,2901,2957,11451
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"East Lyme School District","=""0450011""","Post High School Transition Program","=""0450511""",0,0,0,0,0,0,0,0,0,0,0,0,0,45,45
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",951,932,957,936,881,0,"*",0,0,0,0,0,0,5222
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,74,946,893,883,922,0,"*",0,"*",3724
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,931,955,894,884,3664
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",165,144,150,158,175,166,168,168,167,173,0,0,0,0,1634
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",307,908,991,1045,1114,1145,1187,0,0,0,0,0,0,0,6697
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,1208,1198,1220,0,0,0,0,3626
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",29,0,"*","*",7,13,20,16,15,23,25,41,29,35,258
"Education Connection","=""2420014""","Education Connection Headstart","=""2428014""",1927,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",29,0,"*","*",7,13,20,16,15,23,25,41,29,35,258
