"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",220
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",220
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",218
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",217
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",315
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",316
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",254
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",351
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",322
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",268
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",265
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",264
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",281
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",335
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",318
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",345
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",335
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",362
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",13
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",13
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",13
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",238
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",232
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",182
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",251
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",237
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",231
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",248
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",254
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",256
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",79
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",83
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",88
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",89
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",105
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",254
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",312
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",321
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",322
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",321
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",321
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",322
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""",323
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",597
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",583
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",583
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",568
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",549
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",533
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",528
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",520
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",507
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",533
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",275
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",278
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",297
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",330
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",343
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",359
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",334
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",318
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",307
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",281
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",91
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",180
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",241
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",264
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",256
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",256
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",233
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",234
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",241
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",243
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",209
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",201
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",208
"Branford School District","=""0140011""","Branford High School","=""0146111""",1146
"Branford School District","=""0140011""","Branford High School","=""0146111""",1111
"Branford School District","=""0140011""","Branford High School","=""0146111""",1109
"Branford School District","=""0140011""","Branford High School","=""0146111""",1098
"Branford School District","=""0140011""","Branford High School","=""0146111""",1064
"Branford School District","=""0140011""","Branford High School","=""0146111""",1049
"Branford School District","=""0140011""","Branford High School","=""0146111""",1050
"Branford School District","=""0140011""","Branford High School","=""0146111""",961
"Branford School District","=""0140011""","Branford High School","=""0146111""",914
"Branford School District","=""0140011""","Branford High School","=""0146111""",888
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",9
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",40
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",43
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",1082
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",1083
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",1113
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",1040
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",1020
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",989
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",942
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",916
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",912
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",869
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",58
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",77
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",58
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",53
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",46
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",47
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",36
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",39
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",40
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",39
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",345
