"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2016-17"

"",,,,"Special Education Status",,
"West Haven School District","=""1560011""","PACE","=""1560211""",26,10,36
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",408,65,473
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",339,68,407
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1219,209,1428
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",226,36,262
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",242,31,273
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",194,33,227
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",393,48,441
"Weston School District","=""1570011""","Weston High School","=""1576111""",758,56,814
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",466,55,521
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",525,61,586
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",765,92,857
"Westport School District","=""1580011""","CES Segregated","=""1580111""",0,7,7
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",337,34,371
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",461,52,513
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",393,25,418
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""",0,"*","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",459,31,490
"Westport School District","=""1580011""","King's Highway Segregated","=""1580611""",0,"*","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""",504,41,545
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",435,48,483
"Westport School District","=""1580011""","Staples High School","=""1586111""",1644,209,1853
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",20,34,54
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",298,41,339
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",277,42,319
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",347,63,410
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",384,41,425
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",274,71,345
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",483,77,560
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1018,134,1152
"Wethersfield School District","=""1590011""","Wethersfield Transition Academy","=""1590111""",0,15,15
"Willington School District","=""1600011""","Center School","=""1600111""",206,36,242
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",152,32,184
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",857,157,1014
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",789,97,886
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",724,93,817
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1149,182,1331
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",175,43,218
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",262,56,318
"Windham School District","=""1630011""","Assisted Work Program","=""1631211""",0,9,9
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",493,67,560
"Windham School District","=""1630011""","Early Headstart","=""1638011""",36,0,36
"Windham School District","=""1630011""","Early Headstart-Commerce Dr.","=""1638011""",36,0,36
"Windham School District","=""1630011""","Natchaug School","=""1630111""",257,57,314
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""",0,6,6
"Windham School District","=""1630011""","North Windham School","=""1630311""",416,59,475
"Windham School District","=""1630011""","Sweeney ASD Program","=""1631111""",0,6,6
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""",0,"*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",210,50,260
"Windham School District","=""1630011""","Windham Center School","=""1630511""",246,33,279
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",151,27,178
"Windham School District","=""1630011""","Windham Early Childhood Tuckie Road","=""1631011""","*","*",48
"Windham School District","=""1630011""","Windham High School","=""1636111""",438,143,581
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",440,116,556
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",384,51,435
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""",21,13,34
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""",0,11,11
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",293,47,340
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",356,43,399
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",292,54,346
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",237,34,271
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""",0,15,15
"Windsor School District","=""1640011""","Expulsion","=""1640411""","*","*","*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",331,43,374
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",307,59,366
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",259,44,303
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",563,125,688
"Windsor School District","=""1640011""","Spark","=""1640311""",0,17,17
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",944,194,1138
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""",0,"*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",231,44,275
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",276,23,299
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""",0,"*","*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",510,62,572
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",298,41,339
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",702,86,788
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",702,72,774
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",992,73,1065
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",380,50,430
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",371,37,408

