"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",45,45,100.0,45,"*","*","*","*",18,40.0,16,35.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",104,103,99.0,103,"*","*",21,20.4,36,35.0,25,24.3,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",108,105,97.2,105,"*","*",21,20.0,25,23.8,37,35.2,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",99,98,99.0,98,"*","*",26,26.5,20,20.4,17,17.3,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",33,33,100.0,33,"*","*",9,27.3,9,27.3,8,24.2,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",36,35,97.2,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Y",76,73,96.1,72,"*","*",19,26.4,22,30.6,7,9.7,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",27,27,100.0,27,"*","*",0,0.0,11,40.7,9,33.3,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Y",94,93,98.9,93,"*","*","*","*",12,12.9,39,41.9,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","N",104,104,100.0,104,"*","*","*","*",10,9.6,47,45.2,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Y",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","N",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","N",45,45,100.0,45,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Y",64,61,95.3,59,"*","*","*","*",26,44.1,13,22.0,9,15.3,22,37.3
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",276,275,99.6,274,0,0.0,"*","*","*","*",94,34.3,114,41.6,208,75.9
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Y",43,43,100.0,43,"*","*",8,18.6,"*","*",20,46.5,"*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","N",311,309,99.4,309,"*","*",9,2.9,"*","*",168,54.4,"*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Y",22,22,100.0,22,"*","*","*","*","*","*",10,45.5,"*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","N",71,71,100.0,71,0,0.0,"*","*","*","*",34,47.9,"*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Y",20,20,100.0,20,"*","*","*","*",6,30.0,7,35.0,"*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","N",110,110,100.0,110,0,0.0,"*","*",11,10.0,52,47.3,"*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","N",28,28,100.0,28,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Y",47,47,100.0,47,"*","*","*","*",14,29.8,16,34.0,6,12.8,22,46.8
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","N",129,129,100.0,129,"*","*","*","*",21,16.3,66,51.2,40,31.0,106,82.2
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Y",44,44,100.0,44,"*","*","*","*",13,29.5,15,34.1,"*","*","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","N",116,115,99.1,115,"*","*","*","*",10,8.7,63,54.8,"*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Y",36,32,88.9,32,"*","*","*","*",6,18.8,"*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","N",96,96,100.0,96,"*","*","*","*",19,19.8,"*","*","*","*","*","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Y",53,53,100.0,52,7,13.5,9,17.3,19,36.5,9,17.3,8,15.4,17,32.7
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","N",166,164,98.8,164,0,0.0,6,3.7,38,23.2,41,25.0,79,48.2,120,73.2
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Y",58,58,100.0,58,"*","*","*","*",16,27.6,28,48.3,"*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","N",143,143,100.0,143,"*","*","*","*",17,11.9,77,53.8,"*","*","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Y",52,52,100.0,52,"*","*","*","*",12,23.1,27,51.9,"*","*","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","N",137,137,100.0,137,"*","*","*","*",12,8.8,74,54.0,"*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Y",27,27,100.0,27,"*","*","*","*",10,37.0,8,29.6,0,0.0,8,29.6
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","N",89,89,100.0,89,"*","*","*","*",10,11.2,53,59.6,23,25.8,76,85.4
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Y",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","N",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Y",163,163,100.0,163,"*","*",64,39.3,62,38.0,"*","*",0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","N",32,32,100.0,32,"*","*",6,18.8,18,56.3,"*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Y",154,154,100.0,153,27,17.6,44,28.8,64,41.8,"*","*","*","*",18,11.8
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","N",50,50,100.0,50,7,14.0,6,12.0,31,62.0,"*","*","*","*",6,12.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Y",107,107,100.0,107,"*","*",16,15.0,48,44.9,19,17.8,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","N",50,50,100.0,50,"*","*","*","*",14,28.0,13,26.0,14,28.0,27,54.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Y",103,101,98.1,101,"*","*",29,28.7,45,44.6,"*","*",0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","N",30,30,100.0,30,11,36.7,"*","*",12,40.0,"*","*",0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Y",71,71,100.0,71,6,8.5,"*","*",27,38.0,"*","*",11,15.5,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","N",35,35,100.0,35,0,0.0,"*","*",18,51.4,"*","*",9,25.7,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Y",69,69,100.0,69,"*","*",14,20.3,37,53.6,10,14.5,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","N",73,73,100.0,73,"*","*",6,8.2,34,46.6,20,27.4,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Y",70,70,100.0,70,"*","*",13,18.6,35,50.0,"*","*",12,17.1,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","N",100,100,100.0,100,"*","*","*","*",44,44.0,23,23.0,20,20.0,43,43.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Y",59,59,100.0,59,"*","*","*","*",17,28.8,14,23.7,12,20.3,26,44.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","N",97,97,100.0,96,"*","*","*","*",43,44.8,19,19.8,28,29.2,47,49.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Y",89,87,97.8,87,"*","*","*","*",47,54.0,15,17.2,8,9.2,23,26.4
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","N",81,81,100.0,81,"*","*","*","*",43,53.1,18,22.2,14,17.3,32,39.5
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Y",78,78,100.0,78,"*","*",24,30.8,32,41.0,8,10.3,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","N",75,75,100.0,75,"*","*",15,20.0,39,52.0,15,20.0,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Y",74,74,100.0,74,"*","*","*","*",40,54.1,7,9.5,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","N",41,41,100.0,41,"*","*","*","*",21,51.2,8,19.5,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Y",66,66,100.0,66,"*","*","*","*",28,42.4,20,30.3,10,15.2,30,45.5
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","N",98,97,99.0,97,0,0.0,6,6.2,42,43.3,26,26.8,23,23.7,49,50.5
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Y",59,59,100.0,59,"*","*","*","*",32,54.2,7,11.9,11,18.6,18,30.5
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","N",110,110,100.0,109,"*","*","*","*",59,54.1,29,26.6,16,14.7,45,41.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Y",88,88,100.0,88,"*","*",22,25.0,46,52.3,8,9.1,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","N",114,114,100.0,114,"*","*",18,15.8,53,46.5,22,19.3,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Y",64,63,98.4,63,10,15.9,12,19.0,21,33.3,11,17.5,9,14.3,20,31.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","N",57,57,100.0,57,0,0.0,11,19.3,23,40.4,14,24.6,9,15.8,23,40.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Y",85,85,100.0,85,"*","*","*","*",54,63.5,13,15.3,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","N",107,107,100.0,107,"*","*","*","*",49,45.8,34,31.8,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Y",71,71,100.0,71,"*","*","*","*",28,39.4,12,16.9,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","N",66,66,100.0,66,"*","*","*","*",26,39.4,19,28.8,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Y",25,25,100.0,25,7,28.0,"*","*","*","*",9,36.0,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","N",44,44,100.0,44,0,0.0,"*","*","*","*",23,52.3,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Y",52,51,98.1,51,24,47.1,"*","*",13,25.5,9,17.6,"*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Y",35,34,97.1,34,"*","*","*","*","*","*",20,58.8,"*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","N",103,102,99.0,102,0,0.0,"*","*","*","*",66,64.7,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Y",27,27,100.0,26,"*","*","*","*",12,46.2,0,0.0,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","N",84,83,98.8,83,0,0.0,"*","*",18,21.7,17,20.5,"*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Y",28,28,100.0,28,0,0.0,"*","*",10,35.7,10,35.7,"*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","N",87,86,98.9,86,0,0.0,"*","*",7,8.1,42,48.8,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Y",32,31,96.9,31,6,19.4,"*","*",14,45.2,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","N",115,115,100.0,115,0,0.0,"*","*",44,38.3,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Y",36,36,100.0,36,"*","*","*","*",12,33.3,14,38.9,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","N",106,106,100.0,106,"*","*","*","*",17,16.0,57,53.8,"*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Y",49,49,100.0,49,"*","*",10,20.4,12,24.5,19,38.8,"*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","N",126,126,100.0,126,"*","*",7,5.6,30,23.8,54,42.9,"*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
