"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*",6,20.0,"*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",109,106,97.2,106,16,15.1,17,16.0,27,25.5,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",96,96,100.0,96,"*","*","*","*","*","*",52,54.2,27,28.1,79,82.3
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",203,200,98.5,200,0,0.0,"*","*",59,29.5,"*","*",81,40.5,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",351,346,98.6,346,16,4.6,13,3.8,30,8.7,152,43.9,135,39.0,287,82.9
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",50,48,96.0,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",148,148,100.0,148,"*","*","*","*",17,11.5,79,53.4,43,29.1,122,82.4
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",80,80,100.0,80,"*","*","*","*",15,18.8,48,60.0,7,8.8,55,68.8
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",108,107,99.1,107,"*","*","*","*",13,12.1,34,31.8,57,53.3,91,85.0
"Canton School District","=""0230011""","Canton High School","=""0236111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",123,123,100.0,123,"*","*","*","*",10,8.1,51,41.5,54,43.9,105,85.4
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",123,123,100.0,123,"*","*","*","*",14,11.4,72,58.5,31,25.2,103,83.7
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",34,33,97.1,33,12,36.4,"*","*","*","*",7,21.2,0,0.0,7,21.2
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",35,35,100.0,35,"*","*",13,37.1,9,25.7,"*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",77,75,97.4,74,13,17.6,"*","*",26,35.1,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",124,122,98.4,122,"*","*",7,5.7,"*","*",37,30.3,65,53.3,102,83.6
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","R",17,17,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","F","*","*","*","*","*","*","*","*",10,43.5,"*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",39,39,100.0,39,0,0.0,"*","*","*","*",17,43.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","F",58,52,89.7,52,15,28.8,14,26.9,16,30.8,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","N",46,45,97.8,44,"*","*","*","*","*","*",10,22.7,9,20.5,19,43.2
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","F",48,47,97.9,47,13,27.7,8,17.0,"*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",48,48,100.0,48,"*","*","*","*",9,18.8,23,47.9,8,16.7,31,64.6
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","F",29,29,100.0,29,"*","*",7,24.1,7,24.1,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N","*","*","*","*",0,0.0,"*","*","*","*",11,44.0,8,32.0,19,76.0
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","F",96,96,100.0,96,"*","*",14,14.6,32,33.3,23,24.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",45,45,100.0,45,"*","*","*","*",18,40.0,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","R",22,22,100.0,22,0,0.0,"*","*",12,54.5,"*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","F",69,68,98.6,68,12,17.6,"*","*",18,26.5,18,26.5,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",116,113,97.4,113,"*","*",24,21.2,26,23.0,38,33.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","R",27,27,100.0,27,"*","*","*","*",17,63.0,6,22.2,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",25,23,92.0,23,0,0.0,"*","*","*","*",10,43.5,6,26.1,16,69.6
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","F",20,20,100.0,20,"*","*","*","*",6,30.0,"*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","F",87,86,98.9,86,31,36.0,22,25.6,19,22.1,14,16.3,0,0.0,14,16.3
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","F",32,31,96.9,31,"*","*",10,32.3,8,25.8,"*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","F",57,54,94.7,54,15,27.8,14,25.9,17,31.5,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","N",31,31,100.0,31,"*","*","*","*","*","*",9,29.0,6,19.4,15,48.4
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","R",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","F",67,66,98.5,66,18,27.3,12,18.2,11,16.7,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","N",116,116,100.0,116,"*","*","*","*","*","*",54,46.6,42,36.2,96,82.8
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","F",28,28,100.0,28,"*","*","*","*",7,25.0,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","N",23,22,95.7,22,0,0.0,"*","*","*","*",13,59.1,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","N",48,48,100.0,48,0,0.0,0,0.0,"*","*",32,66.7,"*","*","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","F",24,23,95.8,23,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","N",303,301,99.3,298,"*","*","*","*",75,25.2,96,32.2,116,38.9,212,71.1
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","R",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","N",329,327,99.4,327,8,2.4,11,3.4,36,11.0,176,53.8,96,29.4,272,83.2
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","N",82,82,100.0,82,0,0.0,"*","*","*","*",39,47.6,22,26.8,61,74.4
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","N",118,118,100.0,118,"*","*","*","*",13,11.0,56,47.5,45,38.1,101,85.6
"Cheshire School District","=""0250011""","Highland School","=""0250411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","N",70,69,98.6,69,0,0.0,"*","*","*","*",24,34.8,39,56.5,63,91.3
