"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Wilcoxson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,1.0,1.0,2.0
="Suffield School District",="A. Ward Spaulding School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.8,8.4,11.4,12.0,18.6
,="McAlister Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,8.0,8.0,9.0
,="Suffield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,9.0,10.0,14.2
,="Suffield Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.9,9.0,8.5,5.6,9.0
="The Bridge Academy District",="The Bridge Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,2.0,2.0,2.0
="The Gilbert School District",="The Gilbert School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,0.0,0.0,0.0
="Thomaston School District",="Black Rock School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4,5.8,5.3,6.1,7.6
,="Thomaston Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7,4.0,4.0,5.6,4.6
,="Thomaston High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.6,5.6,5.7,0.0
="Thompson School District",="Mary R. Fisher Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9,6.9,4.0,5.0,9.0
,="Thompson Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,4.0,4.0,4.0
,="Tourtellotte Memorial High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.9,4.0,4.0,.
"Tolland School District","Birch Grove Primary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",25.1,24.8,32.5,34.1,32.9
,="Tolland High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,9.0,9.0,10.0
,="Tolland Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.8,18.7,15.6,14.2,13.8
,="Tolland Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,19.8,17.0,16.0,13.3
="Torrington School District",="East School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,14.5,17.5,22.5,9.0
,="Forbes School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,11.0,11.0,13.0,11.0
,="Southwest School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.5,7.5,9.5,9.5
,="Torringford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,15.0,9.0,10.0,11.0
,="Torrington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,12.0,12.0,15.0,15.0
,="Torrington Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,20.0,19.0,24.0,27.0
,="Vogel-Wetmore School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,22.0,21.5,28.0,19.0
="Trailblazers Academy District",="Trailblazers Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Trumbull School District",="Booth Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,8.0,8.0,7.0
,="Daniels Farm School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,12.0,6.0,6.0
,="Frenchtown Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.3,31.8,31.8,28.8,33.5
,="Head Start",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Hillcrest Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.0,12.0,15.0,19.0
,="Jane Ryan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.3,9.5,9.0,8.0,8.0
,="Madison Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,10.0,11.0,11.0
,="Middlebrook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.7,8.6,8.1,7.1,7.2
,="Tashua School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,11.0,9.7,10.3,14.0
,="Trumbull High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,24.0,18.0
="Unified School District #1",="Bergin Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,"Bridgeport Correctional Center","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Brooklyn Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Cheshire Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,.
,"Corrigan/Radgowski Correctional Institution","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Enfield Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Garner Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Gates Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,"Hartford Correctional Center","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
,="MacDougall/Walker Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Manson Youth Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="New Haven Correctional Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Northern Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Osborn Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Robinson Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Webster Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,0.0,.,.
,"Willard/Cybulski Correctional Institution","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
,="York Correctional Institution",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Unified School District #2",="Children's Place School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
,="Riverview School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,8.0,4.0,4.0
,="Walter G. Cady School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,4.0,3.0
="Union School District",="Union Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,0.0,1.5
="Vernon School District",="Northeast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,10.6,12.0,6.9,9.6
,="Center Road School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7,11.9,10.5,17.9,15.0
,="Lake Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,7.1,8.5,8.3,9.0
,="Maple Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7,6.0,6.3,3.2,6.0
,="Rockville High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.6,17.9,17.6,16.6,19.7
,="Skinner Road School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9,4.9,4.6,6.3,15.8
,="Vernon Center Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2,10.0,16.0,17.3,14.2
="Voluntown School District",="Voluntown Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,11.0,12.0,13.0,13.0
="Wallingford School District",="Highland School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,5.0,5.0,6.0
,="Cook Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,13.0,14.5,13.5,16.5
,="Dag Hammarskjold Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5,11.5,11.0,16.0,15.4
,="Evarts C. Stevens School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.5,4.5,7.0,7.0
,="James H. Moran Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,14.0,10.5,9.0,8.0
,="Lyman Hall High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,13.0,14.5,14.5
,="Mark T. Sheehan High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.5,6.5,7.5,8.6
,="Moses Y. Beach School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,5.0,3.0,5.0
,="Parker Farms School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.5,7.0,7.0,7.0
,="Pond Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.5,8.5,7.0,7.0
,="Rock Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.7,9.7,10.0,7.0
,="Yalesville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,8.0,9.0,9.0,8.5
="Waterbury School District",="Brooklyn Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,.,.,.,.
,"West Side Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",25.0,24.0,18.0,21.0,22.0
,="Washington School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,4.0,4.0,5.0,4.0
,="B. W. Tinker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,12.0,11.0,11.0,12.0
,="Barnard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,.,.,.,.
,"Bucks Hill School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",21.0,18.0,20.0,15.0,15.0
,="Bunker Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,10.0,11.0,10.0
,="Carrington School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,9.0,10.0,10.0,10.0
,="Crosby High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,23.0,22.0,.,18.0
,="Driggs School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,13.0,11.0,12.0,12.0
,="F. J. Kingsbury School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,8.0,8.0,7.0
,="Gilmartin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,9.0,8.0,8.0,10.5
,="H. S. Chase School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,10.0,10.0,10.0
,="Hopeville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.5,3.0,4.0,6.0
,="John F. Kennedy High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,22.0,22.0,21.0,18.0
,="Maloney Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,2.0,12.0,10.0
,="Margaret M. Generali Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0,43.0,42.0,42.0,29.0
,="Michael F. Wallace Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,22.0,23.0,22.0,22.0
,="North End Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0,27.0,25.0,25.0,25.0
,="Regan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,2.0,2.0,2.0,2.0
,="Rotella Interdistrict Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,7.0,6.1,6.0
,="Sprague School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,7.0,8.0,9.0
,="Walsh School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,12.0,11.0,6.0,5.5
,="Waterbury Arts Magnet School (High)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,3.5,3.5,3.5
,="Waterbury Arts Magnet School (Middle)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.5,2.5,2.5
,="Wendell L. Cross School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,5.0,5.0,3.0
,="Wilby High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,20.0,24.0,24.0,26.0
,="Woodrow Wilson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,13.0,13.0,13.0,11.0
,="Duggan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,4.0,7.0,7.0,13.0
,="Reed School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,4.0,14.0,16.0
,="Waterbury Career Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,1.0,2.0
="Waterford School District",="Clark Lane Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,13.0,11.0,16.0,12.0
,="Great Neck Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,9.0,9.0,7.0,7.0
,="Oswegatchie Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,9.0,9.0,12.0
,="Quaker Hill Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,9.0,6.0,9.0
,="Waterford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.6,14.6,10.6,12.0,10.0
="Watertown School District",="Fletcher W. Judson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,9.5,9.5,11.0
,="John Trumbull Primary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,10.0,11.5,10.0,11.5
,="Polk School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,10.0,9.0,14.0
,="Swift Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,10.0,14.0,13.0,13.0
,="Watertown High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,20.0,20.0,17.0,17.0
="West Hartford School District",="Smith School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,3.0,4.0
,="Aiken School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,10.0,9.0,8.0,4.0
,="Braeburn School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,4.0,4.0,5.0
,="Bristow Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,2.0,3.0,4.0,4.0
,="Bugbee School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,2.0,4.0,3.0
,="Charter Oak International Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,2.0,1.5,3.0,3.0
,="Conard High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,8.0,8.0,10.5
,="Duffy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,3.0,3.0,3.0
,="Hall High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,16.0,19.0,24.0,21.0
,="King Philip Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.0,14.0,12.0,11.0
,="Morley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,7.0,7.0,7.0
,="Norfeldt School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,18.0,22.0,21.0,20.0
,="Sedgwick Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,8.0,10.0,10.0
,="Webster Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,1.0,0.5,.
,"Whiting Lane School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",41.0,48.0,63.0,49.0,51.0
,="Wolcott School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,16.0,17.0,16.0,16.0
="West Haven School District",="Washington School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,7.0,7.0,9.0
,="Alma E. Pagels School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0,27.0,23.0,28.0,31.0
,="Carrigan 5/6 Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,16.0,18.0,19.0,20.0
,="Edith E. Mackrille School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,4.0,6.0,6.0
,="Forest School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,7.0,10.0,5.0,4.0
,="Harry M. Bailey Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,9.0,6.0
,="Savin Rock Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,9.0,8.0,8.0
,="Seth G. Haley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,9.0,12.5,15.0
,="West Haven High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,10.0,12.0,14.0,15.0
="Westbrook School District",="Daisy Ingraham School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,6.0,6.9,11.1
,="Westbrook High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.4,5.0,4.0,6.0
,="Westbrook Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,6.0,5.0,5.0
="Weston School District",="Hurlbutt Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6,17.2,18.4,16.1,18.7
,="Weston High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,10.4,10.4,11.4,10.4
,="Weston Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.2,10.4,10.6,11.6
,="Weston Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,6.0,5.0,5.0,4.0
="Westport School District",="Bedford Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,12.0,10.0,13.0
,="Coleytown Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,7.4,9.0,9.5,12.5
,="Coleytown Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,13.0,7.0,7.0,7.0
,="Green's Farms School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,13.0,12.0,11.0,10.0
,="King's Highway Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,12.0,12.0,13.0,13.5
,="Long Lots School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.5,8.5,7.5,7.0
,="Saugatuck Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,10.0,7.0,7.0
,="Staples High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,9.0,15.0,18.0,16.0
="Wethersfield School District",="Alfred W. Hanmer School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8,12.8,8.6,9.4,.
,"Charles Wright School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",9.2,8.5,9.2,12.0,10.3
,="Emerson-Williams School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.3,5.7,7.0,9.3
,="Highcrest School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7,10.0,6.3,8.0,.
,"Samuel B. Webb Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",14.5,12.6,14.3,18.0,19.3
,="Silas Deane Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7,14.1,14.1,8.3,8.1
,="Wethersfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.1,16.1,18.3,26.0,.
"Willington School District","Center School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,7.0,3.0,3.0,3.0
,="Hall Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,2.0,2.0,2.0
="Wilton School District",="Middlebrook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.7,15.2,12.1,13.5,14.2
,="Cider Mill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.3,19.3,19.2,17.6,17.0
,="Miller-Driscoll School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.1,24.6,25.1,22.9,36.8
,="Wilton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8,8.8,6.8,6.8,7.8
="Winchester School District",="Batcheller Early Education Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,4.0,10.0,7.0,8.0
,="Mary P. Hinsdale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,10.0,8.0,6.0,6.0
,="Pearson Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,9.0,10.0,6.0,5.0
="Windham School District",="Natchaug School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.3,5.3,6.0,3.0
,="North Windham School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.0,8.0,10.0,12.0
,="W. B. Sweeney School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.5,7.5,6.0,7.0
,="Windham Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,7.0,7.0,7.0,8.0
,="Windham Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,14.0,14.0,11.0,10.0
,="Windham High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,11.0,11.0,10.0,10.0
,="Charles H. Barrows STEM Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,5.0,8.0
="Windsor Locks School District",="North Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.9,11.5,12.9,12.6,17.0
,="South Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,13.0,12.0,13.0,12.0
,="Windsor Locks High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,7.0,6.0,6.0
,="Windsor Locks Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,9.0,9.0,8.0
="Windsor School District",="Clover Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,7.0,8.0,8.0
,="John F. Kennedy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,6.0,14.0,15.0,20.0
,="Oliver Ellsworth School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,6.0,33.0,31.0,26.0
,="Poquonock Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,16.0,8.0,7.0,4.0
,="Roger Wolcott Early Child Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,16.0,.,.,.
,"Sage Park Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",15.0,14.0,17.0,23.0,25.0
,="Windsor High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,11.0,11.0,15.0,16.0
="Wolcott School District",="Alcott School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.0,6.0,6.0,5.0
,="Frisbie School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,5.0,5.0,5.0
,="Tyrrell Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,9.0,7.0,7.0
,="Wakelee School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,6.0,4.0,4.0
,="Wolcott High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,10.0,10.0,9.0,9.0
="Woodbridge School District",="Beecher Road Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,.,.,.
,"Beecher Road Primary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",5.0,6.0,.,.,.
,"Beecher Road School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",.,.,10.0,9.0,.
"Woodstock Academy District","Woodstock Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,10.0,9.0,8.0,8.0
="Woodstock School District",="Woodstock Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,18.0,18.0,18.0,18.0
,="Woodstock Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,16.0,16.0,17.0,20.0
="Brass City Charter School District",="Brass City Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
="Great Oaks Charter School District",="Great Oaks Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,4.0

