"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Other",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,3.5
="Westport School District",="Bedford Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Coleytown Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.4,1.6,0.9,1.3
,="Coleytown Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.2,1.2,1.0
,="Green's Farms School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.8,2.5,1.7
,="King's Highway Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.6,1.6,1.6
,="Long Lots School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Saugatuck Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,0.8,0.8,1.0
,="Staples High School",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.2,1.4,1.0,1.0
,="Stepping Stones Preschool",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.4,2.4,2.8,3.0
="Wethersfield School District",="Alfred W. Hanmer School",="Instructional Specialists Who Support Teachers",="Certified",4.7,4.6,3.6,3.0,1.0
,="Charles Wright School",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.8,1.6,3.0,2.0
,="Emerson-Williams School",="Instructional Specialists Who Support Teachers",="Certified",3.6,2.8,2.6,3.0,1.0
,="Highcrest School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.8,1.6,3.0,2.0
,="Samuel B. Webb Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.8,2.1,2.5,5.0
,="Silas Deane Middle School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,2.0,1.0
,="Wethersfield High School",="Instructional Specialists Who Support Teachers",="Certified",3.6,2.6,.,1.0,.
"Willington School District","Center School","Instructional Specialists Who Support Teachers","Certified",1.3,1.3,1.0,1.0,2.0
,="Hall Memorial School",="Instructional Specialists Who Support Teachers",="Certified",0.7,0.7,1.0,1.0,1.0
="Wilton School District",="Middlebrook School",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.2,2.2,2.2,2.5
,="Cider Mill School",="Instructional Specialists Who Support Teachers",="Certified",4.9,5.9,4.9,4.8,3.5
,="Miller-Driscoll School",="Instructional Specialists Who Support Teachers",="Certified",2.7,2.7,3.7,4.3,7.1
,="Wilton High School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.3,1.8,1.8,1.0
,="Our Lady of Fatima School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.3
="Winchester School District",="Mary P. Hinsdale School",="Instructional Specialists Who Support Teachers",="Certified",0.9,0.7,0.6,1.5,1.0
,="Pearson Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.4,0.4,0.5,2.0
,="Batcheller Early Education Center",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,1.0,1.0
="Windham School District",="Natchaug School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,2.8,2.8,2.8
,="North Windham School",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.6,3.2,2.2,3.2
,="W. B. Sweeney School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.4,0.6,3.6
,="Windham Center School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.4,2.0,1.0,3.6
,="Windham Early Childhood Prospect Street",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.7,2.6,2.6,2.0
,="Windham High School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.5,2.0,2.0,2.0
,="Windham Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.2,1.2,.,1.0
,="Charles H. Barrows STEM Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,3.8
="Windsor Locks School District",="North Street School",="Instructional Specialists Who Support Teachers",="Certified",2.8,2.0,2.0,2.0,0.7
,="South Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,0.8,1.8,1.0
,="Windsor Locks High School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.9,1.4,1.6,.
,"Windsor Locks Middle School","Instructional Specialists Who Support Teachers","Certified",1.3,1.3,0.8,0.8,.
"Windsor School District","Clover Street School","Instructional Specialists Who Support Teachers","Certified",4.7,2.8,3.3,3.2,3.8
,="John F. Kennedy School",="Instructional Specialists Who Support Teachers",="Certified",4.7,3.1,5.3,5.9,3.8
,="Oliver Ellsworth School",="Instructional Specialists Who Support Teachers",="Certified",3.4,3.3,5.8,6.3,5.8
,="Poquonock Elementary School",="Instructional Specialists Who Support Teachers",="Certified",4.8,3.4,2.8,1.4,2.9
,="Roger Wolcott Early Child Center",="Instructional Specialists Who Support Teachers",="Certified",4.2,3.6,.,.,.
,"Sage Park Middle School","Instructional Specialists Who Support Teachers","Certified",4.4,4.9,4.8,4.0,3.0
,="Windsor High School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.1,2.0,3.0,3.0
="Wolcott School District",="Alcott School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.1,1.1,1.0,1.0
,="Frisbie School",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.5,2.5,2.5,1.0
,="Tyrrell Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.3,2.3,2.0,1.0
,="Wakelee School",="Instructional Specialists Who Support Teachers",="Certified",1.0,2.0,1.0,2.0,1.0
,="Wolcott High School",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.5,0.5,0.5,.
"Woodbridge School District","Beecher Road Intermediate School","Instructional Specialists Who Support Teachers","Certified",2.0,1.0,.,.,.
,"Beecher Road Primary School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,.,.,.
,"Beecher Road School","Instructional Specialists Who Support Teachers","Certified",.,.,2.0,2.0,1.0
="Woodstock School District",="Woodstock Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,1.5,1.3
,="Woodstock Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,1.5,1.3
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Instructional Specialists Who Support Teachers",="Certified",.,1.3,0.8,.,.
"Integrated Day Charter School District","Integrated Day Charter School","Instructional Specialists Who Support Teachers","Certified",.,0.5,1.3,1.3,4.0
="Jumoke Academy District",="Jumoke Academy",="Instructional Specialists Who Support Teachers",="Certified",.,1.0,.,1.0,1.0
="Regional School District 11",="Parish Hill High School",="Instructional Specialists Who Support Teachers",="Certified",.,1.0,1.0,1.0,1.0
="Woodstock Academy District",="Woodstock Academy",="Instructional Specialists Who Support Teachers",="Certified",.,0.3,0.3,0.7,.
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Instructional Specialists Who Support Teachers","Certified",.,.,.,0.8,0.8
="New Beginnings Inc Family Academy District",="New Beginnings Inc., Family Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.0
="Stamford Academy District",="Stamford Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.0
="The Bridge Academy District",="The Bridge Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.5
="Trailblazers Academy District",="Trailblazers Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.5

