"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","All Grades","Sit and Reach",78.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","All Tests - School",59.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Curl Up",93.8
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Mile Run",79.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Push Up",70.2
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","All Grades","Sit and Reach",83.3
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","All Tests - School",57.4
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Curl Up",78.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Mile Run",68.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Push Up",59.6
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","All Grades","Sit and Reach",77.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","All Tests - School",28.3
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Curl Up",98.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Mile Run",37.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Push Up",81.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","All Grades","Sit and Reach",67.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","All Tests - School",11.0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Curl Up",44.1
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Mile Run",53.1
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Push Up",26.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","All Grades","Sit and Reach",57.6
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","All Tests - School",43.8
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Curl Up",79.2
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Mile Run",89.6
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Push Up",60.4
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","All Grades","Sit and Reach",72.9
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","All Tests - School",75.4
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Curl Up",89.2
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Mile Run",83.1
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Push Up",92.3
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","All Grades","Sit and Reach",84.6
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","All Tests - School",48.4
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Curl Up",48.4
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Mile Run",76.6
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Push Up",48.4
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","All Grades","Sit and Reach",48.4
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","All Tests - School",25.2
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Curl Up",100.0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Mile Run",53.4
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Push Up",46.6
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","All Grades","Sit and Reach",60.3
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","All Tests - School",35.2
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","Curl Up",92.6
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","Mile Run",50.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","Push Up",59.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","All Grades","Sit and Reach",83.6
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School","=""0151511""","All Grades","All Tests - School","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School","=""0151511""","All Grades","Curl Up","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School","=""0151511""","All Grades","Mile Run","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School","=""0151511""","All Grades","Push Up","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School","=""0151511""","All Grades","Sit and Reach","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","All Grades","All Tests - School",55.3
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","All Grades","Curl Up",87.9
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","All Grades","Mile Run",80.9
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","All Grades","Push Up",84.4
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","All Grades","Sit and Reach",71.6
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","All Grades","All Tests - School",39.0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","All Grades","Curl Up",70.1
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","All Grades","Mile Run",62.0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","All Grades","Push Up",62.0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","All Grades","Sit and Reach",95.7
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","All Grades","All Tests - School",6.8
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","All Grades","Curl Up",49.1
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","All Grades","Mile Run",16.7
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","All Grades","Push Up",72.2
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","All Grades","Sit and Reach",48.7
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","All Grades","All Tests - School",19.7
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","All Grades","Curl Up",73.7
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","All Grades","Mile Run",40.9
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","All Grades","Push Up",43.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","All Grades","Sit and Reach",65.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","All Grades","All Tests - School",28.9
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","All Grades","Curl Up",100.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","All Grades","Mile Run",63.4
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","All Grades","Push Up",58.5
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","All Grades","Sit and Reach",66.9
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","All Grades","All Tests - School",45.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","All Grades","Curl Up",73.7
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","All Grades","Mile Run",74.5
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","All Grades","Push Up",62.0
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","All Grades","Sit and Reach",78.8
"Bridgeport School District","=""0150011""","Read School","=""0152511""","All Grades","All Tests - School",35.6
"Bridgeport School District","=""0150011""","Read School","=""0152511""","All Grades","Curl Up",92.8
"Bridgeport School District","=""0150011""","Read School","=""0152511""","All Grades","Mile Run",62.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","All Grades","Push Up",56.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","All Grades","Sit and Reach",84.0
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","All Grades","All Tests - School","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","All Grades","Curl Up",62.5
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","All Grades","Mile Run",33.0
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","All Grades","Push Up",36.6
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","All Grades","Sit and Reach",44.6
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","All Grades","All Tests - School",51.6
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","All Grades","Curl Up",82.8
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","All Grades","Mile Run",64.8
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","All Grades","Push Up",59.8
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","All Grades","Sit and Reach",80.3
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","All Grades","All Tests - School",45.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","All Grades","Curl Up",65.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","All Grades","Mile Run",62.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","All Grades","Push Up",63.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","All Grades","Sit and Reach",74.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","All Grades","All Tests - School",65.7
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","All Grades","Curl Up",91.3
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","All Grades","Mile Run",72.9
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","All Grades","Push Up",78.3
