"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"South Windsor School District","=""1320011""",04,317,310,97.8,310,42,13.5,43,13.9,64,20.6,161,51.9,225,72.6,2521
"South Windsor School District","=""1320011""",05,308,305,99.0,305,30,9.8,44,14.4,121,39.7,110,36.1,231,75.7,2551
"South Windsor School District","=""1320011""",06,310,309,99.7,309,18,5.8,54,17.5,128,41.4,109,35.3,237,76.7,2585
"South Windsor School District","=""1320011""",07,340,338,99.4,338,19,5.6,49,14.5,139,41.1,131,38.8,270,79.9,2617
"South Windsor School District","=""1320011""",08,323,312,96.6,312,22,7.1,87,27.9,131,42.0,72,23.1,203,65.1,2605
"South Windsor School District","=""1320011""",11,319,153,48.0,152,50,32.9,38,25.0,34,22.4,30,19.7,64,42.1,2555
"Southington School District","=""1310011""",03,466,463,99.4,463,55,11.9,85,18.4,128,27.6,195,42.1,323,69.8,2467
"Southington School District","=""1310011""",04,534,527,98.7,527,89,16.9,95,18.0,128,24.3,215,40.8,343,65.1,2502
"Southington School District","=""1310011""",05,494,490,99.2,489,52,10.6,80,16.4,193,39.5,164,33.5,357,73.0,2544
"Southington School District","=""1310011""",06,521,516,99.0,516,45,8.7,108,20.9,222,43.0,141,27.3,363,70.3,2568
"Southington School District","=""1310011""",07,557,550,98.7,550,41,7.5,115,20.9,281,51.1,113,20.5,394,71.6,2590
"Southington School District","=""1310011""",08,485,481,99.2,481,48,10.0,128,26.6,209,43.5,96,20.0,305,63.4,2594
"Southington School District","=""1310011""",11,487,475,97.5,470,107,22.8,120,25.5,164,34.9,79,16.8,243,51.7,2577
"Sprague School District","=""1330011""",03,33,33,100.0,33,10,30.3,13,39.4,"*","*","*","*",10,30.3,2397
"Sprague School District","=""1330011""",04,34,33,97.1,33,8,24.2,8,24.2,8,24.2,9,27.3,17,51.5,2471
"Sprague School District","=""1330011""",05,39,39,100.0,39,"*","*",10,25.6,20,51.3,"*","*","*","*",2526
"Sprague School District","=""1330011""",06,35,34,97.1,34,10,29.4,12,35.3,"*","*","*","*",12,35.3,2500
"Sprague School District","=""1330011""",07,44,44,100.0,44,"*","*","*","*",24,54.5,9,20.5,33,75.0,2589
"Sprague School District","=""1330011""",08,45,44,97.8,44,"*","*",13,29.5,20,45.5,"*","*","*","*",2565
"Stafford School District","=""1340011""",03,141,138,97.9,138,24,17.4,30,21.7,28,20.3,56,40.6,84,60.9,2450
"Stafford School District","=""1340011""",04,117,117,100.0,117,24,20.5,28,23.9,33,28.2,32,27.4,65,55.6,2479
"Stafford School District","=""1340011""",05,105,101,96.2,101,23,22.8,26,25.7,34,33.7,18,17.8,52,51.5,2504
"Stafford School District","=""1340011""",06,112,111,99.1,111,11,9.9,17,15.3,55,49.5,28,25.2,83,74.8,2567
"Stafford School District","=""1340011""",07,117,114,97.4,114,6,5.3,14,12.3,65,57.0,29,25.4,94,82.5,2601
"Stafford School District","=""1340011""",08,114,114,100.0,114,9,7.9,29,25.4,48,42.1,28,24.6,76,66.7,2606
"Stafford School District","=""1340011""",11,110,108,98.2,108,8,7.4,26,24.1,50,46.3,24,22.2,74,68.5,2613
"Stamford Academy District","=""2820013""",11,34,19,55.9,18,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""",03,1282,1250,97.5,1247,365,29.3,328,26.3,259,20.8,295,23.7,554,44.4,2420
"Stamford School District","=""1350011""",04,1202,1169,97.3,1167,372,31.9,247,21.2,292,25.0,256,21.9,548,47.0,2460
"Stamford School District","=""1350011""",05,1161,1130,97.3,1126,277,24.6,231,20.5,374,33.2,244,21.7,618,54.9,2508
"Stamford School District","=""1350011""",06,1084,1051,97.0,1050,200,19.0,288,27.4,357,34.0,205,19.5,562,53.5,2536
"Stamford School District","=""1350011""",07,1124,1095,97.4,1094,238,21.8,254,23.2,430,39.3,172,15.7,602,55.0,2556
"Stamford School District","=""1350011""",08,1097,1064,97.0,1064,215,20.2,326,30.6,381,35.8,142,13.3,523,49.2,2563
"Stamford School District","=""1350011""",11,1106,1027,92.9,1026,301,29.3,314,30.6,266,25.9,145,14.1,411,40.1,2555
"Sterling School District","=""1360011""",03,"*","*","*","*",13,31.7,13,31.7,"*","*","*","*","*","*","*"
"Sterling School District","=""1360011""",04,52,52,100.0,52,21,40.4,"*","*","*","*",13,25.0,"*","*",2457
"Sterling School District","=""1360011""",05,50,49,98.0,49,10,20.4,16,32.7,14,28.6,9,18.4,23,46.9,2501
"Sterling School District","=""1360011""",06,66,66,100.0,66,"*","*",22,33.3,30,45.5,"*","*","*","*",2538
"Sterling School District","=""1360011""",07,55,53,96.4,52,"*","*",19,36.5,22,42.3,"*","*","*","*",2554
"Sterling School District","=""1360011""",08,50,50,100.0,50,17,34.0,16,32.0,"*","*","*","*",17,34.0,2520
"Sterling School District","=""1360011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",03,159,157,98.7,157,17,10.8,28,17.8,31,19.7,81,51.6,112,71.3,2485
"Stonington School District","=""1370011""",04,151,148,98.0,148,17,11.5,17,11.5,30,20.3,84,56.8,114,77.0,2533
"Stonington School District","=""1370011""",05,153,152,99.3,152,19,12.5,20,13.2,59,38.8,54,35.5,113,74.3,2545
"Stonington School District","=""1370011""",06,177,167,94.4,167,15,9.0,38,22.8,60,35.9,54,32.3,114,68.3,2570
"Stonington School District","=""1370011""",07,178,167,93.8,166,25,15.1,41,24.7,66,39.8,34,20.5,100,60.2,2569
"Stonington School District","=""1370011""",08,186,169,90.9,166,28,16.9,47,28.3,65,39.2,26,15.7,91,54.8,2574
"Stonington School District","=""1370011""",11,190,49,25.8,49,14,28.6,15,30.6,8,16.3,12,24.5,20,40.8,2571
"Stratford School District","=""1380011""",03,542,539,99.4,538,148,27.5,168,31.2,126,23.4,96,17.8,222,41.3,2415
"Stratford School District","=""1380011""",04,514,508,98.8,507,123,24.3,114,22.5,137,27.0,133,26.2,270,53.3,2474
"Stratford School District","=""1380011""",05,534,529,99.1,529,141,26.7,120,22.7,175,33.1,93,17.6,268,50.7,2500
"Stratford School District","=""1380011""",06,567,564,99.5,564,101,17.9,147,26.1,211,37.4,105,18.6,316,56.0,2539
"Stratford School District","=""1380011""",07,544,535,98.3,535,103,19.3,152,28.4,189,35.3,91,17.0,280,52.3,2557
"Stratford School District","=""1380011""",08,541,524,96.9,521,117,22.5,167,32.1,176,33.8,61,11.7,237,45.5,2556
"Stratford School District","=""1380011""",11,532,498,93.6,498,61,12.2,116,23.3,212,42.6,109,21.9,321,64.5,2608
"Suffield School District","=""1390011""",03,165,160,97.0,159,15,9.4,36,22.6,45,28.3,63,39.6,108,67.9,2465
"Suffield School District","=""1390011""",04,143,140,97.9,139,24,17.3,32,23.0,33,23.7,50,36.0,83,59.7,2492
"Suffield School District","=""1390011""",05,197,192,97.5,191,15,7.9,30,15.7,83,43.5,63,33.0,146,76.4,2549
"Suffield School District","=""1390011""",06,173,170,98.3,169,8,4.7,27,16.0,69,40.8,65,38.5,134,79.3,2587
"Suffield School District","=""1390011""",07,180,173,96.1,173,8,4.6,20,11.6,69,39.9,76,43.9,145,83.8,2628
"Suffield School District","=""1390011""",08,211,206,97.6,206,26,12.6,50,24.3,97,47.1,33,16.0,130,63.1,2589
"Suffield School District","=""1390011""",11,204,191,93.6,191,29,15.2,37,19.4,82,42.9,43,22.5,125,65.4,2605
"The Bridge Academy District","=""2690013""",07,48,48,100.0,48,17,35.4,21,43.8,10,20.8,0,0.0,10,20.8,2504
"The Bridge Academy District","=""2690013""",08,48,47,97.9,47,11,23.4,23,48.9,13,27.7,0,0.0,13,27.7,2530
"The Bridge Academy District","=""2690013""",11,40,40,100.0,40,"*","*",16,40.0,14,35.0,"*","*","*","*",2549
"The Gilbert School District","=""9020022""",07,91,89,97.8,89,24,27.0,29,32.6,"*","*","*","*",36,40.4,2533
"The Gilbert School District","=""9020022""",08,98,95,96.9,95,24,25.3,39,41.1,32,33.7,0,0.0,"*","*",2536
"The Gilbert School District","=""9020022""",11,95,46,48.4,46,31,67.4,10,21.7,"*","*","*","*","*","*",2454
"Thomaston School District","=""1400011""",03,61,60,98.4,60,15,25.0,16,26.7,19,31.7,10,16.7,29,48.3,2416
"Thomaston School District","=""1400011""",04,73,73,100.0,73,29,39.7,15,20.5,17,23.3,12,16.4,29,39.7,2440
"Thomaston School District","=""1400011""",05,70,70,100.0,70,11,15.7,13,18.6,34,48.6,12,17.1,46,65.7,2518
"Thomaston School District","=""1400011""",06,100,99,99.0,99,12,12.1,31,31.3,42,42.4,14,14.1,56,56.6,2541
"Thomaston School District","=""1400011""",07,65,64,98.5,64,"*","*",14,21.9,31,48.4,"*","*","*","*",2581
"Thomaston School District","=""1400011""",08,85,84,98.8,84,9,10.7,23,27.4,36,42.9,16,19.0,52,61.9,2592
"Thomaston School District","=""1400011""",11,54,52,96.3,51,"*","*",19,37.3,19,37.3,"*","*","*","*",2600
"Thompson School District","=""1410011""",03,74,70,94.6,70,12,17.1,21,30.0,22,31.4,15,21.4,37,52.9,2431
"Thompson School District","=""1410011""",04,84,81,96.4,80,37,46.3,19,23.8,14,17.5,10,12.5,24,30.0,2423
"Thompson School District","=""1410011""",05,86,85,98.8,85,13,15.3,25,29.4,37,43.5,10,11.8,47,55.3,2510
"Thompson School District","=""1410011""",06,82,80,97.6,80,13,16.3,17,21.3,42,52.5,8,10.0,50,62.5,2535
"Thompson School District","=""1410011""",07,75,69,92.0,69,9,13.0,19,27.5,33,47.8,8,11.6,41,59.4,2565
"Thompson School District","=""1410011""",08,96,92,95.8,91,20,22.0,28,30.8,34,37.4,9,9.9,43,47.3,2555
"Thompson School District","=""1410011""",11,77,72,93.5,72,6,8.3,31,43.1,25,34.7,10,13.9,35,48.6,2588
"Tolland School District","=""1420011""",03,188,187,99.5,187,18,9.6,45,24.1,48,25.7,76,40.6,124,66.3,2467
"Tolland School District","=""1420011""",04,187,186,99.5,186,11,5.9,21,11.3,55,29.6,99,53.2,154,82.8,2538
"Tolland School District","=""1420011""",05,203,202,99.5,202,16,7.9,23,11.4,77,38.1,86,42.6,163,80.7,2563
"Tolland School District","=""1420011""",06,222,221,99.5,221,18,8.1,42,19.0,95,43.0,66,29.9,161,72.9,2573
"Tolland School District","=""1420011""",07,236,233,98.7,233,25,10.7,58,24.9,103,44.2,47,20.2,150,64.4,2582
"Tolland School District","=""1420011""",08,219,219,100.0,219,15,6.8,38,17.4,102,46.6,64,29.2,166,75.8,2620
"Tolland School District","=""1420011""",11,216,175,81.0,175,58,33.1,36,20.6,62,35.4,19,10.9,81,46.3,2555
"Torrington School District","=""1430011""",03,340,328,96.5,328,72,22.0,91,27.7,96,29.3,69,21.0,165,50.3,2431
"Torrington School District","=""1430011""",04,368,355,96.5,354,70,19.8,80,22.6,104,29.4,100,28.2,204,57.6,2482
"Torrington School District","=""1430011""",05,356,333,93.5,333,67,20.1,84,25.2,130,39.0,52,15.6,182,54.7,2506
"Torrington School District","=""1430011""",06,326,305,93.6,304,86,28.3,95,31.3,103,33.9,20,6.6,123,40.5,2506
"Torrington School District","=""1430011""",07,342,310,90.6,310,99,31.9,84,27.1,104,33.5,23,7.4,127,41.0,2527
"Torrington School District","=""1430011""",08,349,332,95.1,330,82,24.8,103,31.2,122,37.0,23,7.0,145,43.9,2548
"Torrington School District","=""1430011""",11,251,202,80.5,198,62,31.3,62,31.3,59,29.8,15,7.6,74,37.4,2544
"Trailblazers Academy District","=""2780013""",06,34,34,100.0,34,27,79.4,"*","*","*","*",0,0.0,"*","*",2417
"Trailblazers Academy District","=""2780013""",07,41,40,97.6,40,25,62.5,"*","*",8,20.0,"*","*","*","*",2470
"Trailblazers Academy District","=""2780013""",08,58,58,100.0,57,32,56.1,"*","*","*","*",0,0.0,"*","*",2477
"Trumbull School District","=""1440011""",03,478,471,98.5,471,33,7.0,52,11.0,133,28.2,253,53.7,386,82.0,2490
"Trumbull School District","=""1440011""",04,481,479,99.6,479,41,8.6,83,17.3,125,26.1,230,48.0,355,74.1,2524
"Trumbull School District","=""1440011""",05,540,533,98.7,533,48,9.0,65,12.2,185,34.7,235,44.1,420,78.8,2561
"Trumbull School District","=""1440011""",06,539,502,93.1,500,53,10.6,124,24.8,204,40.8,119,23.8,323,64.6,2558
"Trumbull School District","=""1440011""",07,457,421,92.1,421,62,14.7,79,18.8,197,46.8,83,19.7,280,66.5,2579
"Trumbull School District","=""1440011""",08,534,500,93.6,498,55,11.0,151,30.3,198,39.8,94,18.9,292,58.6,2588
"Trumbull School District","=""1440011""",11,537,260,48.4,260,32,12.3,38,14.6,86,33.1,104,40.0,190,73.1,2634
"Unified School District #2","=""3470015""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",07,8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,17,14,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",11,43,35,81.4,35,26,74.3,7,20.0,"*","*","*","*","*","*",2427
"Union School District","=""1450011""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",04,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",06,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",07,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",03,255,248,97.3,246,82,33.3,68,27.6,61,24.8,35,14.2,96,39.0,2405
"Vernon School District","=""1460011""",04,235,232,98.7,232,72,31.0,59,25.4,46,19.8,55,23.7,101,43.5,2461
"Vernon School District","=""1460011""",05,270,260,96.3,260,73,28.1,69,26.5,79,30.4,39,15.0,118,45.4,2493
"Vernon School District","=""1460011""",06,226,219,96.9,219,64,29.2,65,29.7,68,31.1,22,10.0,90,41.1,2508
"Vernon School District","=""1460011""",07,217,212,97.7,212,74,34.9,62,29.2,64,30.2,12,5.7,76,35.8,2515
"Vernon School District","=""1460011""",08,224,217,96.9,217,59,27.2,73,33.6,66,30.4,19,8.8,85,39.2,2545
"Vernon School District","=""1460011""",11,174,165,94.8,165,17,10.3,27,16.4,63,38.2,58,35.2,121,73.3,2631
"Voluntown School District","=""1470011""",03,"*","*","*","*","*","*",8,26.7,"*","*",14,46.7,"*","*","*"
"Voluntown School District","=""1470011""",04,33,33,100.0,33,"*","*","*","*",11,33.3,12,36.4,23,69.7,2507
"Voluntown School District","=""1470011""",05,30,30,100.0,30,"*","*","*","*",16,53.3,7,23.3,23,76.7,2523
"Voluntown School District","=""1470011""",06,31,31,100.0,31,"*","*","*","*",14,45.2,6,19.4,20,64.5,2548
"Voluntown School District","=""1470011""",07,32,31,96.9,31,"*","*",8,25.8,16,51.6,"*","*","*","*",2579
"Voluntown School District","=""1470011""",08,38,38,100.0,38,"*","*","*","*",16,42.1,12,31.6,28,73.7,2612
"Voluntown School District","=""1470011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""",03,386,385,99.7,385,85,22.1,92,23.9,100,26.0,108,28.1,208,54.0,2434
"Wallingford School District","=""1480011""",04,448,441,98.4,441,95,21.5,94,21.3,130,29.5,122,27.7,252,57.1,2481
"Wallingford School District","=""1480011""",05,493,488,99.0,488,91,18.6,105,21.5,188,38.5,104,21.3,292,59.8,2518
"Wallingford School District","=""1480011""",06,455,446,98.0,446,81,18.2,127,28.5,166,37.2,72,16.1,238,53.4,2534
"Wallingford School District","=""1480011""",07,474,467,98.5,467,67,14.3,122,26.1,210,45.0,68,14.6,278,59.5,2566
"Wallingford School District","=""1480011""",08,469,448,95.5,448,94,21.0,131,29.2,166,37.1,57,12.7,223,49.8,2565
"Wallingford School District","=""1480011""",11,531,509,95.9,507,51,10.1,114,22.5,210,41.4,132,26.0,342,67.5,2619
"Waterbury School District","=""1510011""",03,1449,1421,98.1,1420,644,45.4,405,28.5,240,16.9,131,9.2,371,26.1,2379
"Waterbury School District","=""1510011""",04,1415,1394,98.5,1393,674,48.4,319,22.9,263,18.9,137,9.8,400,28.7,2422
"Waterbury School District","=""1510011""",05,1457,1437,98.6,1437,658,45.8,362,25.2,315,21.9,102,7.1,417,29.0,2455
"Waterbury School District","=""1510011""",06,1392,1382,99.3,1382,768,55.6,334,24.2,218,15.8,62,4.5,280,20.3,2450
"Waterbury School District","=""1510011""",07,1322,1302,98.5,1299,637,49.0,305,23.5,300,23.1,57,4.4,357,27.5,2486
"Waterbury School District","=""1510011""",08,1331,1308,98.3,1305,661,50.7,363,27.8,239,18.3,42,3.2,281,21.5,2494
"Waterbury School District","=""1510011""",11,1119,1029,92.0,1014,432,42.6,295,29.1,219,21.6,68,6.7,287,28.3,2520
"Waterford School District","=""1520011""",03,158,156,98.7,156,15,9.6,32,20.5,41,26.3,68,43.6,109,69.9,2468
"Waterford School District","=""1520011""",04,194,193,99.5,193,38,19.7,40,20.7,50,25.9,65,33.7,115,59.6,2489
"Waterford School District","=""1520011""",05,201,200,99.5,200,41,20.5,38,19.0,77,38.5,44,22.0,121,60.5,2514
"Waterford School District","=""1520011""",06,220,219,99.5,219,18,8.2,63,28.8,95,43.4,43,19.6,138,63.0,2556
"Waterford School District","=""1520011""",07,225,223,99.1,223,24,10.8,39,17.5,113,50.7,47,21.1,160,71.7,2589
"Waterford School District","=""1520011""",08,213,213,100.0,213,20,9.4,46,21.6,104,48.8,43,20.2,147,69.0,2598
"Waterford School District","=""1520011""",11,195,190,97.4,188,14,7.4,45,23.9,74,39.4,55,29.3,129,68.6,2625
"Watertown School District","=""1530011""",03,212,209,98.6,209,18,8.6,50,23.9,65,31.1,76,36.4,141,67.5,2461
"Watertown School District","=""1530011""",04,205,204,99.5,204,36,17.6,43,21.1,58,28.4,67,32.8,125,61.3,2494
"Watertown School District","=""1530011""",05,227,223,98.2,223,42,18.8,60,26.9,85,38.1,36,16.1,121,54.3,2506
"Watertown School District","=""1530011""",06,204,202,99.0,202,18,8.9,55,27.2,95,47.0,34,16.8,129,63.9,2549
"Watertown School District","=""1530011""",07,220,218,99.1,218,32,14.7,39,17.9,108,49.5,39,17.9,147,67.4,2575
"Watertown School District","=""1530011""",08,246,245,99.6,245,42,17.1,66,26.9,95,38.8,42,17.1,137,55.9,2577
"Watertown School District","=""1530011""",11,217,82,37.8,81,29,35.8,19,23.5,25,30.9,8,9.9,33,40.7,2537
"West Hartford School District","=""1550011""",03,718,706,98.3,703,66,9.4,132,18.8,200,28.4,305,43.4,505,71.8,2474
"West Hartford School District","=""1550011""",04,753,749,99.5,749,75,10.0,100,13.4,196,26.2,378,50.5,574,76.6,2527
"West Hartford School District","=""1550011""",05,803,799,99.5,799,81,10.1,112,14.0,265,33.2,341,42.7,606,75.8,2559
"West Hartford School District","=""1550011""",06,755,751,99.5,751,59,7.9,118,15.7,317,42.2,257,34.2,574,76.4,2580
"West Hartford School District","=""1550011""",07,680,672,98.8,670,87,13.0,117,17.5,295,44.0,171,25.5,466,69.6,2587
"West Hartford School District","=""1550011""",08,748,744,99.5,743,84,11.3,144,19.4,304,40.9,211,28.4,515,69.3,2607
"West Hartford School District","=""1550011""",11,765,552,72.2,546,58,10.6,139,25.5,189,34.6,160,29.3,349,63.9,2615
"West Haven School District","=""1560011""",03,463,455,98.3,455,126,27.7,125,27.5,116,25.5,88,19.3,204,44.8,2417
"West Haven School District","=""1560011""",04,513,507,98.8,507,153,30.2,110,21.7,147,29.0,97,19.1,244,48.1,2463
"West Haven School District","=""1560011""",05,427,420,98.4,420,133,31.7,99,23.6,126,30.0,62,14.8,188,44.8,2487
"West Haven School District","=""1560011""",06,414,410,99.0,409,86,21.0,128,31.3,144,35.2,51,12.5,195,47.7,2522
"West Haven School District","=""1560011""",07,438,430,98.2,430,112,26.0,121,28.1,146,34.0,51,11.9,197,45.8,2540
"West Haven School District","=""1560011""",08,446,435,97.5,435,98,22.5,139,32.0,150,34.5,48,11.0,198,45.5,2554
"West Haven School District","=""1560011""",11,373,351,94.1,351,140,39.9,102,29.1,94,26.8,15,4.3,109,31.1,2524
"Westbrook School District","=""1540011""",03,46,"*","*","*","*","*",11,23.9,"*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""",04,62,62,100.0,62,"*","*","*","*",19,30.6,28,45.2,47,75.8,2519
"Westbrook School District","=""1540011""",05,61,61,100.0,61,"*","*","*","*",26,42.6,27,44.3,53,86.9,2575
"Westbrook School District","=""1540011""",06,54,53,98.1,53,"*","*","*","*",22,41.5,25,47.2,47,88.7,2602
"Westbrook School District","=""1540011""",07,54,53,98.1,53,"*","*","*","*",17,32.1,25,47.2,42,79.2,2634
"Westbrook School District","=""1540011""",08,60,60,100.0,60,"*","*","*","*",27,45.0,25,41.7,52,86.7,2650
"Westbrook School District","=""1540011""",11,61,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""",03,182,176,96.7,175,12,6.9,30,17.1,62,35.4,71,40.6,133,76.0,2472
"Weston School District","=""1570011""",04,178,176,98.9,175,10,5.7,21,12.0,53,30.3,91,52.0,144,82.3,2535
"Weston School District","=""1570011""",05,182,182,100.0,182,9,4.9,17,9.3,73,40.1,83,45.6,156,85.7,2568
"Weston School District","=""1570011""",06,205,202,98.5,202,10,5.0,36,17.8,88,43.6,68,33.7,156,77.2,2580
"Weston School District","=""1570011""",07,188,184,97.9,184,8,4.3,32,17.4,87,47.3,57,31.0,144,78.3,2606
"Weston School District","=""1570011""",08,211,202,95.7,202,20,9.9,36,17.8,93,46.0,53,26.2,146,72.3,2609
"Weston School District","=""1570011""",11,203,117,57.6,115,9,7.8,18,15.7,40,34.8,48,41.7,88,76.5,2648
"Westport School District","=""1580011""",03,414,392,94.7,392,12,3.1,45,11.5,75,19.1,260,66.3,335,85.5,2506
"Westport School District","=""1580011""",04,454,448,98.7,448,18,4.0,55,12.3,91,20.3,284,63.4,375,83.7,2550
"Westport School District","=""1580011""",05,440,436,99.1,436,16,3.7,33,7.6,155,35.6,232,53.2,387,88.8,2585
"Westport School District","=""1580011""",06,466,457,98.1,457,19,4.2,60,13.1,207,45.3,171,37.4,378,82.7,2592
"Westport School District","=""1580011""",07,444,439,98.9,439,9,2.1,34,7.7,214,48.7,182,41.5,396,90.2,2630
"Westport School District","=""1580011""",08,489,477,97.5,477,17,3.6,53,11.1,221,46.3,186,39.0,407,85.3,2641
"Westport School District","=""1580011""",11,470,131,27.9,131,22,16.8,20,15.3,44,33.6,45,34.4,89,67.9,2621
"Wethersfield School District","=""1590011""",03,249,247,99.2,247,56,22.7,47,19.0,62,25.1,82,33.2,144,58.3,2443
"Wethersfield School District","=""1590011""",04,254,254,100.0,254,41,16.1,55,21.7,81,31.9,77,30.3,158,62.2,2492
"Wethersfield School District","=""1590011""",05,298,292,98.0,292,38,13.0,56,19.2,100,34.2,98,33.6,198,67.8,2538
"Wethersfield School District","=""1590011""",06,269,264,98.1,263,21,8.0,70,26.6,108,41.1,64,24.3,172,65.4,2563
"Wethersfield School District","=""1590011""",07,276,274,99.3,274,64,23.4,75,27.4,104,38.0,31,11.3,135,49.3,2544
"Wethersfield School District","=""1590011""",08,280,273,97.5,273,48,17.6,82,30.0,109,39.9,34,12.5,143,52.4,2569
"Wethersfield School District","=""1590011""",11,306,190,62.1,185,61,33.0,58,31.4,51,27.6,15,8.1,66,35.7,2542
"Willington School District","=""1600011""",03,49,49,100.0,49,11,22.4,14,28.6,8,16.3,16,32.7,24,49.0,2441
"Willington School District","=""1600011""",04,34,33,97.1,33,14,42.4,"*","*",8,24.2,"*","*","*","*",2445
"Willington School District","=""1600011""",05,47,44,93.6,44,7,15.9,6,13.6,21,47.7,10,22.7,31,70.5,2524
"Willington School District","=""1600011""",06,54,53,98.1,53,"*","*",18,34.0,17,32.1,"*","*","*","*",2525
"Willington School District","=""1600011""",07,51,49,96.1,49,"*","*",13,26.5,22,44.9,"*","*","*","*",2569
"Willington School District","=""1600011""",08,47,46,97.9,46,"*","*",14,30.4,20,43.5,"*","*","*","*",2593
"Wilton School District","=""1610011""",03,327,322,98.5,322,23,7.1,54,16.8,106,32.9,139,43.2,245,76.1,2473
"Wilton School District","=""1610011""",04,336,336,100.0,336,51,15.2,62,18.5,111,33.0,112,33.3,223,66.4,2500
"Wilton School District","=""1610011""",05,315,310,98.4,309,27,8.7,47,15.2,123,39.8,112,36.2,235,76.1,2550
"Wilton School District","=""1610011""",06,364,362,99.5,362,24,6.6,73,20.2,156,43.1,109,30.1,265,73.2,2573
"Wilton School District","=""1610011""",07,341,333,97.7,333,13,3.9,51,15.3,179,53.8,90,27.0,269,80.8,2610
"Wilton School District","=""1610011""",08,343,336,98.0,335,9,2.7,36,10.7,178,53.1,112,33.4,290,86.6,2636
"Wilton School District","=""1610011""",11,344,321,93.3,321,75,23.4,67,20.9,113,35.2,66,20.6,179,55.8,2584
"Winchester School District","=""1620011""",03,68,67,98.5,67,16,23.9,20,29.9,12,17.9,19,28.4,31,46.3,2436
"Winchester School District","=""1620011""",04,87,86,98.9,85,38,44.7,21,24.7,14,16.5,12,14.1,26,30.6,2434
"Winchester School District","=""1620011""",05,74,72,97.3,71,23,32.4,15,21.1,22,31.0,11,15.5,33,46.5,2488
"Winchester School District","=""1620011""",06,83,82,98.8,81,8,9.9,28,34.6,27,33.3,18,22.2,45,55.6,2548
"Winchester School District","=""1620011""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""",03,280,274,97.9,273,105,38.5,88,32.2,48,17.6,32,11.7,80,29.3,2390
"Windham School District","=""1630011""",04,219,214,97.7,211,105,49.8,59,28.0,33,15.6,14,6.6,47,22.3,2418
"Windham School District","=""1630011""",05,264,258,97.7,258,109,42.2,53,20.5,71,27.5,25,9.7,96,37.2,2467
"Windham School District","=""1630011""",06,238,234,98.3,234,89,38.0,73,31.2,55,23.5,17,7.3,72,30.8,2483
"Windham School District","=""1630011""",07,238,231,97.1,230,97,42.2,68,29.6,56,24.3,9,3.9,65,28.3,2498
"Windham School District","=""1630011""",08,222,214,96.4,213,112,52.6,59,27.7,"*","*","*","*",42,19.7,2482
"Windham School District","=""1630011""",11,119,113,95.0,113,67,59.3,26,23.0,"*","*","*","*",20,17.7,2490
"Windsor Locks School District","=""1650011""",03,126,123,97.6,123,23,18.7,33,26.8,39,31.7,28,22.8,67,54.5,2433
"Windsor Locks School District","=""1650011""",04,133,133,100.0,133,45,33.8,35,26.3,27,20.3,26,19.5,53,39.8,2462
"Windsor Locks School District","=""1650011""",05,120,120,100.0,120,25,20.8,30,25.0,49,40.8,16,13.3,65,54.2,2502
"Windsor Locks School District","=""1650011""",06,122,117,95.9,117,"*","*",37,31.6,36,30.8,"*","*","*","*",2503
"Windsor Locks School District","=""1650011""",07,113,113,100.0,113,28,24.8,24,21.2,47,41.6,14,12.4,61,54.0,2546
"Windsor Locks School District","=""1650011""",08,128,124,96.9,123,33,26.8,39,31.7,39,31.7,12,9.8,51,41.5,2546
"Windsor Locks School District","=""1650011""",11,136,132,97.1,132,56,42.4,37,28.0,"*","*","*","*",39,29.5,2510
