"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Vernon School District","=""1460011""",06,247,244,98.8,244,69,28.3,77,31.6,65,26.6,33,13.5,98,40.2,2511
"Vernon School District","=""1460011""",07,228,226,99.1,226,52,23.0,72,31.9,73,32.3,29,12.8,102,45.1,2542
"Vernon School District","=""1460011""",08,207,199,96.1,199,76,38.2,45,22.6,63,31.7,15,7.5,78,39.2,2534
"Voluntown School District","=""1470011""",03,26,26,100.0,26,"*","*",10,38.5,"*","*",11,42.3,"*","*",2460
"Voluntown School District","=""1470011""",04,28,28,100.0,28,6,21.4,"*","*","*","*",12,42.9,"*","*",2500
"Voluntown School District","=""1470011""",05,30,30,100.0,30,"*","*","*","*",14,46.7,6,20.0,20,66.7,2527
"Voluntown School District","=""1470011""",06,30,30,100.0,30,"*","*",8,26.7,13,43.3,"*","*","*","*",2556
"Voluntown School District","=""1470011""",07,29,29,100.0,29,"*","*","*","*",15,51.7,6,20.7,21,72.4,2582
"Voluntown School District","=""1470011""",08,31,31,100.0,31,"*","*",8,25.8,16,51.6,"*","*","*","*",2586
"Wallingford School District","=""1480011""",03,419,417,99.5,417,86,20.6,122,29.3,103,24.7,106,25.4,209,50.1,2434
"Wallingford School District","=""1480011""",04,396,396,100.0,396,85,21.5,90,22.7,110,27.8,111,28.0,221,55.8,2481
"Wallingford School District","=""1480011""",05,451,449,99.6,449,58,12.9,98,21.8,181,40.3,112,24.9,293,65.3,2529
"Wallingford School District","=""1480011""",06,492,487,99.0,487,109,22.4,141,29.0,163,33.5,74,15.2,237,48.7,2527
"Wallingford School District","=""1480011""",07,460,449,97.6,449,70,15.6,113,25.2,195,43.4,71,15.8,266,59.2,2562
"Wallingford School District","=""1480011""",08,476,468,98.3,468,61,13.0,116,24.8,218,46.6,73,15.6,291,62.2,2585
"Waterbury School District","=""1510011""",03,1482,1478,99.7,1478,566,38.3,485,32.8,247,16.7,180,12.2,427,28.9,2391
"Waterbury School District","=""1510011""",04,1414,1413,99.9,1413,714,50.5,319,22.6,260,18.4,120,8.5,380,26.9,2418
"Waterbury School District","=""1510011""",05,1423,1421,99.9,1421,659,46.4,353,24.8,296,20.8,113,8.0,409,28.8,2452
"Waterbury School District","=""1510011""",06,1389,1378,99.2,1377,696,50.5,355,25.8,252,18.3,74,5.4,326,23.7,2460
"Waterbury School District","=""1510011""",07,1384,1375,99.3,1375,702,51.1,307,22.3,292,21.2,74,5.4,366,26.6,2486
"Waterbury School District","=""1510011""",08,1344,1330,99.0,1330,617,46.4,366,27.5,284,21.4,63,4.7,347,26.1,2502
"Waterford School District","=""1520011""",03,191,191,100.0,191,17,8.9,27,14.1,54,28.3,93,48.7,147,77.0,2480
"Waterford School District","=""1520011""",04,160,160,100.0,160,19,11.9,31,19.4,38,23.8,72,45.0,110,68.8,2514
"Waterford School District","=""1520011""",05,199,199,100.0,199,34,17.1,38,19.1,59,29.6,68,34.2,127,63.8,2533
"Waterford School District","=""1520011""",06,205,204,99.5,204,23,11.3,53,26.0,77,37.7,51,25.0,128,62.7,2557
"Waterford School District","=""1520011""",07,225,225,100.0,225,33,14.7,47,20.9,97,43.1,48,21.3,145,64.4,2574
"Waterford School District","=""1520011""",08,234,234,100.0,234,37,15.8,53,22.6,106,45.3,38,16.2,144,61.5,2584
"Watertown School District","=""1530011""",03,221,219,99.1,219,40,18.3,65,29.7,54,24.7,60,27.4,114,52.1,2436
"Watertown School District","=""1530011""",04,215,212,98.6,212,31,14.6,34,16.0,61,28.8,86,40.6,147,69.3,2507
"Watertown School District","=""1530011""",05,211,210,99.5,210,37,17.6,49,23.3,64,30.5,60,28.6,124,59.0,2525
"Watertown School District","=""1530011""",06,230,226,98.3,226,35,15.5,58,25.7,85,37.6,48,21.2,133,58.8,2547
"Watertown School District","=""1530011""",07,218,216,99.1,216,26,12.0,51,23.6,96,44.4,43,19.9,139,64.4,2579
"Watertown School District","=""1530011""",08,224,223,99.6,223,26,11.7,56,25.1,98,43.9,43,19.3,141,63.2,2589
"West Hartford School District","=""1550011""",03,737,732,99.3,731,67,9.2,141,19.3,185,25.3,338,46.2,523,71.5,2476
"West Hartford School District","=""1550011""",04,725,722,99.6,720,107,14.9,78,10.8,176,24.4,359,49.9,535,74.3,2522
"West Hartford School District","=""1550011""",05,752,749,99.6,749,78,10.4,102,13.6,258,34.4,311,41.5,569,76.0,2556
"West Hartford School District","=""1550011""",06,761,758,99.6,758,80,10.6,165,21.8,279,36.8,234,30.9,513,67.7,2567
"West Hartford School District","=""1550011""",07,767,763,99.5,762,90,11.8,135,17.7,283,37.1,254,33.3,537,70.5,2597
"West Hartford School District","=""1550011""",08,682,671,98.4,671,98,14.6,126,18.8,277,41.3,170,25.3,447,66.6,2599
"West Haven School District","=""1560011""",03,455,453,99.6,453,100,22.1,114,25.2,130,28.7,109,24.1,239,52.8,2433
"West Haven School District","=""1560011""",04,458,455,99.3,455,147,32.3,84,18.5,129,28.4,95,20.9,224,49.2,2463
"West Haven School District","=""1560011""",05,488,486,99.6,486,115,23.7,136,28.0,153,31.5,82,16.9,235,48.4,2502
"West Haven School District","=""1560011""",06,397,394,99.2,394,99,25.1,108,27.4,134,34.0,53,13.5,187,47.5,2517
"West Haven School District","=""1560011""",07,409,401,98.0,401,132,32.9,104,25.9,117,29.2,48,12.0,165,41.1,2531
"West Haven School District","=""1560011""",08,430,423,98.4,423,141,33.3,110,26.0,130,30.7,42,9.9,172,40.7,2540
"Westbrook School District","=""1540011""",03,46,46,100.0,46,"*","*","*","*",15,32.6,17,37.0,32,69.6,2476
"Westbrook School District","=""1540011""",04,50,50,100.0,50,7,14.0,7,14.0,11,22.0,25,50.0,36,72.0,2512
"Westbrook School District","=""1540011""",05,60,60,100.0,60,"*","*","*","*",17,28.3,24,40.0,41,68.3,2553
"Westbrook School District","=""1540011""",06,63,63,100.0,63,"*","*","*","*",24,38.1,25,39.7,49,77.8,2587
"Westbrook School District","=""1540011""",07,51,51,100.0,51,"*","*","*","*",18,35.3,21,41.2,39,76.5,2610
"Westbrook School District","=""1540011""",08,53,52,98.1,52,"*","*","*","*",23,44.2,19,36.5,42,80.8,2640
"Weston School District","=""1570011""",03,161,159,98.8,159,"*","*","*","*",44,27.7,74,46.5,118,74.2,2478
"Weston School District","=""1570011""",04,189,179,94.7,179,18,10.1,25,14.0,47,26.3,89,49.7,136,76.0,2522
"Weston School District","=""1570011""",05,183,177,96.7,177,10,5.6,18,10.2,64,36.2,85,48.0,149,84.2,2573
"Weston School District","=""1570011""",06,188,187,99.5,187,18,9.6,23,12.3,84,44.9,62,33.2,146,78.1,2579
"Weston School District","=""1570011""",07,204,201,98.5,201,"*","*","*","*",99,49.3,71,35.3,170,84.6,2617
"Weston School District","=""1570011""",08,184,182,98.9,182,10,5.5,31,17.0,85,46.7,56,30.8,141,77.5,2626
"Westport School District","=""1580011""",03,419,415,99.0,413,19,4.6,52,12.6,90,21.8,252,61.0,342,82.8,2504
"Westport School District","=""1580011""",04,428,418,97.7,418,25,6.0,42,10.0,101,24.2,250,59.8,351,84.0,2545
"Westport School District","=""1580011""",05,453,449,99.1,448,17,3.8,42,9.4,121,27.0,268,59.8,389,86.8,2589
"Westport School District","=""1580011""",06,441,429,97.3,429,20,4.7,65,15.2,174,40.6,170,39.6,344,80.2,2595
"Westport School District","=""1580011""",07,463,447,96.5,445,30,6.7,66,14.8,195,43.8,154,34.6,349,78.4,2611
"Westport School District","=""1580011""",08,457,445,97.4,445,20,4.5,63,14.2,214,48.1,148,33.3,362,81.3,2628
"Wethersfield School District","=""1590011""",03,273,268,98.2,268,41,15.3,50,18.7,67,25.0,110,41.0,177,66.0,2459
"Wethersfield School District","=""1590011""",04,257,255,99.2,255,45,17.6,46,18.0,66,25.9,98,38.4,164,64.3,2501
"Wethersfield School District","=""1590011""",05,258,258,100.0,258,32,12.4,45,17.4,94,36.4,87,33.7,181,70.2,2543
"Wethersfield School District","=""1590011""",06,290,285,98.3,285,28,9.8,51,17.9,119,41.8,87,30.5,206,72.3,2571
"Wethersfield School District","=""1590011""",07,268,262,97.8,262,37,14.1,43,16.4,113,43.1,69,26.3,182,69.5,2588
"Wethersfield School District","=""1590011""",08,278,275,98.9,275,44,16.0,75,27.3,110,40.0,46,16.7,156,56.7,2582
"Willington School District","=""1600011""",03,53,53,100.0,53,13,24.5,13,24.5,20,37.7,7,13.2,27,50.9,2419
"Willington School District","=""1600011""",04,49,49,100.0,49,15,30.6,8,16.3,14,28.6,12,24.5,26,53.1,2470
"Willington School District","=""1600011""",05,34,34,100.0,34,10,29.4,"*","*",10,29.4,"*","*","*","*",2500
"Willington School District","=""1600011""",06,47,43,91.5,43,"*","*",12,27.9,18,41.9,"*","*","*","*",2558
"Willington School District","=""1600011""",07,52,49,94.2,49,"*","*",15,30.6,24,49.0,"*","*","*","*",2557
"Willington School District","=""1600011""",08,53,48,90.6,48,8,16.7,7,14.6,23,47.9,10,20.8,33,68.8,2596
"Wilton School District","=""1610011""",03,294,292,99.3,292,15,5.1,39,13.4,73,25.0,165,56.5,238,81.5,2491
"Wilton School District","=""1610011""",04,329,325,98.8,325,18,5.5,36,11.1,82,25.2,189,58.2,271,83.4,2541
"Wilton School District","=""1610011""",05,342,341,99.7,341,33,9.7,56,16.4,117,34.3,135,39.6,252,73.9,2553
"Wilton School District","=""1610011""",06,318,314,98.7,314,16,5.1,52,16.6,136,43.3,110,35.0,246,78.3,2584
"Wilton School District","=""1610011""",07,362,352,97.2,352,18,5.1,53,15.1,165,46.9,116,33.0,281,79.8,2611
"Wilton School District","=""1610011""",08,342,325,95.0,325,14,4.3,44,13.5,150,46.2,117,36.0,267,82.2,2638
"Winchester School District","=""1620011""",03,92,90,97.8,90,27,30.0,24,26.7,25,27.8,14,15.6,39,43.3,2412
"Winchester School District","=""1620011""",04,"*","*","*","*","*","*","*","*","*","*",11,16.2,"*","*","*"
"Winchester School District","=""1620011""",05,91,88,96.7,88,24,27.3,28,31.8,23,26.1,13,14.8,36,40.9,2489
"Winchester School District","=""1620011""",06,78,77,98.7,77,22,28.6,25,32.5,"*","*","*","*","*","*",2509
"Winchester School District","=""1620011""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""",03,317,316,99.7,316,123,38.9,85,26.9,66,20.9,42,13.3,108,34.2,2395
"Windham School District","=""1630011""",04,273,273,100.0,273,124,45.4,57,20.9,54,19.8,38,13.9,92,33.7,2432
"Windham School District","=""1630011""",05,248,248,100.0,248,85,34.3,50,20.2,81,32.7,32,12.9,113,45.6,2482
"Windham School District","=""1630011""",06,253,249,98.4,249,77,30.9,77,30.9,68,27.3,27,10.8,95,38.2,2500
"Windham School District","=""1630011""",07,235,232,98.7,232,92,39.7,55,23.7,58,25.0,27,11.6,85,36.6,2517
"Windham School District","=""1630011""",08,249,246,98.8,246,105,42.7,66,26.8,59,24.0,16,6.5,75,30.5,2513
"Windsor Locks School District","=""1650011""",03,111,110,99.1,110,19,17.3,41,37.3,26,23.6,24,21.8,50,45.5,2430
"Windsor Locks School District","=""1650011""",04,135,133,98.5,133,33,24.8,24,18.0,39,29.3,37,27.8,76,57.1,2478
"Windsor Locks School District","=""1650011""",05,130,129,99.2,129,37,28.7,34,26.4,33,25.6,25,19.4,58,45.0,2499
"Windsor Locks School District","=""1650011""",06,107,107,100.0,107,28,26.2,39,36.4,30,28.0,10,9.3,40,37.4,2507
"Windsor Locks School District","=""1650011""",07,125,122,97.6,122,36,29.5,21,17.2,47,38.5,18,14.8,65,53.3,2546
"Windsor Locks School District","=""1650011""",08,112,112,100.0,112,26,23.2,28,25.0,45,40.2,13,11.6,58,51.8,2565
"Windsor School District","=""1640011""",03,249,248,99.6,248,74,29.8,66,26.6,51,20.6,57,23.0,108,43.5,2418
"Windsor School District","=""1640011""",04,212,209,98.6,209,69,33.0,34,16.3,46,22.0,60,28.7,106,50.7,2469
"Windsor School District","=""1640011""",05,235,233,99.1,233,71,30.5,56,24.0,66,28.3,40,17.2,106,45.5,2489
"Windsor School District","=""1640011""",06,212,210,99.1,210,50,23.8,56,26.7,70,33.3,34,16.2,104,49.5,2527
"Windsor School District","=""1640011""",07,210,207,98.6,207,50,24.2,54,26.1,78,37.7,25,12.1,103,49.8,2546
"Windsor School District","=""1640011""",08,249,246,98.8,246,86,35.0,68,27.6,71,28.9,21,8.5,92,37.4,2531
"Wolcott School District","=""1660011""",03,154,153,99.4,153,16,10.5,21,13.7,47,30.7,69,45.1,116,75.8,2476
"Wolcott School District","=""1660011""",04,147,146,99.3,146,24,16.4,37,25.3,36,24.7,49,33.6,85,58.2,2497
"Wolcott School District","=""1660011""",05,180,180,100.0,180,19,10.6,33,18.3,58,32.2,70,38.9,128,71.1,2547
"Wolcott School District","=""1660011""",06,186,185,99.5,185,18,9.7,39,21.1,88,47.6,40,21.6,128,69.2,2557
"Wolcott School District","=""1660011""",07,189,186,98.4,186,21,11.3,53,28.5,77,41.4,35,18.8,112,60.2,2573
"Wolcott School District","=""1660011""",08,234,234,100.0,234,28,12.0,47,20.1,108,46.2,51,21.8,159,67.9,2598
"Woodbridge School District","=""1670011""",03,111,105,94.6,105,"*","*","*","*",28,26.7,52,49.5,80,76.2,2482
"Woodbridge School District","=""1670011""",04,104,97,93.3,97,10,10.3,13,13.4,25,25.8,49,50.5,74,76.3,2527
"Woodbridge School District","=""1670011""",05,96,96,100.0,96,"*","*","*","*",27,28.1,55,57.3,82,85.4,2582
"Woodbridge School District","=""1670011""",06,127,119,93.7,119,9,7.6,12,10.1,46,38.7,52,43.7,98,82.4,2597
"Woodstock School District","=""1690011""",03,86,85,98.8,85,"*","*","*","*",24,28.2,42,49.4,66,77.6,2484
"Woodstock School District","=""1690011""",04,76,75,98.7,75,"*","*","*","*",26,34.7,33,44.0,59,78.7,2519
"Woodstock School District","=""1690011""",05,112,109,97.3,109,17,15.6,18,16.5,35,32.1,39,35.8,74,67.9,2542
"Woodstock School District","=""1690011""",06,97,91,93.8,91,17,18.7,24,26.4,31,34.1,19,20.9,50,54.9,2545
"Woodstock School District","=""1690011""",07,116,110,94.8,110,13,11.8,18,16.4,53,48.2,26,23.6,79,71.8,2591
"Woodstock School District","=""1690011""",08,100,95,95.0,95,11,11.6,17,17.9,43,45.3,24,25.3,67,70.5,2607

