"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Vernon School District","=""1460011""",07,227,225,99.1,225,66,29.3,84,37.3,50,22.2,25,11.1,75,33.3,2526
"Vernon School District","=""1460011""",08,207,198,95.7,198,92,46.5,52,26.3,32,16.2,22,11.1,54,27.3,2519
"Voluntown School District","=""1470011""",03,26,26,100.0,26,"*","*",7,26.9,11,42.3,"*","*","*","*",2446
"Voluntown School District","=""1470011""",04,28,28,100.0,28,"*","*","*","*",8,28.6,8,28.6,16,57.1,2493
"Voluntown School District","=""1470011""",05,30,30,100.0,30,"*","*",11,36.7,12,40.0,"*","*","*","*",2523
"Voluntown School District","=""1470011""",06,30,30,100.0,30,"*","*",12,40.0,11,36.7,"*","*","*","*",2541
"Voluntown School District","=""1470011""",07,29,29,100.0,29,"*","*",8,27.6,12,41.4,"*","*","*","*",2569
"Voluntown School District","=""1470011""",08,31,31,100.0,31,"*","*","*","*",12,38.7,8,25.8,20,64.5,2596
"Wallingford School District","=""1480011""",03,419,416,99.3,416,74,17.8,113,27.2,145,34.9,84,20.2,229,55.0,2439
"Wallingford School District","=""1480011""",04,396,396,100.0,396,49,12.4,134,33.8,145,36.6,68,17.2,213,53.8,2487
"Wallingford School District","=""1480011""",05,451,449,99.6,449,95,21.2,147,32.7,115,25.6,92,20.5,207,46.1,2516
"Wallingford School District","=""1480011""",06,492,488,99.2,488,129,26.4,188,38.5,111,22.7,60,12.3,171,35.0,2518
"Wallingford School District","=""1480011""",07,460,448,97.4,448,90,20.1,145,32.4,141,31.5,72,16.1,213,47.5,2551
"Wallingford School District","=""1480011""",08,476,467,98.1,467,112,24.0,147,31.5,135,28.9,73,15.6,208,44.5,2565
"Waterbury School District","=""1510011""",03,1482,1478,99.7,1478,650,44.0,414,28.0,330,22.3,84,5.7,414,28.0,2391
"Waterbury School District","=""1510011""",04,1415,1414,99.9,1414,622,44.0,500,35.4,234,16.5,58,4.1,292,20.7,2425
"Waterbury School District","=""1510011""",05,1424,1422,99.9,1422,867,61.0,380,26.7,127,8.9,48,3.4,175,12.3,2437
"Waterbury School District","=""1510011""",06,1388,1377,99.2,1377,877,63.7,341,24.8,115,8.4,44,3.2,159,11.5,2434
"Waterbury School District","=""1510011""",07,1383,1376,99.5,1376,888,64.5,317,23.0,131,9.5,40,2.9,171,12.4,2445
"Waterbury School District","=""1510011""",08,1345,1331,99.0,1331,909,68.3,290,21.8,103,7.7,29,2.2,132,9.9,2460
"Waterford School District","=""1520011""",03,191,191,100.0,191,23,12.0,31,16.2,66,34.6,71,37.2,137,71.7,2471
"Waterford School District","=""1520011""",04,161,161,100.0,161,16,9.9,51,31.7,51,31.7,43,26.7,94,58.4,2504
"Waterford School District","=""1520011""",05,199,199,100.0,199,41,20.6,60,30.2,55,27.6,43,21.6,98,49.2,2517
"Waterford School District","=""1520011""",06,205,204,99.5,204,31,15.2,68,33.3,60,29.4,45,22.1,105,51.5,2551
"Waterford School District","=""1520011""",07,225,225,100.0,225,47,20.9,89,39.6,47,20.9,42,18.7,89,39.6,2550
"Waterford School District","=""1520011""",08,234,234,100.0,234,72,30.8,68,29.1,50,21.4,44,18.8,94,40.2,2554
"Watertown School District","=""1530011""",03,221,219,99.1,219,45,20.5,70,32.0,75,34.2,29,13.2,104,47.5,2433
"Watertown School District","=""1530011""",04,215,212,98.6,212,24,11.3,76,35.8,75,35.4,37,17.5,112,52.8,2487
"Watertown School District","=""1530011""",05,211,210,99.5,210,65,31.0,75,35.7,42,20.0,28,13.3,70,33.3,2488
"Watertown School District","=""1530011""",06,229,225,98.3,225,79,35.1,89,39.6,44,19.6,13,5.8,57,25.3,2498
"Watertown School District","=""1530011""",07,218,216,99.1,216,41,19.0,80,37.0,57,26.4,38,17.6,95,44.0,2551
"Watertown School District","=""1530011""",08,224,223,99.6,223,73,32.7,76,34.1,52,23.3,22,9.9,74,33.2,2543
"West Hartford School District","=""1550011""",03,736,730,99.2,729,103,14.1,151,20.7,266,36.5,209,28.7,475,65.2,2462
"West Hartford School District","=""1550011""",04,724,721,99.6,720,63,8.8,176,24.4,254,35.3,227,31.5,481,66.8,2514
"West Hartford School District","=""1550011""",05,751,747,99.5,747,117,15.7,186,24.9,178,23.8,266,35.6,444,59.4,2542
"West Hartford School District","=""1550011""",06,761,755,99.2,755,118,15.6,210,27.8,198,26.2,229,30.3,427,56.6,2559
"West Hartford School District","=""1550011""",07,767,760,99.1,759,161,21.2,199,26.2,208,27.4,191,25.2,399,52.6,2561
"West Hartford School District","=""1550011""",08,682,667,97.8,667,171,25.6,187,28.0,162,24.3,147,22.0,309,46.3,2569
"West Haven School District","=""1560011""",03,455,453,99.6,453,76,16.8,131,28.9,167,36.9,79,17.4,246,54.3,2441
"West Haven School District","=""1560011""",04,458,454,99.1,454,86,18.9,188,41.4,127,28.0,53,11.7,180,39.6,2469
"West Haven School District","=""1560011""",05,487,485,99.6,485,192,39.6,167,34.4,72,14.8,54,11.1,126,26.0,2478
"West Haven School District","=""1560011""",06,395,392,99.2,392,123,31.4,137,34.9,82,20.9,50,12.8,132,33.7,2512
"West Haven School District","=""1560011""",07,407,399,98.0,399,135,33.8,134,33.6,82,20.6,48,12.0,130,32.6,2520
"West Haven School District","=""1560011""",08,430,424,98.6,424,175,41.3,101,23.8,90,21.2,58,13.7,148,34.9,2529
"Westbrook School District","=""1540011""",03,46,46,100.0,46,"*","*","*","*",13,28.3,19,41.3,32,69.6,2478
"Westbrook School District","=""1540011""",04,50,50,100.0,50,6,12.0,22,44.0,13,26.0,9,18.0,22,44.0,2483
"Westbrook School District","=""1540011""",05,60,60,100.0,60,7,11.7,27,45.0,14,23.3,12,20.0,26,43.3,2528
"Westbrook School District","=""1540011""",06,63,63,100.0,63,"*","*","*","*",19,30.2,21,33.3,40,63.5,2574
"Westbrook School District","=""1540011""",07,51,51,100.0,51,"*","*","*","*",13,25.5,23,45.1,36,70.6,2606
"Westbrook School District","=""1540011""",08,53,52,98.1,52,"*","*","*","*",17,32.7,30,57.7,47,90.4,2671
"Weston School District","=""1570011""",03,161,159,98.8,159,7,4.4,25,15.7,63,39.6,64,40.3,127,79.9,2485
"Weston School District","=""1570011""",04,188,178,94.7,178,8,4.5,38,21.3,69,38.8,63,35.4,132,74.2,2521
"Weston School District","=""1570011""",05,183,177,96.7,177,14,7.9,34,19.2,52,29.4,77,43.5,129,72.9,2561
"Weston School District","=""1570011""",06,188,186,98.9,186,17,9.1,49,26.3,67,36.0,53,28.5,120,64.5,2574
"Weston School District","=""1570011""",07,204,201,98.5,201,11,5.5,39,19.4,68,33.8,83,41.3,151,75.1,2617
"Weston School District","=""1570011""",08,184,182,98.9,182,22,12.1,41,22.5,61,33.5,58,31.9,119,65.4,2618
"Westport School District","=""1580011""",03,419,415,99.0,412,21,5.1,47,11.4,147,35.7,197,47.8,344,83.5,2494
"Westport School District","=""1580011""",04,428,417,97.4,417,16,3.8,69,16.5,125,30.0,207,49.6,332,79.6,2543
"Westport School District","=""1580011""",05,453,448,98.9,447,28,6.3,79,17.7,109,24.4,231,51.7,340,76.1,2574
"Westport School District","=""1580011""",06,441,430,97.5,430,40,9.3,108,25.1,124,28.8,158,36.7,282,65.6,2578
"Westport School District","=""1580011""",07,463,445,96.1,443,24,5.4,88,19.9,139,31.4,192,43.3,331,74.7,2616
"Westport School District","=""1580011""",08,457,444,97.2,444,77,17.3,66,14.9,112,25.2,189,42.6,301,67.8,2616
"Wethersfield School District","=""1590011""",03,274,269,98.2,269,33,12.3,65,24.2,97,36.1,74,27.5,171,63.6,2457
"Wethersfield School District","=""1590011""",04,258,256,99.2,256,32,12.5,77,30.1,82,32.0,65,25.4,147,57.4,2498
"Wethersfield School District","=""1590011""",05,258,258,100.0,258,43,16.7,74,28.7,63,24.4,78,30.2,141,54.7,2533
"Wethersfield School District","=""1590011""",06,290,285,98.3,285,44,15.4,67,23.5,82,28.8,92,32.3,174,61.1,2566
"Wethersfield School District","=""1590011""",07,268,262,97.8,262,46,17.6,58,22.1,69,26.3,89,34.0,158,60.3,2582
"Wethersfield School District","=""1590011""",08,278,275,98.9,275,62,22.5,67,24.4,72,26.2,74,26.9,146,53.1,2584
"Willington School District","=""1600011""",03,53,53,100.0,53,12,22.6,13,24.5,20,37.7,8,15.1,28,52.8,2433
"Willington School District","=""1600011""",04,49,48,98.0,48,"*","*",22,45.8,"*","*",9,18.8,"*","*",2483
"Willington School District","=""1600011""",05,34,34,100.0,34,15,44.1,8,23.5,"*","*","*","*",11,32.4,2478
"Willington School District","=""1600011""",06,47,43,91.5,43,"*","*",15,34.9,13,30.2,"*","*","*","*",2553
"Willington School District","=""1600011""",07,52,49,94.2,49,"*","*",22,44.9,17,34.7,"*","*","*","*",2556
"Willington School District","=""1600011""",08,53,47,88.7,47,"*","*","*","*",17,36.2,13,27.7,30,63.8,2603
"Wilton School District","=""1610011""",03,294,292,99.3,292,22,7.5,50,17.1,120,41.1,100,34.2,220,75.3,2472
"Wilton School District","=""1610011""",04,329,325,98.8,325,19,5.8,69,21.2,127,39.1,110,33.8,237,72.9,2521
"Wilton School District","=""1610011""",05,342,341,99.7,341,49,14.4,109,32.0,85,24.9,98,28.7,183,53.7,2539
"Wilton School District","=""1610011""",06,318,314,98.7,314,20,6.4,91,29.0,107,34.1,96,30.6,203,64.6,2579
"Wilton School District","=""1610011""",07,363,353,97.2,352,30,8.5,83,23.6,103,29.3,136,38.6,239,67.9,2603
"Wilton School District","=""1610011""",08,342,324,94.7,324,37,11.4,68,21.0,80,24.7,139,42.9,219,67.6,2626
"Winchester School District","=""1620011""",03,92,90,97.8,90,31,34.4,24,26.7,25,27.8,10,11.1,35,38.9,2410
"Winchester School District","=""1620011""",04,"*","*","*","*","*","*",27,39.7,21,30.9,"*","*","*","*","*"
"Winchester School District","=""1620011""",05,91,87,95.6,87,45,51.7,29,33.3,"*","*","*","*","*","*",2457
"Winchester School District","=""1620011""",06,78,76,97.4,76,30,39.5,"*","*",12,15.8,"*","*","*","*",2501
"Winchester School District","=""1620011""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""",03,317,315,99.4,315,110,34.9,105,33.3,71,22.5,29,9.2,100,31.7,2406
"Windham School District","=""1630011""",04,273,272,99.6,272,106,39.0,86,31.6,56,20.6,24,8.8,80,29.4,2439
"Windham School District","=""1630011""",05,248,247,99.6,247,90,36.4,89,36.0,38,15.4,30,12.1,68,27.5,2482
"Windham School District","=""1630011""",06,253,249,98.4,247,116,47.0,85,34.4,33,13.4,13,5.3,46,18.6,2473
"Windham School District","=""1630011""",07,236,232,98.3,231,107,46.3,67,29.0,40,17.3,17,7.4,57,24.7,2493
"Windham School District","=""1630011""",08,250,246,98.4,246,151,61.4,53,21.5,27,11.0,15,6.1,42,17.1,2470
"Windsor Locks School District","=""1650011""",03,111,110,99.1,110,22,20.0,34,30.9,35,31.8,19,17.3,54,49.1,2434
"Windsor Locks School District","=""1650011""",04,135,133,98.5,133,33,24.8,37,27.8,41,30.8,22,16.5,63,47.4,2475
"Windsor Locks School District","=""1650011""",05,130,129,99.2,129,45,34.9,31,24.0,24,18.6,29,22.5,53,41.1,2501
"Windsor Locks School District","=""1650011""",06,107,107,100.0,107,37,34.6,42,39.3,"*","*","*","*",28,26.2,2496
"Windsor Locks School District","=""1650011""",07,125,115,92.0,115,37,32.2,47,40.9,"*","*","*","*",31,27.0,2517
"Windsor Locks School District","=""1650011""",08,112,106,94.6,106,48,45.3,27,25.5,20,18.9,11,10.4,31,29.2,2525
"Windsor School District","=""1640011""",03,250,247,98.8,247,60,24.3,65,26.3,77,31.2,45,18.2,122,49.4,2429
"Windsor School District","=""1640011""",04,212,209,98.6,209,33,15.8,79,37.8,66,31.6,31,14.8,97,46.4,2475
"Windsor School District","=""1640011""",05,236,234,99.2,234,84,35.9,78,33.3,45,19.2,27,11.5,72,30.8,2484
"Windsor School District","=""1640011""",06,214,212,99.1,212,72,34.0,63,29.7,42,19.8,35,16.5,77,36.3,2510
"Windsor School District","=""1640011""",07,210,206,98.1,206,55,26.7,56,27.2,58,28.2,37,18.0,95,46.1,2545
"Windsor School District","=""1640011""",08,249,244,98.0,244,118,48.4,60,24.6,38,15.6,28,11.5,66,27.0,2518
"Wolcott School District","=""1660011""",03,154,153,99.4,153,10,6.5,35,22.9,57,37.3,51,33.3,108,70.6,2472
"Wolcott School District","=""1660011""",04,147,146,99.3,146,10,6.8,51,34.9,51,34.9,34,23.3,85,58.2,2501
"Wolcott School District","=""1660011""",05,180,180,100.0,180,15,8.3,48,26.7,48,26.7,69,38.3,117,65.0,2553
"Wolcott School District","=""1660011""",06,186,185,99.5,185,21,11.4,56,30.3,65,35.1,43,23.2,108,58.4,2558
"Wolcott School District","=""1660011""",07,189,186,98.4,186,31,16.7,68,36.6,51,27.4,36,19.4,87,46.8,2558
"Wolcott School District","=""1660011""",08,234,234,100.0,234,37,15.8,76,32.5,57,24.4,64,27.4,121,51.7,2590
"Woodbridge School District","=""1670011""",03,111,105,94.6,105,9,8.6,17,16.2,38,36.2,41,39.0,79,75.2,2482
"Woodbridge School District","=""1670011""",04,104,96,92.3,96,7,7.3,26,27.1,31,32.3,32,33.3,63,65.6,2519
"Woodbridge School District","=""1670011""",05,96,96,100.0,96,9,9.4,18,18.8,25,26.0,44,45.8,69,71.9,2564
"Woodbridge School District","=""1670011""",06,127,119,93.7,119,12,10.1,22,18.5,36,30.3,49,41.2,85,71.4,2589
"Woodstock School District","=""1690011""",03,86,84,97.7,84,"*","*","*","*",42,50.0,22,26.2,64,76.2,2470
"Woodstock School District","=""1690011""",04,76,75,98.7,75,"*","*",39,52.0,27,36.0,"*","*","*","*",2482
"Woodstock School District","=""1690011""",05,112,108,96.4,108,22,20.4,46,42.6,24,22.2,16,14.8,40,37.0,2507
"Woodstock School District","=""1690011""",06,97,91,93.8,91,"*","*",32,35.2,27,29.7,"*","*","*","*",2517
"Woodstock School District","=""1690011""",07,116,110,94.8,110,11,10.0,27,24.5,39,35.5,33,30.0,72,65.5,2585
"Woodstock School District","=""1690011""",08,100,95,95.0,95,24,25.3,25,26.3,22,23.2,24,25.3,46,48.4,2578

