"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School",6,87,2473,2514,42,"44.8%","70.3%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School",7,90,2510,2545,35,"44.4%","68.6%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School",8,85,2513,2543,30,"41.2%","59.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School",4,65,2443,2496,53,"50.8%","77.7%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School",5,69,2498,2529,31,"42.0%","65.9%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School",4,60,2436,2488,52,"45.0%","76.3%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School",5,58,2459,2483,25,"32.8%","61.3%"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL",7,"*","*","*","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL",8,"*","*","*","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School",6,130,2500,2536,35,"47.7%","70.1%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School",7,141,2515,2552,38,"56.7%","75.1%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School",8,125,2549,2570,21,"36.0%","55.9%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL",5,"*","*","*","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School",4,55,2427,2469,42,"38.2%","63.2%"
"=""0170011""","Bristol School District","=""0171111""","South Side School",5,70,2469,2494,26,"32.9%","52.7%"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism",4,"*","*","*","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School",4,72,2429,2476,47,"47.2%","68.6%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School",5,70,2455,2507,52,"54.3%","87.3%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School",4,92,2413,2463,50,"42.4%","71.9%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School",5,110,2462,2503,41,"54.5%","74.8%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School",6,91,2481,2502,21,"34.1%","56.3%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School",7,77,2490,2526,35,"48.1%","69.8%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School",8,94,2508,2537,29,"47.9%","64.1%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School",4,203,2467,2505,38,"34.0%","62.7%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School",5,168,2508,2529,20,"32.1%","55.6%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School",6,186,2521,2552,32,"45.7%","68.1%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School",7,214,2561,2593,32,"53.7%","73.1%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School",8,186,2584,2627,43,"61.3%","78.7%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School",4,73,2432,2492,60,"50.7%","82.1%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School",5,98,2497,2501,4,"16.3%","35.2%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School",6,73,2485,2540,55,"60.3%","83.1%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School",7,76,2543,2553,10,"31.6%","47.5%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School",8,103,2517,2539,22,"40.8%","56.0%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School",4,"*","*","*","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School",5,8,"*","*","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School",6,10,"*","*","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School",7,"*","*","*","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School",8,10,"*","*","*","*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School",4,36,2428,2488,60,"55.6%","84.9%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School",5,50,2468,2471,3,"18.0%","39.0%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School",6,34,2491,2531,40,"47.1%","66.9%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School",7,70,2477,2527,50,"60.0%","84.4%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School",8,58,2547,2571,24,"39.7%","61.8%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School",4,112,2478,2514,37,"39.3%","64.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School",5,129,2493,2535,42,"55.0%","76.5%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School",6,131,2528,2583,55,"58.0%","81.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School",7,135,2551,2584,33,"56.3%","76.2%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School",8,135,2562,2605,43,"64.4%","82.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.",6,26,2429,2417,-12,"15.4%","33.6%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.",7,32,2449,2448,-1,"9.4%","32.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.",8,29,2479,2469,-10,"17.2%","29.3%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering",6,111,2496,2517,21,"36.0%","54.2%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering",7,99,2511,2525,14,"35.4%","53.2%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering",8,101,2566,2576,10,"38.6%","53.1%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy",4,34,2434,2477,42,"35.3%","67.5%"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center",8,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School",4,64,2444,2484,40,"32.8%","68.1%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School",5,63,2460,2510,49,"58.7%","83.4%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle",6,93,2449,2480,30,"39.8%","60.1%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle",7,102,2491,2522,31,"43.1%","61.6%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle",8,94,2513,2540,27,"41.5%","62.0%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship",4,61,2407,2459,51,"36.1%","70.9%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship",5,57,2479,2509,30,"45.6%","65.1%"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center",8,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy",6,42,2455,2459,4,"16.7%","38.0%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy",7,92,2469,2472,3,"21.7%","39.1%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy",8,62,2526,2537,11,"29.0%","51.8%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",6,90,2459,2472,13,"30.0%","50.8%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",7,103,2483,2504,21,"35.0%","60.7%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",8,101,2515,2533,18,"34.7%","54.3%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",4,41,2411,2449,38,"31.7%","57.2%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",5,43,2453,2479,26,"32.6%","53.1%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",6,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",4,42,2443,2503,59,"59.5%","86.9%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",5,38,2453,2485,32,"36.8%","63.6%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",6,29,2444,2440,-4,"17.2%","35.3%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",7,52,2453,2470,17,"32.7%","55.0%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",8,48,2478,2505,27,"37.5%","51.3%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",4,51,2404,2459,55,"31.4%","73.5%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",5,51,2431,2458,27,"47.1%","64.6%"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School",5,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy",4,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy",5,"*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",6,211,2480,2490,9,"25.1%","44.9%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",7,214,2510,2523,13,"29.9%","48.4%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",8,196,2525,2552,26,"49.5%","65.7%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",4,55,2435,2506,71,"63.6%","88.8%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",5,56,2439,2501,62,"73.2%","90.6%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",4,13,"*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",5,15,"*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",6,14,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,40,2450,2518,68,"62.5%","87.2%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,52,2509,2577,68,"84.6%","100.0%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,60,2551,2603,52,"63.3%","81.7%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,355,2564,2580,16,"40.6%","56.8%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,343,2576,2610,34,"55.4%","71.6%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,83,2456,2509,53,"47.0%","76.5%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,90,2510,2537,27,"40.0%","64.2%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,99,2537,2577,40,"54.5%","72.9%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,106,2474,2522,47,"48.1%","75.5%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,125,2503,2563,60,"68.8%","89.3%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,136,2519,2555,36,"49.3%","68.7%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,47,2434,2487,52,"57.4%","80.2%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,70,2538,2578,40,"60.0%","82.6%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,81,2524,2582,59,"66.7%","89.9%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,27,2482,2519,37,"37.0%","63.8%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,34,2529,2552,23,"44.1%","60.2%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,39,2515,2582,67,"76.9%","94.2%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,134,2437,2498,61,"53.0%","84.6%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,167,2512,2542,30,"49.7%","69.6%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,131,2536,2569,33,"47.3%","69.0%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,141,2537,2551,14,"36.2%","53.0%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,154,2549,2588,39,"55.8%","72.9%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,160,2463,2516,53,"47.5%","80.8%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,193,2492,2550,58,"67.9%","88.2%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,201,2542,2535,-8,"21.9%","32.8%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,190,2563,2563,0,"22.1%","36.8%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,187,2561,2593,33,"55.1%","75.0%"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,9,"*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,9,"*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,13,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,34,2423,2492,69,"58.8%","89.3%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,51,2478,2494,16,"17.6%","44.3%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,36,2499,2526,27,"33.3%","62.2%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,47,2551,2571,19,"31.9%","52.7%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,57,2552,2588,36,"50.9%","66.4%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,59,2446,2478,32,"30.5%","53.2%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,40,2476,2513,37,"45.0%","65.6%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,43,2495,2551,57,"62.8%","83.8%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,29,2537,2540,3,"20.7%","33.9%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,28,2522,2549,27,"42.9%","61.3%"
