"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","Non-Special Education",110,"50.9%","72.2%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","Special Education",39,"30.8%","46.7%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","Non-Special Education",438,"35.8%","55.3%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","Special Education",25,"44.0%","58.3%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","Non-Special Education",151,"58.9%","80.6%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","Special Education",17,"*","*"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","Non-Special Education",117,"62.4%","81.6%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Special Education",161,"45.3%","65.2%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Non-Special Education",941,"59.0%","73.6%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Special Education",20,"65.0%","85.2%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Non-Special Education",118,"61.9%","81.8%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Special Education",16,"*","*"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Non-Special Education",108,"64.8%","84.5%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Special Education",6,"*","*"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Non-Special Education",127,"69.3%","88.3%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Special Education",24,"41.7%","63.5%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Non-Special Education",121,"50.4%","68.8%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Special Education",17,"*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Non-Special Education",103,"41.7%","71.0%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Special Education",38,"18.4%","35.5%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Non-Special Education",258,"29.1%","44.2%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Special Education",16,"*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School","Non-Special Education",86,"31.4%","59.9%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Special Education",23,"34.8%","52.3%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Non-Special Education",168,"34.5%","52.0%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Special Education",14,"*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Non-Special Education",103,"54.4%","75.7%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Special Education",43,"25.6%","45.8%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Non-Special Education",348,"51.1%","66.8%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Special Education",18,"*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Non-Special Education",248,"35.5%","58.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Special Education",36,"33.3%","46.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Non-Special Education",345,"34.2%","50.5%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Special Education",15,"*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Non-Special Education",71,"39.4%","69.9%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Special Education",13,"*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Non-Special Education",93,"30.1%","56.2%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Special Education",17,"*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Non-Special Education",74,"31.1%","60.8%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Special Education",16,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Non-Special Education",156,"39.1%","61.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Special Education",144,"27.1%","48.5%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Non-Special Education",827,"33.3%","53.6%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Special Education",8,"*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Non-Special Education",99,"53.5%","78.5%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Non-Special Education",59,"52.5%","72.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Special Education",12,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Non-Special Education",72,"55.6%","80.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Special Education",30,"33.3%","63.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Non-Special Education",149,"41.6%","68.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Special Education",14,"*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Non-Special Education",55,"30.9%","63.3%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Special Education",28,"25.0%","48.1%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Non-Special Education",164,"42.7%","66.5%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Special Education",44,"27.3%","52.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Special Education",24,"29.2%","58.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Non-Special Education",187,"43.3%","68.5%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Non-Special Education",107,"38.3%","70.9%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Special Education",12,"*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Non-Special Education",85,"23.5%","47.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Special Education",63,"41.3%","72.5%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Non-Special Education",470,"47.9%","69.9%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Non-Special Education",77,"44.2%","72.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Special Education",86,"34.9%","52.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Non-Special Education",694,"46.4%","62.8%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Special Education",12,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Non-Special Education",73,"53.4%","79.0%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Special Education",9,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Non-Special Education",46,"54.3%","76.5%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Special Education","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Non-Special Education","*","68.6%","90.1%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Special Education","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Special Education",46,"39.1%","60.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Non-Special Education",296,"32.8%","58.4%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Special Education",30,"16.7%","35.0%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Special Education",15,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Non-Special Education",52,"44.2%","66.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Special Education",26,"34.6%","54.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Non-Special Education",262,"51.9%","70.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Special Education",26,"42.3%","68.2%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Non-Special Education",186,"72.0%","89.7%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Special Education","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Special Education",8,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Non-Special Education",53,"52.8%","73.7%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Special Education","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Non-Special Education","*","51.4%","80.8%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Special Education",41,"17.1%","36.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Non-Special Education",358,"40.8%","60.0%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Special Education",40,"32.5%","59.7%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Non-Special Education",379,"50.1%","67.5%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Special Education",10,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Non-Special Education",79,"58.2%","83.0%"
