"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Subject","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","ELA",153,"33.3%","63.0%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School","Math",157,"35.7%","63.2%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","ELA",121,"49.6%","70.9%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","Math",121,"66.1%","88.8%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","ELA",477,"35.4%","54.6%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","Math",475,"34.3%","50.9%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","ELA",176,"56.8%","77.5%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","Math",176,"61.9%","82.1%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","ELA",134,"61.2%","80.6%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","Math",134,"54.5%","81.9%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","ELA",1102,"57.0%","72.4%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Math",1103,"72.6%","87.5%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","ELA",138,"62.3%","82.3%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Math",139,"59.7%","81.3%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","ELA",124,"66.9%","86.2%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Math",124,"62.1%","87.3%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","ELA",133,"68.4%","87.2%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Math",133,"66.2%","87.6%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","ELA",145,"49.0%","67.9%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Math",145,"51.0%","73.0%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","ELA",120,"40.0%","69.0%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Math",121,"26.4%","59.7%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","ELA",296,"27.7%","43.1%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Math",295,"22.0%","39.8%"
"=""0370011""","Derby School District","=""0370411""","Irving School","ELA",102,"33.3%","62.0%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Math",102,"20.6%","43.6%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","ELA",191,"34.6%","52.0%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Math",191,"46.6%","64.9%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","ELA",117,"50.4%","72.7%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Math",117,"56.4%","80.3%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","ELA",391,"48.3%","64.5%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Math",389,"32.4%","52.4%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","ELA",266,"35.0%","57.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Math",263,"48.7%","75.6%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","ELA",381,"34.1%","50.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Math",380,"25.0%","41.1%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","ELA",86,"34.9%","65.7%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Math",86,"24.4%","50.9%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","ELA",106,"26.4%","54.0%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Math",107,"23.4%","48.5%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","ELA",91,"29.7%","59.2%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Math",92,"14.1%","42.2%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","ELA",172,"39.0%","62.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Math",171,"28.7%","57.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","ELA",971,"32.3%","52.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Math",974,"29.0%","47.0%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","ELA",107,"50.5%","75.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Math",107,"24.3%","50.7%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","ELA",70,"47.1%","67.5%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Math",71,"36.6%","56.0%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","ELA",84,"54.8%","78.5%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Math",81,"29.6%","63.2%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","ELA",179,"40.2%","67.2%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Math",181,"14.9%","38.3%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","ELA",69,"36.2%","66.5%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Math",67,"40.3%","69.4%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA",192,"40.1%","63.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Math",191,"22.0%","35.7%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","ELA",44,"27.3%","52.2%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Math",45,"37.8%","51.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","ELA",211,"41.7%","67.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Math",210,"39.5%","65.4%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","ELA",122,"38.5%","70.2%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Math",122,"54.1%","82.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","ELA",97,"25.8%","50.3%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Math",97,"33.0%","64.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","ELA",533,"47.1%","70.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Math",533,"35.3%","54.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","ELA",92,"40.2%","67.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Math",93,"30.1%","59.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","ELA",780,"45.1%","61.7%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Math",776,"49.1%","67.8%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","ELA",85,"51.8%","76.1%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Math",85,"49.4%","77.6%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","ELA",55,"52.7%","75.7%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Math",55,"63.6%","90.6%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","ELA",40,"67.5%","90.8%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Math",40,"60.0%","87.7%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","ELA","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Math","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","ELA","*","33.6%","58.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Math","*","32.9%","56.3%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","ELA",30,"16.7%","35.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Math",26,"23.1%","40.2%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","ELA",67,"37.3%","59.0%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Math",67,"47.8%","68.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","ELA",288,"50.3%","69.0%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Math",283,"64.7%","81.7%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","ELA",212,"68.4%","87.1%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Math",212,"68.9%","92.0%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","ELA","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Math","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","ELA",61,"50.8%","73.7%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Math",61,"44.3%","80.5%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","ELA",42,"47.6%","79.6%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Math",42,"40.5%","69.0%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","ELA",399,"38.3%","57.6%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Math",399,"44.9%","65.4%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","ELA",419,"48.4%","66.8%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Math",420,"48.6%","68.4%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","ELA",89,"55.1%","77.9%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Math",89,"60.7%","89.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","ELA",310,"54.5%","75.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Math",310,"46.5%","67.6%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","ELA","*","40.8%","65.7%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Math","*","41.3%","63.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","ELA",252,"52.4%","75.7%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Math",253,"49.8%","77.2%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","ELA",991,"42.9%","62.9%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Math",985,"30.9%","52.1%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","ELA","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Math","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","ELA",243,"49.4%","75.5%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Math",243,"27.6%","60.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","ELA",181,"51.4%","70.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Math",182,"58.8%","82.1%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","ELA",128,"64.8%","85.2%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Math",128,"59.4%","84.3%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","ELA",104,"68.3%","88.1%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Math",104,"58.7%","84.9%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","ELA",831,"45.8%","64.5%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Math",826,"46.9%","64.5%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","ELA",124,"62.9%","86.4%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Math",123,"52.0%","76.0%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","ELA",125,"53.6%","77.3%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Math",125,"56.8%","86.6%"
