"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Not Eligible For Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Eligible For Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Not Eligible For Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Eligible For Lunch",53,"34.0%","65.5%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Not Eligible For Lunch",72,"48.6%","74.0%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Eligible For Lunch",53,"22.6%","49.0%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Not Eligible For Lunch",72,"44.4%","63.5%"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","ELA","Eligible For Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","Math","Eligible For Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Eligible For Lunch",77,"36.4%","65.3%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Not Eligible For Lunch",64,"46.9%","69.8%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Eligible For Lunch",78,"50.0%","77.9%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Not Eligible For Lunch",64,"51.6%","77.8%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Eligible For Lunch",255,"43.9%","69.0%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Not Eligible For Lunch",205,"47.8%","68.2%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Eligible For Lunch",259,"43.2%","64.9%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Not Eligible For Lunch",205,"48.8%","71.0%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Eligible For Lunch",16,"*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Not Eligible For Lunch",188,"38.8%","63.5%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Eligible For Lunch",15,"*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Not Eligible For Lunch",188,"32.4%","61.9%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Eligible For Lunch",53,"37.7%","53.2%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Not Eligible For Lunch",700,"46.0%","64.4%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Eligible For Lunch",54,"42.6%","66.9%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Not Eligible For Lunch",700,"49.3%","69.6%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Eligible For Lunch",22,"40.9%","77.7%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Not Eligible For Lunch",50,"68.0%","85.5%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Eligible For Lunch",23,"34.8%","74.5%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Not Eligible For Lunch",50,"58.0%","85.7%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Eligible For Lunch",101,"41.6%","65.0%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Not Eligible For Lunch",250,"48.4%","66.4%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Eligible For Lunch",100,"36.0%","51.9%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Not Eligible For Lunch",250,"36.0%","54.8%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Eligible For Lunch","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Not Eligible For Lunch","*","55.9%","73.8%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Eligible For Lunch","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Not Eligible For Lunch","*","26.5%","50.3%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Eligible For Lunch",8,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Not Eligible For Lunch",28,"42.9%","75.6%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Eligible For Lunch",8,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Not Eligible For Lunch",28,"46.4%","81.7%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Eligible For Lunch",64,"54.7%","74.5%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Not Eligible For Lunch",148,"40.5%","62.3%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Eligible For Lunch",64,"32.8%","56.6%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Not Eligible For Lunch",148,"46.6%","68.2%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Eligible For Lunch",48,"31.3%","60.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Not Eligible For Lunch",324,"54.0%","74.2%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Eligible For Lunch",48,"41.7%","62.8%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Not Eligible For Lunch",324,"52.8%","76.4%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Eligible For Lunch",36,"41.7%","60.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Not Eligible For Lunch",234,"53.0%","70.4%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Eligible For Lunch",36,"50.0%","78.9%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Not Eligible For Lunch",234,"62.0%","79.2%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Eligible For Lunch",56,"32.1%","52.3%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Not Eligible For Lunch",32,"40.6%","64.6%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Eligible For Lunch",55,"14.5%","33.0%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Not Eligible For Lunch",32,"12.5%","29.3%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Eligible For Lunch",156,"27.6%","49.1%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Not Eligible For Lunch",171,"39.8%","58.0%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Eligible For Lunch",148,"24.3%","41.1%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Not Eligible For Lunch",163,"47.9%","64.8%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Eligible For Lunch",13,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Not Eligible For Lunch",21,"42.9%","67.1%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Eligible For Lunch",13,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Not Eligible For Lunch",21,"38.1%","68.0%"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Eligible For Lunch","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Not Eligible For Lunch","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","Math","Eligible For Lunch","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Eligible For Lunch",47,"27.7%","69.6%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Not Eligible For Lunch",80,"62.5%","81.7%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Eligible For Lunch",47,"34.0%","65.4%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Not Eligible For Lunch",80,"52.5%","81.7%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Eligible For Lunch",178,"44.4%","67.0%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Not Eligible For Lunch",118,"41.5%","57.7%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Eligible For Lunch",172,"40.7%","61.5%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Not Eligible For Lunch",117,"42.7%","60.7%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Eligible For Lunch",69,"37.7%","67.4%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Not Eligible For Lunch",49,"57.1%","73.8%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Eligible For Lunch",68,"35.3%","65.0%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Not Eligible For Lunch",50,"48.0%","72.1%"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","ELA","Eligible For Lunch","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","Math","Eligible For Lunch","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Eligible For Lunch",120,"44.2%","67.4%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Not Eligible For Lunch",75,"36.0%","61.2%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Eligible For Lunch",121,"23.1%","41.9%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Not Eligible For Lunch",75,"22.7%","44.4%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Eligible For Lunch",143,"42.7%","62.1%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Not Eligible For Lunch",152,"42.8%","61.3%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Eligible For Lunch",142,"28.2%","48.8%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Not Eligible For Lunch",152,"38.2%","61.6%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","Eligible For Lunch",39,"33.3%","56.2%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","Not Eligible For Lunch",50,"50.0%","71.3%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","Eligible For Lunch",39,"30.8%","52.4%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","Not Eligible For Lunch",50,"38.0%","61.0%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","Eligible For Lunch",44,"36.4%","69.3%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","Not Eligible For Lunch",31,"48.4%","72.8%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","Eligible For Lunch",46,"47.8%","73.8%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","Not Eligible For Lunch",34,"50.0%","78.6%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","Eligible For Lunch",92,"42.4%","61.2%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","Not Eligible For Lunch",42,"40.5%","62.7%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","Eligible For Lunch",88,"29.5%","50.1%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","Not Eligible For Lunch",41,"34.1%","47.2%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","Eligible For Lunch",66,"28.8%","62.8%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","Not Eligible For Lunch",37,"48.6%","75.2%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","Eligible For Lunch",65,"33.8%","64.8%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","Not Eligible For Lunch",37,"48.6%","76.6%"
