"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-ELL","*","46.2%","62.9%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-ELL","*","38.7%","55.5%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-ELL","*","35.8%","62.1%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Non-ELL",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-ELL","*","55.9%","75.5%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-ELL",164,"42.7%","61.8%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELL","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-ELL","*","36.2%","62.3%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-ELL",303,"51.5%","68.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELL",37,"18.9%","44.5%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-ELL",442,"38.7%","58.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELL",16,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-ELL",141,"48.2%","70.5%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELL",37,"24.3%","44.2%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-ELL",415,"46.5%","67.0%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELL",24,"29.2%","57.2%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-ELL",157,"49.7%","71.2%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELL",28,"50.0%","71.4%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-ELL",152,"44.7%","71.3%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELL",15,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-ELL",101,"47.5%","73.3%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELL",34,"41.2%","70.9%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-ELL",152,"36.8%","64.5%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELL",36,"36.1%","68.9%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-ELL",157,"45.9%","70.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELL",92,"29.3%","52.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-ELL",639,"39.3%","57.3%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELL",39,"33.3%","62.9%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-ELL",384,"44.0%","64.1%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELL",23,"47.8%","78.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-ELL",150,"49.3%","77.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELL",31,"25.8%","49.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-ELL",649,"43.1%","60.3%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELL",27,"29.6%","69.1%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-ELL",167,"37.1%","64.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELL",17,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-ELL",181,"47.0%","72.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELL",25,"32.0%","56.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-ELL",159,"46.5%","71.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELL",42,"28.6%","53.7%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-ELL",443,"35.4%","49.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELL",13,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-ELL",175,"49.1%","74.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-ELL",227,"41.4%","64.4%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-ELL",78,"64.1%","77.8%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELL","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-ELL","*","41.1%","55.3%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELL","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-ELL","*","48.1%","64.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-ELL",71,"38.0%","65.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-ELL",194,"41.8%","66.2%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELL",13,"*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-ELL",503,"28.4%","45.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELL",9,"*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-ELL",213,"52.6%","73.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-ELL","*","35.6%","62.7%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELL",13,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-ELL",511,"29.4%","47.9%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Non-ELL",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-ELL","*","50.5%","77.8%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Non-ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-ELL",172,"47.7%","71.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELL",19,"*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-ELL",219,"48.4%","71.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELL",6,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-ELL",289,"53.3%","73.7%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-ELL",135,"37.0%","60.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELL","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-ELL","*","51.5%","71.3%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-ELL",519,"38.9%","55.6%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELL","*","*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-ELL","*","25.0%","44.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELL","*","*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-ELL","*","27.7%","44.3%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELL","*","*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-ELL","*","42.3%","66.9%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELL","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-ELL","*","36.6%","61.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELL","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-ELL","*","20.0%","37.8%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-ELL",299,"26.4%","46.2%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-ELL",360,"53.6%","73.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELL","*","*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-ELL","*","41.6%","59.7%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELL","*","*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-ELL","*","38.6%","60.8%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELL",11,"*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-ELL",97,"33.0%","59.3%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELL",8,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-ELL",72,"55.6%","82.9%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELL",16,"*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-ELL",208,"31.7%","54.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELL",27,"14.8%","38.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-ELL",831,"27.3%","45.1%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELL",13,"*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-ELL",101,"33.7%","57.6%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELL","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-ELL","*","21.2%","41.3%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-ELL",164,"72.0%","90.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-ELL","*","64.3%","82.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-ELL","*","57.7%","82.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-ELL","*","78.9%","94.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-ELL",125,"72.0%","88.2%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-ELL","*","63.5%","80.1%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-ELL",168,"64.3%","88.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-ELL","*","68.9%","88.0%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Non-ELL","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-ELL",39,"46.2%","63.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELL","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-ELL","*","42.6%","64.3%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-ELL",66,"45.5%","63.7%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Non-ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-ELL",65,"43.1%","69.5%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-ELL",76,"50.0%","75.6%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-ELL",74,"35.1%","56.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELL",12,"*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-ELL",604,"38.6%","57.2%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-ELL",142,"37.3%","58.9%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Non-ELL",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELL",19,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-ELL",664,"41.9%","61.0%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Non-ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELL",15,"*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-ELL",643,"42.1%","62.0%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELL",21,"33.3%","69.1%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-ELL",141,"44.7%","67.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELL",20,"25.0%","53.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-ELL",200,"58.5%","82.1%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELL",12,"*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-ELL",192,"39.1%","65.3%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-ELL","*","58.4%","81.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELL",22,"31.8%","68.1%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-ELL",166,"25.3%","49.3%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Non-ELL",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-ELL",81,"13.6%","35.0%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELL",17,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-ELL",112,"29.5%","63.0%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-ELL",228,"30.3%","54.0%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELL",14,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-ELL",112,"28.6%","62.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-ELL",174,"47.7%","70.8%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Non-ELL","*","12.9%","36.2%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELL",9,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-ELL",140,"38.6%","67.4%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-ELL",213,"40.4%","65.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELL",42,"33.3%","63.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-ELL",181,"28.7%","55.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELL",17,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-ELL",76,"30.3%","62.4%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-ELL",157,"30.6%","57.5%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELL",11,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-ELL",123,"31.7%","60.4%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELL",107,"30.8%","48.9%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-ELL",922,"30.3%","49.4%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELL",103,"28.2%","54.9%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-ELL",737,"35.0%","56.7%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-ELL",161,"32.9%","56.3%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-ELL","*","43.4%","72.4%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-ELL","*","30.6%","55.5%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-ELL",98,"15.3%","46.5%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-ELL",87,"43.7%","77.2%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-ELL",67,"35.8%","65.0%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-ELL",304,"33.2%","51.6%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-ELL","*","39.0%","63.5%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELL",122,"27.9%","48.9%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-ELL",740,"39.6%","61.7%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELL",8,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-ELL",80,"48.8%","74.4%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELL",8,"*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-ELL",617,"41.7%","60.0%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-ELL","*","58.8%","76.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-ELL","*","41.9%","64.6%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-ELL","*","46.1%","70.1%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELL","*","*","*"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-ELL","*","48.1%","71.9%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELL",6,"*","*"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-ELL",213,"38.5%","65.7%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELL",8,"*","*"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-ELL",626,"48.4%","68.3%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-ELL","*","47.6%","70.2%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Non-ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-ELL","*","58.5%","77.8%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-ELL",402,"46.8%","62.4%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-ELL",157,"56.7%","71.3%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELL",7,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-ELL",81,"24.7%","56.6%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-ELL",157,"56.7%","78.9%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELL",21,"33.3%","59.1%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-ELL",853,"41.9%","58.4%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-ELL","*","56.1%","72.7%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-ELL","*","42.1%","65.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELL",24,"54.2%","69.2%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-ELL",787,"39.4%","53.7%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","ELL",11,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-ELL",94,"52.1%","75.4%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-ELL",124,"47.6%","72.5%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-ELL",122,"58.2%","80.2%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","ELL",10,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-ELL",148,"34.5%","56.8%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Non-ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-ELL","*","43.8%","73.3%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","ELL",69,"39.1%","60.1%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-ELL",749,"42.3%","66.6%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-ELL","*","56.3%","82.7%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-ELL","*","33.8%","60.8%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","ELL",47,"23.4%","46.0%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-ELL",710,"33.7%","52.5%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","ELL",23,"34.8%","61.5%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-ELL",64,"37.5%","68.0%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","ELL",10,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-ELL",71,"45.1%","74.4%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","ELL",15,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-ELL",65,"43.1%","62.6%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-ELL","*","64.3%","88.5%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-ELL","*","48.3%","68.1%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","ELL","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-ELL","*","51.2%","74.5%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","ELL","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-ELL","*","47.9%","65.5%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-ELL","*","41.5%","55.2%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-ELL","*","46.5%","65.6%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Non-ELL","*","44.7%","60.2%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Non-ELL","*","58.3%","77.6%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Non-ELL",160,"45.0%","69.1%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Non-ELL",195,"61.5%","82.6%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Non-ELL",164,"54.3%","74.8%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Non-ELL",137,"70.8%","89.5%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Non-ELL",126,"60.3%","83.5%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","ELL",11,"*","*"
