"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Non-High Needs",89,"57.3%","79.8%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","High Needs",88,"31.8%","52.7%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Non-High Needs",303,"53.1%","67.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","High Needs",50,"20.0%","46.6%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Non-High Needs",216,"38.4%","60.6%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","High Needs",81,"32.1%","49.6%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Non-High Needs",300,"34.7%","50.3%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","High Needs",65,"30.8%","64.1%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Non-High Needs",21,"47.6%","70.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","High Needs",76,"22.4%","48.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Non-High Needs",30,"36.7%","68.3%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","High Needs",74,"28.4%","55.3%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Non-High Needs",17,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","High Needs",98,"35.7%","62.4%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Non-High Needs",74,"43.2%","62.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","High Needs",716,"31.6%","52.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Non-High Needs",255,"34.5%","54.1%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","High Needs",57,"49.1%","75.0%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Non-High Needs",50,"52.0%","76.6%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","High Needs",58,"48.3%","70.5%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Non-High Needs",12,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","High Needs",54,"53.7%","78.6%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Non-High Needs",30,"56.7%","78.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","High Needs",119,"36.1%","64.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Non-High Needs",60,"48.3%","72.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","High Needs",58,"36.2%","67.4%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Non-High Needs",11,"*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","High Needs",142,"33.8%","60.2%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Non-High Needs",50,"58.0%","74.1%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","High Needs",44,"27.3%","52.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","High Needs",81,"43.2%","67.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Non-High Needs",130,"40.8%","67.3%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","High Needs",59,"40.7%","71.3%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Non-High Needs",63,"36.5%","69.2%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","High Needs",61,"24.6%","48.9%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Non-High Needs",36,"27.8%","52.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","High Needs",337,"43.9%","69.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Non-High Needs",196,"52.6%","72.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","High Needs",60,"41.7%","68.2%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Non-High Needs",32,"37.5%","65.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","High Needs",201,"34.3%","53.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Non-High Needs",579,"48.9%","64.4%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","High Needs",24,"37.5%","62.4%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Non-High Needs",61,"57.4%","81.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","High Needs",21,"28.6%","57.4%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Non-High Needs",34,"67.6%","87.0%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","High Needs",12,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Non-High Needs",28,"64.3%","86.7%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","High Needs","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","High Needs",171,"34.5%","59.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Non-High Needs",171,"32.7%","58.1%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","High Needs",30,"16.7%","35.0%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","High Needs",23,"26.1%","42.5%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Non-High Needs",44,"43.2%","67.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","High Needs",38,"42.1%","61.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Non-High Needs",250,"51.6%","70.1%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","High Needs",36,"55.6%","78.2%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Non-High Needs",176,"71.0%","88.9%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","High Needs","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","High Needs",15,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Non-High Needs",46,"56.5%","77.0%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","High Needs",8,"*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Non-High Needs",34,"52.9%","84.6%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","High Needs",67,"23.9%","43.4%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Non-High Needs",332,"41.3%","60.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","High Needs",72,"33.3%","62.3%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Non-High Needs",347,"51.6%","67.7%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","High Needs",14,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Non-High Needs",75,"58.7%","84.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","High Needs",255,"50.6%","72.8%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Non-High Needs",55,"72.7%","87.1%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","High Needs",94,"35.1%","61.4%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Non-High Needs",119,"45.4%","69.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","High Needs",118,"44.1%","69.5%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Non-High Needs",134,"59.7%","81.1%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","High Needs",427,"33.0%","56.2%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Non-High Needs",564,"50.4%","67.9%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","High Needs","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","High Needs",108,"44.4%","71.8%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Non-High Needs",135,"53.3%","78.5%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","High Needs",35,"40.0%","63.5%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Non-High Needs",146,"54.1%","71.9%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","High Needs",16,"*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Non-High Needs",112,"67.9%","88.0%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","High Needs",19,"*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Non-High Needs",85,"65.9%","86.5%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","High Needs",129,"34.1%","57.0%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Non-High Needs",702,"48.0%","65.9%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","High Needs",31,"48.4%","80.4%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Non-High Needs",93,"67.7%","88.4%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","High Needs",24,"54.2%","79.1%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Non-High Needs",101,"53.5%","76.9%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","High Needs",59,"30.5%","55.8%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Non-High Needs",77,"35.1%","59.0%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","High Needs",24,"37.5%","69.5%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Non-High Needs",125,"55.2%","76.7%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","High Needs",21,"23.8%","55.8%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Non-High Needs",137,"52.6%","73.3%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","High Needs",22,"50.0%","65.1%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Non-High Needs",154,"63.0%","82.6%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","High Needs",16,"*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Non-High Needs",124,"68.5%","91.0%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","High Needs",102,"37.3%","54.6%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Non-High Needs",662,"44.6%","61.3%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","High Needs",21,"42.9%","62.1%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Non-High Needs",131,"61.8%","81.7%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","High Needs",19,"*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Non-High Needs",146,"45.9%","71.9%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","High Needs",158,"49.4%","70.9%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Non-High Needs",483,"51.6%","68.4%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","High Needs",10,"*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Non-High Needs",80,"85.0%","100.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","High Needs",112,"33.0%","49.9%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Non-High Needs",476,"52.9%","69.1%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","High Needs",15,"*","*"
