"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","Hispanic/Latino of any race",68,"36.8%","54.8%"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","Black or African American",67,"19.4%","44.1%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","White","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Hispanic/Latino of any race",127,"36.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Black or African American",124,"40.3%","62.2%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","White",16,"*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Hispanic/Latino of any race",274,"26.3%","47.5%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Black or African American",101,"22.8%","49.0%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","White",20,"10.0%","32.6%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Hispanic/Latino of any race",115,"27.8%","48.3%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Black or African American",56,"16.1%","44.7%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","White",30,"43.3%","80.6%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Hispanic/Latino of any race",154,"45.5%","65.1%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Black or African American",43,"51.2%","73.6%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","White",28,"39.3%","66.9%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Hispanic/Latino of any race",63,"19.0%","46.7%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Black or African American",91,"34.1%","61.2%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","White",30,"36.7%","58.1%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Asian",6,"*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Hispanic/Latino of any race",163,"28.2%","46.1%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Black or African American",166,"25.3%","46.5%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","White",8,"*","*"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Asian",7,"*","*"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Hispanic/Latino of any race",114,"29.8%","48.2%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Black or African American",89,"27.0%","49.2%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","White",7,"*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Hispanic/Latino of any race",142,"24.6%","45.5%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Black or African American",58,"15.5%","40.0%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","White",91,"25.3%","52.8%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Asian",15,"*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Hispanic/Latino of any race",114,"25.4%","47.4%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Black or African American",107,"31.8%","46.3%"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","White","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","White",432,"42.8%","62.6%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Asian",18,"*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Two or More Races",18,"*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Hispanic/Latino of any race",150,"42.0%","59.2%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Black or African American",46,"43.5%","62.2%"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","White","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","White",78,"39.7%","63.1%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Hispanic/Latino of any race",28,"35.7%","64.2%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","White",66,"42.4%","73.4%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Two or More Races",8,"*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Hispanic/Latino of any race",28,"39.3%","75.0%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","White",263,"38.8%","63.4%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Asian",16,"*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Two or More Races",13,"*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Hispanic/Latino of any race",123,"36.6%","61.5%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Black or African American",27,"29.6%","57.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","White",99,"52.5%","77.7%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Hispanic/Latino of any race",17,"*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Black or African American",13,"*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","White",78,"39.7%","69.0%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Two or More Races",7,"*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Hispanic/Latino of any race",22,"45.5%","72.4%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","White",291,"47.8%","67.6%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Asian",11,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Two or More Races",9,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Hispanic/Latino of any race",64,"43.8%","63.5%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Black or African American",21,"42.9%","70.4%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","American Indian or Alaska Native","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","White",84,"42.9%","63.5%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Hispanic/Latino of any race",32,"18.8%","49.3%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Black or African American",6,"*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","White","*","*","*"
