"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","Subject","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","High Needs",26,"42.3%","75.2%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Non-High Needs",46,"69.6%","87.6%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","High Needs",27,"29.6%","72.9%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Non-High Needs",46,"63.0%","87.6%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","High Needs",112,"39.3%","63.3%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Non-High Needs",239,"49.8%","67.3%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","High Needs",111,"34.2%","51.7%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Non-High Needs",239,"36.8%","55.0%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","High Needs",8,"*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Non-High Needs",31,"61.3%","77.1%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","High Needs",8,"*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Non-High Needs",31,"22.6%","48.1%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","High Needs",9,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Non-High Needs",27,"44.4%","76.0%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","High Needs",9,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Non-High Needs",27,"48.1%","82.2%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","High Needs",77,"49.4%","70.8%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Non-High Needs",135,"42.2%","63.3%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","High Needs",77,"35.1%","56.2%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Non-High Needs",135,"46.7%","69.6%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","High Needs",75,"30.7%","57.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Non-High Needs",297,"56.2%","76.2%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","High Needs",75,"34.7%","54.6%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Non-High Needs",297,"55.6%","79.7%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","High Needs",62,"40.3%","61.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Non-High Needs",208,"54.8%","71.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","High Needs",62,"53.2%","76.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Non-High Needs",208,"62.5%","80.0%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","High Needs",58,"31.0%","52.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Non-High Needs",30,"43.3%","65.7%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","High Needs",57,"14.0%","31.8%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Non-High Needs",30,"13.3%","31.2%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","High Needs",169,"26.0%","48.0%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Non-High Needs",158,"42.4%","59.9%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","High Needs",159,"23.9%","40.5%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Non-High Needs",152,"50.0%","67.2%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","High Needs",16,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Non-High Needs",18,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","High Needs",16,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Non-High Needs",18,"*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","Math","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","High Needs",56,"33.9%","73.6%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Non-High Needs",71,"62.0%","80.1%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","High Needs",56,"32.1%","65.4%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Non-High Needs",71,"56.3%","83.8%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","High Needs",197,"42.6%","64.4%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Non-High Needs",99,"44.4%","60.9%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","High Needs",191,"40.3%","60.7%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Non-High Needs",98,"43.9%","62.3%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","High Needs",70,"38.6%","68.0%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Non-High Needs",48,"56.3%","73.1%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","High Needs",70,"35.7%","65.8%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Non-High Needs",48,"47.9%","71.4%"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","ELA","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","Math","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","High Needs",126,"43.7%","67.3%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Non-High Needs",69,"36.2%","60.8%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","High Needs",127,"24.4%","43.4%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Non-High Needs",69,"20.3%","42.0%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","High Needs",157,"39.5%","59.0%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Non-High Needs",138,"46.4%","64.7%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","High Needs",156,"28.2%","47.9%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Non-High Needs",138,"39.1%","63.9%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","High Needs",47,"36.2%","59.2%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","Non-High Needs",42,"50.0%","70.7%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","High Needs",47,"34.0%","56.0%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","Math","Non-High Needs",42,"35.7%","58.6%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","High Needs",46,"39.1%","71.1%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","ELA","Non-High Needs",29,"44.8%","70.2%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","High Needs",50,"46.0%","72.5%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy","Math","Non-High Needs",30,"53.3%","81.4%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","High Needs",96,"41.7%","59.8%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","ELA","Non-High Needs",38,"42.1%","66.4%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","High Needs",92,"28.3%","47.9%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy","Math","Non-High Needs",37,"37.8%","52.3%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","High Needs",69,"27.5%","62.9%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","ELA","Non-High Needs",34,"52.9%","76.2%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","High Needs",68,"33.8%","65.4%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts","Math","Non-High Needs",34,"50.0%","76.4%"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School","ELA","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School","Math","High Needs","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy","ELA","High Needs",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy","Math","High Needs",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","ELA","High Needs",321,"27.7%","46.6%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","ELA","Non-High Needs",301,"41.5%","59.5%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","Math","High Needs",320,"28.8%","47.3%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School","Math","Non-High Needs",301,"40.5%","58.3%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","ELA","High Needs",71,"52.1%","72.2%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","ELA","Non-High Needs",40,"65.0%","88.9%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","Math","High Needs",71,"67.6%","88.9%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School","Math","Non-High Needs",40,"70.0%","91.2%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","ELA","High Needs",27,"55.6%","79.2%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","ELA","Non-High Needs",16,"*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","Math","High Needs",26,"30.8%","43.1%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School","Math","Non-High Needs",16,"*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","ELA","High Needs",26,"42.3%","65.2%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","ELA","Non-High Needs",126,"67.5%","84.6%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","Math","High Needs",26,"61.5%","84.2%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School","Math","Non-High Needs",126,"72.2%","91.1%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","ELA","High Needs",109,"40.4%","60.0%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","ELA","Non-High Needs",588,"42.9%","58.0%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","Math","High Needs",109,"39.4%","55.1%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School","Math","Non-High Needs",589,"49.4%","65.7%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School","ELA","High Needs",47,"40.4%","60.4%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School","ELA","Non-High Needs",225,"60.0%","78.1%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School","Math","High Needs",47,"29.8%","60.7%"
