"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Math","Special Education",116,"37.1%","53.7%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Math","Non-Special Education",548,"44.2%","63.8%"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","ELA","Special Education",7,"*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Math","Special Education",6,"*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","ELA","Special Education",16,"*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","ELA","Non-Special Education",99,"46.5%","74.9%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Math","Special Education",16,"*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Math","Non-Special Education",99,"41.4%","66.2%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Special Education",10,"*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Non-Special Education",98,"42.9%","62.3%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Special Education",10,"*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Non-Special Education",101,"38.6%","72.8%"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","ELA","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","Math","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Special Education",73,"41.1%","64.6%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Non-Special Education",366,"43.7%","65.6%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Special Education",73,"30.1%","52.5%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Non-Special Education",369,"40.4%","65.0%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Special Education",24,"33.3%","59.5%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Non-Special Education",108,"48.1%","68.4%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Special Education",24,"33.3%","55.7%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Non-Special Education",110,"49.1%","75.1%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Special Education",22,"50.0%","67.8%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Non-Special Education",95,"44.2%","66.0%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Special Education",22,"40.9%","67.9%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Non-Special Education",96,"38.5%","69.2%"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","ELA","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Math","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Special Education",54,"40.7%","66.0%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Non-Special Education",341,"49.6%","69.7%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Special Education",54,"38.9%","63.0%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Non-Special Education",342,"48.5%","68.1%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Special Education",15,"*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Non-Special Education",110,"42.7%","71.1%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Special Education",15,"*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Non-Special Education",110,"35.5%","57.7%"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","ELA","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","Math","Special Education","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Special Education",18,"*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Non-Special Education",123,"40.7%","67.5%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Special Education",18,"*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Non-Special Education",124,"53.2%","78.4%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Special Education",89,"38.2%","63.9%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Non-Special Education",371,"47.4%","69.8%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Special Education",89,"36.0%","54.5%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Non-Special Education",375,"48.0%","70.7%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Special Education",27,"33.3%","52.4%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Non-Special Education",177,"37.3%","63.6%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Special Education",26,"61.5%","88.5%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Non-Special Education",177,"29.9%","58.9%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Special Education",83,"31.3%","49.6%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Non-Special Education",670,"47.2%","65.3%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Special Education",83,"39.8%","59.4%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Non-Special Education",671,"49.9%","70.6%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Special Education",7,"*","*"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Non-Special Education",65,"63.1%","86.4%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Special Education",8,"*","*"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Non-Special Education",65,"53.8%","83.3%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Special Education",25,"20.0%","50.7%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Non-Special Education",326,"48.5%","67.2%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Special Education",24,"20.8%","46.8%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Non-Special Education",326,"37.1%","54.5%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Special Education","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Non-Special Education","*","57.1%","73.6%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Special Education","*","*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Non-Special Education","*","22.9%","47.2%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Special Education","*","*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Non-Special Education","*","42.9%","72.3%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Special Education","*","*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Non-Special Education","*","57.1%","85.3%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Special Education",20,"40.0%","66.2%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Non-Special Education",192,"45.3%","66.0%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Special Education",20,"35.0%","50.8%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Non-Special Education",192,"43.2%","66.2%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Special Education",36,"25.0%","53.9%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Non-Special Education",336,"53.9%","74.4%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Special Education",36,"16.7%","31.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Non-Special Education",336,"55.1%","79.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Special Education",36,"33.3%","56.6%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Non-Special Education",234,"54.3%","70.9%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Special Education",36,"55.6%","73.9%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Non-Special Education",234,"61.1%","80.0%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Special Education","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Non-Special Education","*","36.1%","56.5%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Special Education","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Non-Special Education","*","14.6%","32.8%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Special Education",40,"10.0%","41.1%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Non-Special Education",287,"37.3%","55.5%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Special Education",31,"19.4%","33.9%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Non-Special Education",280,"38.6%","55.7%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Special Education",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Non-Special Education",28,"32.1%","68.0%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Special Education",6,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Non-Special Education",28,"35.7%","66.7%"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Special Education","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","Math","Special Education","*","*","*"
