"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Math","Male",31,2447,2521,75,"74.2%","92.7%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA","Female",34,2508,2573,66,"61.8%","77.4%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA","Male",49,2510,2556,46,"44.9%","73.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","Female",34,2520,2541,22,"23.5%","51.8%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","Male",49,2527,2545,18,"38.8%","54.4%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","Female",38,2438,2493,55,"44.7%","71.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","Male",49,2428,2478,50,"36.7%","66.2%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","Female",38,2434,2481,47,"36.8%","71.3%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","Male",49,2426,2485,59,"46.9%","80.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Female",52,2500,2548,49,"46.2%","71.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Male",55,2487,2542,56,"49.1%","74.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Female",52,2495,2525,30,"30.8%","62.6%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Male",55,2504,2525,21,"27.3%","54.7%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Female",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Male",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Female",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Male",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Female",25,2499,2572,73,"72.0%","87.1%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Male",28,2461,2531,70,"46.4%","74.2%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Female",25,2488,2526,37,"48.0%","71.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Male",28,2485,2524,38,"46.4%","73.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Female",23,2472,2544,72,"60.9%","82.6%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Male",27,2396,2467,71,"55.6%","87.2%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Female",23,2465,2523,59,"60.9%","81.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Male",27,2441,2490,49,"40.7%","77.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Female",24,2533,2585,52,"62.5%","84.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Male",32,2514,2558,44,"46.9%","65.6%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Female",24,2545,2604,60,"75.0%","94.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Male",32,2520,2569,49,"65.6%","84.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Female",29,2562,2576,14,"41.4%","50.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Male",32,2512,2529,17,"37.5%","55.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Female",29,2515,2567,52,"62.1%","89.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Male",32,2510,2523,13,"34.4%","51.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Female",89,2564,2604,40,"64.0%","80.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Male",87,2536,2570,34,"50.6%","68.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Female",88,2523,2558,35,"50.0%","73.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Male",88,2527,2555,28,"43.2%","64.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Female",110,2575,2610,35,"52.7%","72.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Male",121,2554,2593,39,"52.1%","71.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Female",110,2528,2558,30,"46.4%","67.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Male",120,2525,2568,43,"56.7%","79.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Female",103,2601,2642,40,"57.3%","72.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Male",103,2572,2608,35,"51.5%","70.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Female",103,2542,2598,56,"73.8%","90.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Male",104,2547,2576,28,"51.9%","67.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Female",103,2464,2508,44,"40.8%","68.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Male",94,2446,2493,47,"48.9%","69.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Female",103,2425,2493,68,"59.2%","88.7%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Male",95,2429,2509,80,"75.8%","96.1%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Female",88,2506,2552,46,"52.3%","74.2%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Male",111,2490,2530,40,"44.1%","62.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Female",89,2479,2526,47,"59.6%","82.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Male",109,2484,2540,55,"68.8%","87.0%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Female",54,2478,2521,44,"33.3%","61.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Male",59,2461,2488,27,"16.9%","52.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Female",54,2436,2471,35,"42.6%","67.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Male",59,2429,2458,29,"32.2%","63.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Female",41,2497,2536,39,"46.3%","68.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Male",50,2484,2521,38,"46.0%","70.0%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Female",41,2462,2529,67,"65.9%","83.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Male",50,2444,2516,72,"72.0%","90.5%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Female",42,2532,2556,24,"40.5%","52.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Male",46,2508,2511,3,"10.9%","27.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Female",43,2501,2534,33,"48.8%","69.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Male",46,2495,2512,18,"26.1%","47.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Female",40,2520,2555,36,"52.5%","72.3%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Male",51,2514,2545,31,"37.3%","61.5%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Female",40,2493,2512,19,"40.0%","53.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Male",51,2498,2516,18,"35.3%","53.4%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Female",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Male",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Female",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Male",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Female",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Male",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Female",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Male",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Female",25,2567,2611,45,"48.0%","69.3%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Male",7,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Female",25,2527,2522,-5,"24.0%","35.0%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Male",7,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Female",45,2424,2467,43,"35.6%","59.1%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Male",52,2407,2456,48,"28.8%","63.9%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Female",46,2386,2444,58,"45.7%","78.5%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Male",52,2386,2444,58,"50.0%","77.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA","Female",25,2497,2560,63,"64.0%","90.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA","Male",28,2450,2525,75,"60.7%","88.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math","Female",25,2478,2539,61,"68.0%","95.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math","Male",28,2469,2534,65,"64.3%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Female",36,2519,2571,52,"61.1%","80.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Male",29,2502,2539,37,"44.8%","63.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Female",36,2511,2537,26,"47.2%","65.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Male",29,2507,2527,20,"37.9%","58.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Female",35,2581,2605,23,"57.1%","71.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Male",26,2544,2586,42,"53.8%","69.8%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Female",35,2553,2595,43,"68.6%","82.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Male",26,2539,2574,35,"42.3%","67.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Female",24,2560,2590,30,"41.7%","63.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Male",36,2557,2605,48,"61.1%","81.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Female",24,2539,2566,27,"29.2%","62.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Male",36,2550,2603,53,"69.4%","84.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Female",23,2589,2638,49,"65.2%","78.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Male",26,2550,2591,41,"46.2%","66.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Female",23,2579,2596,17,"43.5%","57.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Male",26,2565,2570,5,"23.1%","35.3%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Male",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Male",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Male",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math","Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math","Male",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"ELA","Female",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"ELA","Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Math","Female",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Math","Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"ELA","Female",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"ELA","Male",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Math","Female",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Math","Male",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"ELA","Female",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"ELA","Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Math","Female",9,"*","*","*","*","*"
