"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0150011""","Bridgeport School District","=""0151111""","Hall School","ELA","Eligible for Free Lunch",81,"30.9%","61.2%"
"=""0150011""","Bridgeport School District","=""0151111""","Hall School","Math","Eligible for Free Lunch",81,"29.6%","49.7%"
"=""0150011""","Bridgeport School District","=""0151211""","Hallen School","ELA","Eligible for Free Lunch",89,"28.1%","53.9%"
"=""0150011""","Bridgeport School District","=""0151211""","Hallen School","Math","Eligible for Free Lunch",89,"18.0%","46.4%"
"=""0150011""","Bridgeport School District","=""0154511""","High Horizons Magnet School","ELA","Eligible for Free Lunch",213,"38.5%","60.1%"
"=""0150011""","Bridgeport School District","=""0154511""","High Horizons Magnet School","Math","Eligible for Free Lunch",213,"24.4%","44.5%"
"=""0150011""","Bridgeport School District","=""0151311""","Hooker School","ELA","Eligible for Free Lunch",165,"27.9%","54.0%"
"=""0150011""","Bridgeport School District","=""0151311""","Hooker School","Math","Eligible for Free Lunch",164,"26.2%","50.1%"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","ELA","Eligible for Free Lunch",219,"28.8%","52.5%"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","Math","Eligible for Free Lunch",219,"28.3%","49.3%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","ELA","Eligible for Free Lunch",261,"40.2%","64.7%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Math","Eligible for Free Lunch",261,"37.9%","58.5%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","ELA","Eligible for Free Lunch",360,"24.4%","49.8%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Math","Eligible for Free Lunch",393,"25.7%","47.8%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","ELA","Eligible for Free Lunch",199,"34.2%","59.6%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Math","Eligible for Free Lunch",199,"23.1%","45.7%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","ELA","Eligible for Free Lunch",233,"42.1%","61.0%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Math","Eligible for Free Lunch",233,"46.4%","68.5%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","ELA","Eligible for Free Lunch",201,"38.3%","59.6%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Math","Eligible for Free Lunch",201,"30.8%","57.4%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","ELA","Eligible for Free Lunch",366,"26.2%","47.0%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Math","Eligible for Free Lunch",368,"28.5%","48.3%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","ELA","Eligible for Free Lunch",213,"22.1%","45.7%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Math","Eligible for Free Lunch",218,"28.9%","49.2%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","ELA","Eligible for Free Lunch",211,"28.0%","51.2%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Math","Eligible for Free Lunch",211,"22.7%","44.5%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","ELA","Eligible for Free Lunch",331,"39.6%","63.0%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Math","Eligible for Free Lunch",332,"28.9%","49.9%"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","ELA","Eligible for Free Lunch",232,"34.5%","53.8%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","ELA","Not Eligible for Free/Reduced Lunch",388,"36.9%","57.7%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","ELA","Eligible for Reduced Lunch",40,"27.5%","44.6%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Math","Eligible for Free Lunch",235,"40.0%","57.2%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Math","Not Eligible for Free/Reduced Lunch",388,"44.6%","64.9%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Math","Eligible for Reduced Lunch",41,"43.9%","62.7%"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","ELA","Eligible for Free Lunch",34,"38.2%","70.2%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","ELA","Not Eligible for Free/Reduced Lunch",81,"45.7%","73.6%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Math","Eligible for Free Lunch",34,"44.1%","69.2%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Math","Not Eligible for Free/Reduced Lunch",81,"39.5%","63.0%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Eligible for Free Lunch",48,"39.6%","59.9%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Not Eligible for Free/Reduced Lunch",50,"44.0%","64.0%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Eligible for Reduced Lunch",10,"*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Eligible for Free Lunch",51,"33.3%","69.7%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Not Eligible for Free/Reduced Lunch",50,"48.0%","78.4%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Eligible for Reduced Lunch",10,"*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Eligible for Free Lunch",189,"45.0%","68.6%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Not Eligible for Free/Reduced Lunch",204,"42.6%","63.2%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Eligible for Reduced Lunch",46,"39.1%","62.4%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Eligible for Free Lunch",191,"38.7%","64.7%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Not Eligible for Free/Reduced Lunch",205,"39.0%","61.6%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Eligible for Reduced Lunch",46,"37.0%","61.9%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Eligible for Free Lunch","*","36.8%","60.9%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Not Eligible for Free/Reduced Lunch",89,"49.4%","69.9%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Eligible for Free Lunch","*","35.0%","55.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Not Eligible for Free/Reduced Lunch",89,"50.6%","78.9%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Eligible for Free Lunch","*","44.7%","64.2%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Not Eligible for Free/Reduced Lunch",68,"45.6%","66.9%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Eligible for Free Lunch","*","37.5%","72.6%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Not Eligible for Free/Reduced Lunch",68,"39.7%","66.4%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Eligible for Free Lunch",105,"48.6%","65.4%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Not Eligible for Free/Reduced Lunch",260,"49.2%","70.6%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Eligible for Reduced Lunch",30,"40.0%","69.5%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Eligible for Free Lunch",105,"47.6%","67.7%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Not Eligible for Free/Reduced Lunch",261,"47.9%","68.5%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Eligible for Reduced Lunch",30,"40.0%","56.5%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Eligible for Free Lunch","*","33.3%","65.1%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Not Eligible for Free/Reduced Lunch",72,"48.6%","74.0%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Eligible for Free Lunch","*","22.9%","49.4%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Not Eligible for Free/Reduced Lunch",72,"44.4%","63.5%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","ELA","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","Math","Eligible for Free Lunch","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Eligible for Free Lunch",65,"38.5%","67.2%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Not Eligible for Free/Reduced Lunch",64,"46.9%","69.8%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Eligible for Free Lunch",66,"45.5%","74.4%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Not Eligible for Free/Reduced Lunch",64,"51.6%","77.8%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Eligible for Reduced Lunch",12,"*","*"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Eligible for Free Lunch",226,"41.6%","67.2%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Not Eligible for Free/Reduced Lunch",205,"47.8%","68.2%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Eligible for Reduced Lunch",29,"62.1%","83.2%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Eligible for Free Lunch",230,"40.9%","62.7%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Not Eligible for Free/Reduced Lunch",205,"48.8%","71.0%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Eligible for Reduced Lunch",29,"62.1%","82.7%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Not Eligible for Free/Reduced Lunch",188,"38.8%","63.5%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Not Eligible for Free/Reduced Lunch",188,"32.4%","61.9%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
