"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Male",591,"56.2%","72.0%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Female",511,"57.9%","72.8%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Male",81,"56.8%","80.8%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Female",57,"70.2%","84.4%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Male",59,"67.8%","86.4%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Female",65,"66.2%","86.0%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Male",58,"70.7%","86.2%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Female",75,"66.7%","87.9%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Male",69,"42.0%","62.6%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Female",76,"55.3%","72.7%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Male",59,"39.0%","73.1%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Female",61,"41.0%","65.1%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Male",158,"20.3%","34.2%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Female",138,"36.2%","53.3%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Male",49,"30.6%","60.3%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Female",53,"35.8%","63.5%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Male",91,"35.2%","51.4%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Female",100,"34.0%","52.6%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Male",65,"46.2%","71.7%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Female",52,"55.8%","74.0%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Male",212,"41.5%","58.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Female",179,"56.4%","71.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Male",139,"33.8%","56.8%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Female",127,"36.2%","59.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Male",210,"31.9%","47.2%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Female",171,"36.8%","53.7%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Male",40,"35.0%","68.5%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Female",46,"34.8%","63.2%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Male",53,"18.9%","43.7%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Female",53,"34.0%","64.4%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Male",46,"23.9%","50.0%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Female",45,"35.6%","68.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Male",93,"38.7%","59.7%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Female",79,"39.2%","65.7%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Male",493,"30.6%","51.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Female",478,"34.1%","54.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Male",55,"45.5%","69.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Female",52,"55.8%","82.1%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Male",29,"48.3%","71.1%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Female",41,"46.3%","64.9%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Male",41,"56.1%","76.6%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Female",43,"53.5%","80.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Male",94,"38.3%","66.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Female",85,"42.4%","67.7%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Male",35,"37.1%","66.9%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Female",34,"35.3%","66.0%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Male",93,"37.6%","60.0%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Female",99,"42.4%","67.4%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Male","*","26.8%","53.4%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Female","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Male",104,"38.5%","62.8%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Female",107,"44.9%","71.7%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Male",54,"31.5%","65.7%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Female",68,"44.1%","73.7%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Male",43,"25.6%","43.0%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Female",54,"25.9%","56.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Male",278,"40.6%","64.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Female",255,"54.1%","76.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Male",44,"38.6%","68.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Female",48,"41.7%","66.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Male",402,"42.8%","59.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Female",378,"47.6%","63.9%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Male",46,"56.5%","80.4%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Female",39,"46.2%","71.1%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Male",28,"50.0%","73.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Female",27,"55.6%","78.2%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Male",23,"65.2%","89.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Female",17,"*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Male","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Male",181,"35.4%","59.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Female",161,"31.7%","57.5%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Male","*","17.9%","33.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Female","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Male",36,"50.0%","71.3%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Female",31,"22.6%","44.7%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Male",156,"55.1%","71.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Female",132,"44.7%","65.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Male",109,"66.1%","87.4%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Female",103,"70.9%","86.7%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Male","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Male",27,"44.4%","77.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Female",34,"55.9%","70.7%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Male",20,"50.0%","76.8%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Female",22,"45.5%","82.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Male",218,"33.5%","52.2%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Female",181,"44.2%","64.1%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Male",205,"42.0%","59.8%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Female",214,"54.7%","73.4%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Male",51,"56.9%","85.0%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Female",38,"52.6%","68.5%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Male",125,"53.6%","72.4%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Female",185,"55.1%","77.3%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Male",105,"41.0%","66.3%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Female",108,"40.7%","65.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Male",118,"44.1%","70.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Female",134,"59.7%","80.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Male",493,"42.4%","62.1%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Female",498,"43.4%","63.6%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Male","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Male",122,"41.8%","70.6%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Female",121,"57.0%","80.4%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Male",92,"51.1%","69.0%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Female",89,"51.7%","71.5%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Male",64,"64.1%","84.0%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Female",64,"65.6%","86.4%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Male",55,"70.9%","87.6%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Female",49,"65.3%","88.7%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Male",431,"43.2%","61.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Female",400,"48.8%","68.2%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Male",46,"58.7%","88.4%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Female",78,"65.4%","85.2%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Male",76,"59.2%","79.4%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Female",49,"44.9%","74.0%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Male",66,"34.8%","59.8%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Female",70,"31.4%","55.6%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Male",72,"48.6%","72.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Female",77,"55.8%","78.0%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Male",76,"40.8%","66.2%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Female",82,"56.1%","75.4%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Male",89,"52.8%","73.6%"
