"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","Hispanic/Latino of any race",68,"32.4%","55.1%"
"=""0150011""","Bridgeport School District","=""0153711""","Interdistrict Discovery Magnet School","Black or African American",67,"22.4%","46.9%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","White","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Hispanic/Latino of any race",127,"40.9%","66.6%"
"=""0150011""","Bridgeport School District","=""0152211""","Jettie S. Tisdale School","Black or African American",124,"38.7%","62.2%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","White",13,"*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Hispanic/Latino of any race",244,"25.8%","50.5%"
"=""0150011""","Bridgeport School District","=""0151011""","Luis Munoz Marin School","Black or African American",101,"23.8%","48.1%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","White",20,"35.0%","60.8%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Hispanic/Latino of any race",115,"40.0%","61.9%"
"=""0150011""","Bridgeport School District","=""0152011""","Madison School","Black or African American",56,"23.2%","54.6%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","White",30,"46.7%","59.8%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Hispanic/Latino of any race",154,"39.0%","58.3%"
"=""0150011""","Bridgeport School District","=""0154611""","Multicultural Magnet School","Black or African American",43,"46.5%","66.9%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","White",28,"42.9%","58.3%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Hispanic/Latino of any race",63,"34.9%","57.2%"
"=""0150011""","Bridgeport School District","=""0151711""","Park City Magnet School","Black or African American",91,"36.3%","59.5%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","White",30,"36.7%","54.2%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Asian",6,"*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Hispanic/Latino of any race",161,"28.0%","47.6%"
"=""0150011""","Bridgeport School District","=""0152511""","Read School","Black or African American",166,"21.7%","43.9%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","White","*","*","*"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Hispanic/Latino of any race",113,"20.4%","45.7%"
"=""0150011""","Bridgeport School District","=""0152611""","Roosevelt School","Black or African American",87,"25.3%","43.9%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","White",7,"*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Asian","*","*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Hispanic/Latino of any race",141,"27.0%","48.8%"
"=""0150011""","Bridgeport School District","=""0153011""","Waltersville School","Black or African American",59,"30.5%","54.0%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","American Indian or Alaska Native","*","*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","White",90,"44.4%","63.7%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Asian",15,"*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Two or More Races","*","*","*"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Hispanic/Latino of any race",114,"31.6%","56.4%"
"=""0150011""","Bridgeport School District","=""0153611""","Winthrop School","Black or African American",107,"40.2%","65.2%"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","White","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0179011""","Alternative Special Education Program (ASEP)","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","White",430,"35.6%","56.4%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Asian",18,"*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Two or More Races",18,"*","*"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Hispanic/Latino of any race",148,"34.5%","53.7%"
"=""0170011""","Bristol School District","=""0175111""","Chippens Hill Middle School","Black or African American",46,"37.0%","55.5%"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","White","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0173411""","Chms Goal","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","White",78,"43.6%","72.4%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Hispanic/Latino of any race",28,"42.9%","72.4%"
"=""0170011""","Bristol School District","=""0170311""","Edgewood School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","White",66,"42.4%","61.1%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Two or More Races",8,"*","*"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Hispanic/Latino of any race",25,"44.0%","63.4%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","White",263,"44.5%","64.8%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Asian",15,"*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Two or More Races",13,"*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Hispanic/Latino of any race",121,"42.1%","67.9%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Black or African American",27,"51.9%","67.4%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","White",97,"51.5%","72.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Hispanic/Latino of any race",17,"*","*"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Black or African American",13,"*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","White",78,"43.6%","66.5%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Two or More Races",7,"*","*"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Hispanic/Latino of any race",22,"50.0%","71.6%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Black or African American","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","White",291,"46.7%","68.4%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Asian",11,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Two or More Races",9,"*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Hispanic/Latino of any race",64,"50.0%","66.1%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Black or African American",20,"50.0%","79.0%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","White","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Hispanic/Latino of any race","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","American Indian or Alaska Native","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","White",84,"44.0%","73.3%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Asian","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Two or More Races","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Hispanic/Latino of any race",32,"40.6%","68.1%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Black or African American",6,"*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","White","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","White",78,"42.3%","68.2%"
