"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-ELL","*","42.2%","68.3%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-ELL","*","41.1%","68.5%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-ELL","*","40.9%","59.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-ELL",704,"36.8%","56.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Non-ELL",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-ELL",90,"36.7%","55.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-ELL","*","34.6%","57.3%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-ELL","*","30.6%","58.3%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-ELL","*","38.1%","67.2%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Non-ELL",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-ELL","*","54.1%","78.4%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELL","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-ELL","*","36.0%","60.0%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELL","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-ELL","*","35.4%","68.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-ELL",303,"42.2%","62.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELL",38,"23.7%","33.2%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-ELL",441,"34.7%","52.5%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELL",17,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-ELL",141,"41.8%","69.8%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELL",38,"42.1%","52.5%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-ELL",419,"40.6%","57.2%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELL",26,"30.8%","53.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-ELL",157,"47.1%","72.5%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELL",28,"25.0%","62.7%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-ELL",152,"36.8%","64.5%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELL",16,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-ELL",101,"43.6%","76.0%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELL",35,"31.4%","62.4%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-ELL",152,"33.6%","63.1%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELL",45,"33.3%","59.3%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-ELL",155,"33.5%","63.2%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELL",95,"28.4%","47.4%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-ELL",641,"37.3%","54.3%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELL",40,"35.0%","56.9%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-ELL",383,"53.0%","74.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELL",23,"26.1%","58.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-ELL",150,"25.3%","53.3%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELL",34,"52.9%","72.7%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-ELL",650,"36.2%","55.7%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELL",28,"60.7%","72.8%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-ELL",167,"47.3%","73.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELL",18,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-ELL",181,"43.6%","73.1%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELL",28,"32.1%","62.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-ELL",158,"43.0%","73.4%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELL",74,"36.5%","52.5%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-ELL",443,"39.5%","58.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELL",15,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-ELL",175,"54.9%","79.4%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-ELL",226,"45.6%","66.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-ELL",78,"64.1%","87.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELL","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-ELL","*","47.8%","65.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELL","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-ELL","*","44.0%","65.6%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-ELL",71,"43.7%","78.9%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-ELL",193,"41.5%","70.0%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELL",13,"*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-ELL",500,"27.2%","43.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-ELL",213,"54.9%","76.4%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-ELL","*","29.9%","52.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELL",15,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-ELL",510,"33.5%","49.4%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Non-ELL",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-ELL","*","61.9%","81.7%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Non-ELL","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-ELL",172,"62.8%","85.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELL",20,"50.0%","85.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-ELL",219,"59.8%","83.4%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELL",6,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-ELL",289,"64.4%","87.3%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELL",10,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-ELL",134,"47.0%","73.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELL","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-ELL","*","32.0%","59.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELL","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-ELL","*","48.1%","65.9%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELL","*","*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-ELL","*","50.0%","71.1%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELL","*","*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-ELL","*","37.0%","53.8%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELL","*","*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-ELL","*","42.8%","68.7%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELL","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-ELL","*","31.7%","48.8%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELL","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-ELL","*","20.0%","45.7%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-ELL",297,"29.0%","49.6%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-ELL",358,"43.3%","69.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELL","*","*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-ELL","*","51.9%","70.5%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELL","*","*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-ELL","*","47.7%","77.0%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELL",11,"*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-ELL",96,"25.0%","48.8%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELL",8,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-ELL",72,"37.5%","68.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELL",16,"*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-ELL",209,"33.0%","57.8%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELL",31,"16.1%","23.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-ELL",826,"30.4%","49.2%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELL",13,"*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-ELL",101,"31.7%","56.9%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELL","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-ELL","*","19.8%","33.8%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-ELL",164,"65.2%","90.1%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-ELL","*","61.0%","82.5%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-ELL","*","43.8%","70.5%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELL",6,"*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-ELL",681,"79.3%","94.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-ELL",124,"62.9%","86.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-ELL","*","74.9%","92.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-ELL","*","65.7%","88.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-ELL","*","59.8%","81.6%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Non-ELL","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-ELL",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELL","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-ELL","*","61.6%","86.1%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-ELL",67,"50.7%","81.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Non-ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-ELL",65,"66.2%","93.1%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-ELL",76,"48.7%","79.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-ELL",75,"49.3%","77.1%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELL",13,"*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-ELL",603,"33.8%","53.8%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-ELL",142,"49.3%","74.7%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Non-ELL",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELL",19,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-ELL",664,"35.1%","55.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Non-ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELL",17,"*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-ELL",643,"33.7%","53.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELL",22,"45.5%","73.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-ELL",141,"37.6%","69.0%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELL",21,"52.4%","77.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-ELL",200,"37.5%","64.0%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELL",12,"*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-ELL",193,"40.4%","67.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-ELL","*","58.4%","84.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELL",22,"31.8%","53.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-ELL",166,"26.5%","53.9%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Non-ELL",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-ELL",81,"19.8%","46.0%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-ELL",113,"21.2%","49.2%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-ELL",228,"39.0%","60.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELL",14,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-ELL",113,"23.9%","55.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-ELL",175,"35.4%","56.8%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Non-ELL","*","18.2%","32.1%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELL",10,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-ELL",139,"43.9%","73.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-ELL",212,"26.4%","48.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELL",43,"25.6%","50.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-ELL",181,"33.1%","56.2%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-ELL",76,"36.8%","61.5%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-ELL",157,"36.9%","62.3%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELL",11,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-ELL",123,"20.3%","47.8%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELL",112,"30.4%","45.3%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-ELL",922,"27.2%","43.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELL",113,"32.7%","50.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-ELL",734,"26.4%","43.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-ELL",161,"36.0%","59.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-ELL","*","32.9%","52.8%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-ELL","*","43.3%","65.4%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-ELL",98,"21.4%","55.1%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-ELL",87,"33.3%","58.6%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-ELL",67,"38.8%","66.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-ELL",304,"28.3%","46.0%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-ELL","*","22.1%","49.8%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELL",127,"29.9%","48.9%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-ELL",742,"31.9%","48.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELL",9,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-ELL",80,"31.3%","65.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELL",10,"*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-ELL",616,"45.6%","62.4%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-ELL","*","55.7%","83.0%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-ELL","*","36.8%","65.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-ELL","*","55.7%","80.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELL","*","*","*"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-ELL","*","31.5%","58.5%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELL",6,"*","*"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-ELL",213,"30.0%","56.3%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELL",8,"*","*"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-ELL",626,"41.1%","61.4%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-ELL","*","55.6%","78.0%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Non-ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-ELL","*","65.1%","88.7%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-ELL",400,"45.0%","62.0%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-ELL",157,"59.9%","80.1%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-ELL",81,"39.5%","69.2%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELL",12,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-ELL",156,"62.2%","89.1%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELL",22,"22.7%","39.7%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-ELL",849,"41.1%","59.1%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-ELL","*","66.3%","88.7%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-ELL","*","55.3%","77.3%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELL",24,"29.2%","50.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-ELL",785,"35.7%","52.2%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","ELL",13,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-ELL",94,"54.3%","76.3%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Non-ELL",123,"39.8%","66.2%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Non-ELL",121,"76.9%","94.6%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","ELL",10,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Non-ELL",148,"37.8%","63.8%"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Non-ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Non-ELL","*","68.8%","92.5%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","ELL",74,"39.2%","65.2%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Non-ELL",747,"45.2%","68.1%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Non-ELL","*","50.0%","79.3%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Non-ELL","*","30.8%","69.6%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","ELL",51,"43.1%","53.6%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Non-ELL",711,"48.4%","66.3%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","ELL",25,"28.0%","70.5%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Non-ELL",64,"54.7%","86.5%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","ELL",10,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Non-ELL",71,"43.7%","73.3%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","ELL",15,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Non-ELL",64,"62.5%","89.6%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Non-ELL","*","64.3%","88.3%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Non-ELL","*","59.3%","80.3%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","ELL","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Non-ELL","*","47.4%","71.0%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","ELL","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Non-ELL","*","45.4%","62.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Non-ELL","*","45.2%","61.4%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Non-ELL","*","60.8%","83.8%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","ELL","*","*","*"
