"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Male",82,"64.6%","85.4%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Female",57,"52.6%","75.3%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Male",59,"67.8%","93.4%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Female",65,"56.9%","81.8%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Male",58,"75.9%","92.4%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Female",75,"58.7%","83.9%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Male",69,"46.4%","68.3%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Female",76,"55.3%","77.3%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Male",59,"28.8%","63.7%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Female",62,"24.2%","55.8%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Male",158,"20.9%","36.2%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Female",137,"23.4%","44.0%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Male",49,"24.5%","48.9%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Female",53,"17.0%","38.6%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Male",91,"38.5%","55.4%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Female",100,"54.0%","73.5%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Male",65,"52.3%","76.6%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Female",52,"61.5%","84.9%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Male",211,"34.1%","53.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Female",178,"30.3%","51.5%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Male",137,"50.4%","75.1%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Female",126,"46.8%","76.0%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Male",209,"27.3%","41.8%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Female",171,"22.2%","40.3%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Male",40,"27.5%","50.1%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Female",46,"21.7%","51.6%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Male",54,"18.5%","43.9%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Female",53,"28.3%","53.3%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Male",45,"11.1%","49.5%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Female",47,"17.0%","35.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Male",93,"23.7%","51.9%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Female",78,"34.6%","63.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Male",497,"29.0%","45.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Female",477,"28.9%","48.5%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Male",55,"18.2%","46.0%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Female",52,"30.8%","55.6%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Male",29,"27.6%","42.9%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Female",42,"42.9%","65.0%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Male",39,"25.6%","61.5%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Female",42,"33.3%","64.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Male",96,"12.5%","37.5%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Female",85,"17.6%","39.2%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Male",35,"37.1%","64.4%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Female",32,"43.8%","74.7%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Male",93,"18.3%","31.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Female",98,"25.5%","39.5%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Male","*","35.7%","49.6%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Female","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Male",104,"43.3%","70.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Female",106,"35.8%","60.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Male",54,"51.9%","76.7%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Female",68,"55.9%","86.4%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Male",43,"20.9%","59.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Female",54,"42.6%","67.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Male",277,"32.5%","50.4%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Female",256,"38.3%","58.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Male",44,"45.5%","70.3%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Female",49,"16.3%","49.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Male",399,"48.9%","67.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Female",377,"49.3%","67.8%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Male",46,"50.0%","75.3%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Female",39,"48.7%","80.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Male",28,"64.3%","95.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Female",27,"63.0%","85.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Male",23,"60.9%","86.3%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Female",17,"*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Male","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Male",181,"35.4%","57.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Female",162,"30.2%","54.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Male","*","25.0%","41.4%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Female","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Male",36,"52.8%","70.8%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Female",31,"41.9%","66.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Male",153,"61.4%","77.7%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Female",130,"68.5%","86.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Male",110,"65.5%","92.5%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Female",102,"72.5%","91.4%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Male","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Male",27,"48.1%","81.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Female",34,"41.2%","79.8%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Male",20,"45.0%","78.2%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Female",22,"36.4%","60.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Male",218,"45.0%","65.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Female",181,"44.8%","65.7%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Male",205,"49.3%","68.0%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Female",215,"47.9%","68.9%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Male",51,"66.7%","93.6%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Female",38,"52.6%","82.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Male",125,"44.0%","61.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Female",185,"48.1%","71.8%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Male",105,"42.9%","61.9%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Female",108,"39.8%","64.2%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Male",119,"51.3%","78.7%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Female",134,"48.5%","75.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Male",492,"29.3%","49.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Female",493,"32.5%","54.4%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Male","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Male",122,"27.0%","59.2%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Female",121,"28.1%","61.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Male",93,"61.3%","78.3%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Female",89,"56.2%","86.0%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Male",64,"62.5%","90.4%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Female",64,"56.3%","78.1%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Male",55,"70.9%","92.5%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Female",49,"44.9%","76.3%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Male",428,"46.0%","62.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Female",398,"47.7%","67.1%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Male",45,"55.6%","83.2%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Female",78,"50.0%","71.8%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Male",76,"56.6%","86.5%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Female",49,"57.1%","86.6%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Male",68,"58.8%","89.6%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Female",70,"54.3%","83.7%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Male",72,"47.2%","68.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Female",77,"53.2%","76.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Male",76,"44.7%","69.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Female",82,"43.9%","69.0%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Male",89,"43.8%","75.9%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Female",87,"49.4%","77.9%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Male",73,"63.0%","90.9%"
