"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA","Not Eligible For Lunch",74,2513,2565,52,"50.0%","72.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","Not Eligible For Lunch",74,2528,2551,23,"35.1%","57.1%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","Not Eligible For Lunch",80,2440,2490,50,"38.8%","66.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","Not Eligible For Lunch",80,2437,2488,52,"41.3%","74.7%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Eligible For Lunch",14,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Not Eligible For Lunch",93,2500,2550,50,"47.3%","72.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Eligible For Lunch",14,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Not Eligible For Lunch",93,2504,2530,26,"28.0%","59.4%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Not Eligible For Lunch","*",2434,2512,78,"64.7%","88.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Not Eligible For Lunch","*",2422,2518,96,"91.2%","100.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Not Eligible For Lunch",45,2496,2573,77,"64.4%","85.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Not Eligible For Lunch",45,2504,2544,39,"51.1%","74.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Not Eligible For Lunch","*",2436,2506,70,"60.0%","85.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Not Eligible For Lunch","*",2457,2512,54,"51.1%","81.4%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Not Eligible For Lunch",50,2533,2577,44,"52.0%","74.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Not Eligible For Lunch",50,2538,2595,56,"74.0%","90.8%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Not Eligible For Lunch","*",2537,2553,15,"39.0%","53.4%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Not Eligible For Lunch","*",2513,2546,33,"49.2%","71.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Eligible For Lunch",33,2516,2550,34,"48.5%","68.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Not Eligible For Lunch",143,2558,2596,38,"59.4%","76.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Eligible For Lunch",33,2503,2523,20,"15.2%","47.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Not Eligible For Lunch",143,2530,2564,34,"53.8%","74.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Eligible For Lunch",50,2531,2565,34,"38.0%","62.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Not Eligible For Lunch",181,2573,2611,37,"56.4%","73.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Eligible For Lunch",50,2483,2506,23,"42.0%","59.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Not Eligible For Lunch",180,2538,2579,41,"54.4%","77.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Eligible For Lunch",52,2567,2600,33,"50.0%","60.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Not Eligible For Lunch",154,2593,2633,40,"55.8%","75.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Eligible For Lunch",52,2515,2562,48,"61.5%","78.2%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Not Eligible For Lunch",155,2555,2595,40,"63.2%","79.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Eligible For Lunch",39,2419,2465,46,"41.0%","65.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Not Eligible For Lunch",158,2464,2509,46,"45.6%","69.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Eligible For Lunch",39,2402,2473,72,"59.0%","85.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Not Eligible For Lunch",159,2433,2508,74,"69.2%","94.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Eligible For Lunch",48,2453,2500,47,"52.1%","67.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Not Eligible For Lunch",151,2511,2553,41,"46.4%","68.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Eligible For Lunch",48,2442,2487,44,"54.2%","74.4%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Not Eligible For Lunch",150,2494,2548,54,"68.0%","88.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Eligible For Lunch",58,2460,2497,38,"27.6%","60.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Not Eligible For Lunch",55,2478,2511,32,"21.8%","52.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Eligible For Lunch",58,2419,2454,35,"39.7%","65.6%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Not Eligible For Lunch",55,2447,2476,29,"34.5%","65.0%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Eligible For Lunch",54,2489,2527,38,"50.0%","70.6%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Not Eligible For Lunch",37,2490,2529,39,"40.5%","67.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Eligible For Lunch",54,2450,2517,67,"68.5%","87.8%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Not Eligible For Lunch",37,2456,2529,73,"70.3%","86.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Eligible For Lunch",48,2514,2528,14,"25.0%","39.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Not Eligible For Lunch",40,2526,2538,12,"25.0%","39.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Eligible For Lunch",49,2498,2512,14,"30.6%","49.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Not Eligible For Lunch",40,2497,2536,39,"45.0%","67.7%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Eligible For Lunch",47,2499,2530,31,"48.9%","64.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Not Eligible For Lunch",44,2535,2570,35,"38.6%","68.3%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Eligible For Lunch",47,2483,2497,14,"31.9%","45.8%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Not Eligible For Lunch",44,2510,2533,23,"43.2%","61.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Eligible For Lunch",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Eligible For Lunch",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Eligible For Lunch",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Not Eligible For Lunch",20,2554,2603,49,"60.0%","83.1%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Eligible For Lunch",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Not Eligible For Lunch",20,2516,2517,1,"25.0%","33.6%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Eligible For Lunch",56,2407,2452,45,"28.6%","59.3%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Not Eligible For Lunch",41,2426,2474,47,"36.6%","64.9%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Eligible For Lunch",57,2374,2437,62,"50.9%","78.5%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Not Eligible For Lunch",41,2402,2454,52,"43.9%","77.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA","Not Eligible For Lunch",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math","Not Eligible For Lunch",43,2483,2547,63,"67.4%","95.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Not Eligible For Lunch",56,2517,2560,43,"55.4%","73.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Not Eligible For Lunch",56,2514,2536,22,"44.6%","62.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Not Eligible For Lunch",53,2575,2607,32,"58.5%","72.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Not Eligible For Lunch",53,2556,2596,40,"56.6%","77.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Eligible For Lunch",12,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Not Eligible For Lunch",48,2567,2608,42,"56.3%","78.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Eligible For Lunch",12,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Not Eligible For Lunch",48,2553,2596,42,"54.2%","76.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Not Eligible For Lunch",39,2582,2633,51,"64.1%","79.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Not Eligible For Lunch",39,2598,2607,9,"30.8%","43.4%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Not Eligible For Lunch",23,2466,2500,34,"30.4%","66.7%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math","Not Eligible For Lunch",23,2449,2486,37,"43.5%","67.7%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Math","Eligible For Lunch","*","*","*","*","*","*"
