"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School","Non-Special Education",110,"70.9%","92.8%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","Special Education",39,"33.3%","50.9%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy","Non-Special Education",436,"34.4%","50.9%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","Special Education",25,"36.0%","60.3%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School","Non-Special Education",151,"66.2%","85.7%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","Special Education",17,"*","*"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School","Non-Special Education",117,"58.1%","83.6%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Special Education",162,"57.4%","74.5%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School","Non-Special Education",941,"75.2%","89.8%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Special Education",20,"55.0%","81.5%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School","Non-Special Education",119,"60.5%","81.2%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Special Education",16,"*","*"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School","Non-Special Education",108,"65.7%","88.5%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Special Education",6,"*","*"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School","Non-Special Education",127,"66.1%","87.9%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Special Education",24,"50.0%","61.9%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School","Non-Special Education",121,"51.2%","75.2%"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Special Education",17,"*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School","Non-Special Education",104,"28.8%","62.2%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Special Education",37,"21.6%","34.3%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School","Non-Special Education",258,"22.1%","40.6%"
"=""0370011""","Derby School District","=""0370411""","Irving School","Special Education",16,"*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School","Non-Special Education",86,"19.8%","43.2%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Special Education",23,"47.8%","61.2%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School","Non-Special Education",168,"46.4%","65.4%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Special Education",14,"*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Non-Special Education",103,"60.2%","84.6%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Special Education",42,"16.7%","31.7%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Non-Special Education",347,"34.3%","54.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Special Education",17,"*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Non-Special Education",246,"50.4%","77.2%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Special Education",36,"36.1%","48.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Non-Special Education",344,"23.8%","40.4%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Special Education",15,"*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Non-Special Education",71,"25.4%","52.1%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Special Education",12,"*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Non-Special Education",95,"23.2%","48.2%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Special Education",18,"*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Non-Special Education",74,"8.1%","38.6%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Special Education",16,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Non-Special Education",155,"28.4%","57.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Special Education",140,"27.9%","41.8%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Non-Special Education",834,"29.1%","47.9%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Special Education",8,"*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Non-Special Education",99,"21.2%","48.8%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Non-Special Education",60,"40.0%","57.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Special Education",11,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Non-Special Education",70,"31.4%","66.0%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Special Education",30,"30.0%","44.9%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Non-Special Education",151,"11.9%","37.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Special Education",13,"*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Non-Special Education",54,"42.6%","73.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Special Education",28,"25.0%","37.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Non-Special Education",163,"21.5%","35.4%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Special Education",45,"37.8%","51.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Special Education",24,"33.3%","54.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Non-Special Education",186,"40.3%","66.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Non-Special Education",107,"56.1%","82.4%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Special Education",12,"*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Non-Special Education",85,"36.5%","68.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Special Education",62,"25.8%","42.5%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Non-Special Education",471,"36.5%","55.5%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Special Education",15,"*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Non-Special Education",78,"25.6%","57.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Special Education",84,"34.5%","56.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Non-Special Education",692,"50.9%","69.2%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Special Education",12,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Non-Special Education",73,"49.3%","78.8%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Special Education",9,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Non-Special Education",46,"65.2%","90.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Special Education","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Non-Special Education","*","68.6%","90.8%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Special Education","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Special Education",46,"28.3%","52.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Non-Special Education",297,"33.7%","56.8%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Special Education",26,"23.1%","40.2%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Special Education",15,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Non-Special Education",52,"53.8%","76.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Special Education",25,"56.0%","69.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Non-Special Education",258,"65.5%","82.9%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Special Education",26,"50.0%","73.2%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Non-Special Education",186,"71.5%","94.6%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Special Education","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Special Education",8,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Non-Special Education",53,"47.2%","82.6%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Special Education","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Non-Special Education","*","40.5%","69.5%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Special Education",41,"41.5%","62.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Non-Special Education",358,"45.3%","65.7%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Special Education",40,"47.5%","60.2%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Non-Special Education",380,"48.7%","69.3%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Special Education",10,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Non-Special Education",79,"62.0%","89.6%"
