"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","ELA","Female",58,"36.2%","54.7%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Male",50,"42.0%","75.3%"
"=""0170011""","Bristol School District","=""0171411""","Ellen P. Hubbell School","Math","Female",61,"39.3%","71.5%"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","ELA","Male","*","*","*"
"=""0170011""","Bristol School District","=""0170911""","Greene-Hills GOAL","Math","Male","*","*","*"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Male",210,"40.5%","64.7%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","ELA","Female",229,"45.9%","66.1%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Male",212,"41.5%","62.8%"
"=""0170011""","Bristol School District","=""0170511""","Greene-Hills School","Math","Female",230,"36.1%","63.1%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Male",68,"45.6%","67.4%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","ELA","Female",64,"45.3%","66.1%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Male",69,"46.4%","66.3%"
"=""0170011""","Bristol School District","=""0171911""","Ivy Drive School","Math","Female",65,"46.2%","77.2%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Male",56,"37.5%","59.0%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","ELA","Female",61,"52.5%","73.1%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Male",56,"41.1%","70.9%"
"=""0170011""","Bristol School District","=""0171711""","Mountain View School","Math","Female",62,"37.1%","67.2%"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","ELA","Male","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","ELA","Female","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Math","Male","*","*","*"
"=""0170011""","Bristol School District","=""0172811""","Northeast MS/GOAL","Math","Female","*","*","*"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Male",201,"49.8%","70.4%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","ELA","Female",194,"46.9%","67.8%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Male",201,"51.2%","72.4%"
"=""0170011""","Bristol School District","=""0175211""","Northeast Middle School","Math","Female",195,"43.1%","62.3%"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","ELA","Male","*","*","*"
"=""0170011""","Bristol School District","=""0173111""","South Side GOAL","Math","Male","*","*","*"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Male",67,"41.8%","69.5%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","ELA","Female",58,"43.1%","71.5%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Male",67,"35.8%","61.2%"
"=""0170011""","Bristol School District","=""0171111""","South Side School","Math","Female",58,"34.5%","52.9%"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","ELA","Male","*","*","*"
"=""0170011""","Bristol School District","=""0173211""","Stafford Autism","Math","Male","*","*","*"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Male",66,"45.5%","67.1%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","ELA","Female",75,"37.3%","67.5%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Male",67,"53.7%","76.7%"
"=""0170011""","Bristol School District","=""0171211""","Stafford School","Math","Female",75,"48.0%","78.9%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Male",245,"44.1%","66.2%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","ELA","Female",215,"47.4%","71.4%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Male",245,"42.4%","65.1%"
"=""0170011""","Bristol School District","=""0172011""","West Bristol School","Math","Female",219,"49.3%","70.4%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Male",99,"33.3%","60.9%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","ELA","Female",105,"40.0%","63.2%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Male",98,"32.7%","66.6%"
"=""0180011""","Brookfield School District","=""0180411""","Huckleberry Hill Elementary School","Math","Female",105,"35.2%","59.1%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Male",391,"42.7%","62.0%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","ELA","Female",362,"48.3%","65.4%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Male",392,"49.7%","69.4%"
"=""0180011""","Brookfield School District","=""0185311""","Whisconier Middle School","Math","Female",362,"47.8%","69.4%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Male",35,"51.4%","76.6%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","ELA","Female",37,"67.6%","89.3%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Male",36,"55.6%","85.5%"
"=""0190011""","Brooklyn School District","=""0190111""","Brooklyn Elementary School","Math","Female",37,"45.9%","78.9%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Male",169,"43.8%","63.6%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","ELA","Female",182,"48.9%","68.2%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Male",169,"30.8%","50.1%"
"=""0190011""","Brooklyn School District","=""0195111""","Brooklyn Middle School","Math","Female",181,"40.9%","57.5%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Male",18,"*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","ELA","Female",21,"57.1%","76.4%"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Male",18,"*","*"
"=""0210011""","Canaan School District","=""0210111""","Lee H. Kellogg School","Math","Female",21,"33.3%","58.6%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Male",15,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","ELA","Female",21,"52.4%","76.4%"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Male",15,"*","*"
"=""0220011""","Canterbury School District","=""0220211""","Canterbury Elementary School","Math","Female",21,"52.4%","84.0%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Male",125,"43.2%","65.0%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","ELA","Female",87,"47.1%","67.4%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Male",125,"44.0%","62.9%"
"=""0220011""","Canterbury School District","=""0225111""","Dr. Helen Baldwin Middle School","Math","Female",87,"40.2%","67.3%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Male",189,"42.9%","65.7%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","ELA","Female",183,"59.6%","79.4%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Male",189,"48.1%","73.8%"
"=""0230011""","Canton School District","=""0230311""","Canton Intermediate School","Math","Female",183,"54.6%","75.6%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Male",128,"48.4%","68.7%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","ELA","Female",142,"54.2%","69.3%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Male",128,"59.4%","76.0%"
"=""0230011""","Canton School District","=""0235111""","Canton Middle School","Math","Female",142,"61.3%","82.0%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Male",49,"38.8%","60.6%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","ELA","Female",39,"30.8%","51.9%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Male",48,"10.4%","24.7%"
"=""2970013""","Capital Preparatory Harbor School Inc. District","=""2970113""","Capital Preparatory Harbor School Inc.","Math","Female",39,"17.9%","40.1%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Male",237,"32.1%","52.7%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","ELA","Female",90,"38.9%","56.6%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Male",224,"34.4%","50.5%"
"=""2410014""","Capitol Region Education Council","=""2415114""","Academy of Aerospace and Engineering","Math","Female",87,"42.5%","61.3%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Male",22,"22.7%","58.4%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","ELA","Female",12,"*","*"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Male",22,"36.4%","66.1%"
"=""2410014""","Capitol Region Education Council","=""2418114""","Discovery Academy","Math","Female",12,"*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Male","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","ELA","Female","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419214""","Farmington Valley Regional Diagnostic Center","Math","Male","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Male",70,"47.1%","79.9%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","ELA","Female",57,"52.6%","73.9%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Male",70,"41.4%","72.6%"
"=""2410014""","Capitol Region Education Council","=""2410114""","Glastonbury/East Hartford Magnet School","Math","Female",57,"50.9%","79.5%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Male",96,"31.3%","53.1%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","ELA","Female",200,"49.0%","68.2%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Male",91,"37.4%","53.2%"
"=""2410014""","Capitol Region Education Council","=""2415314""","Greater Hartford Academy of the Arts Magnet Middle","Math","Female",198,"43.4%","64.9%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Male",66,"50.0%","72.9%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","ELA","Female",52,"40.4%","66.5%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Male",66,"42.4%","66.7%"
"=""2410014""","Capitol Region Education Council","=""2410414""","International Magnet School for Global Citizenship","Math","Female",52,"38.5%","69.7%"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","ELA","Male","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","ELA","Female","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419014""","John J. Allison Polaris Center","Math","Female","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Male",59,"33.9%","58.9%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","ELA","Female",136,"44.1%","67.7%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Male",59,"25.4%","38.8%"
"=""2410014""","Capitol Region Education Council","=""2416514""","Medical Professions and Teacher Preparation Academy","Math","Female",137,"21.9%","44.6%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Male",133,"43.6%","62.7%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","ELA","Female",162,"42.0%","60.8%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Male",132,"27.3%","51.1%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies","Math","Female",162,"38.3%","59.0%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School","ELA","Male",50,"40.0%","64.1%"
