"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School","Non-High Needs",89,"58.4%","83.4%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","High Needs",87,"21.8%","40.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School","Non-High Needs",302,"35.4%","55.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","High Needs",49,"38.8%","66.8%"
"=""0420011""","East Hampton School District","=""0420311""","Center School","Non-High Needs",214,"50.9%","77.6%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","High Needs",81,"24.7%","41.2%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School","Non-High Needs",299,"25.1%","41.1%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","High Needs",65,"23.1%","50.5%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School","Non-High Needs",21,"28.6%","52.3%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","High Needs",76,"26.3%","47.9%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School","Non-High Needs",31,"16.1%","50.0%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","High Needs",75,"14.7%","42.7%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School","Non-High Needs",17,"*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","High Needs",98,"24.5%","51.7%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School","Non-High Needs",73,"34.2%","64.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","High Needs",718,"29.8%","47.3%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Non-High Needs",256,"26.6%","46.2%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","High Needs",57,"19.3%","46.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Non-High Needs",50,"30.0%","55.2%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","High Needs",59,"37.3%","56.5%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Non-High Needs",12,"*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","High Needs",52,"26.9%","65.3%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Non-High Needs",29,"34.5%","59.5%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","High Needs",121,"18.2%","42.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Non-High Needs",60,"8.3%","29.5%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","High Needs",56,"42.9%","68.3%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Non-High Needs",11,"*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","High Needs",141,"22.0%","33.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Non-High Needs",50,"22.0%","41.1%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","High Needs",45,"37.8%","51.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","High Needs",81,"44.4%","65.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Non-High Needs",129,"36.4%","65.4%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","High Needs",59,"61.0%","88.6%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Non-High Needs",63,"47.6%","76.0%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","High Needs",61,"26.2%","57.8%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Non-High Needs",36,"44.4%","75.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","High Needs",340,"31.5%","51.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Non-High Needs",193,"42.0%","58.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","High Needs",61,"32.8%","60.3%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Non-High Needs",32,"25.0%","57.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","High Needs",199,"36.2%","58.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Non-High Needs",577,"53.6%","71.0%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","High Needs",24,"29.2%","60.5%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Non-High Needs",61,"57.4%","84.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","High Needs",21,"52.4%","84.9%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Non-High Needs",34,"70.6%","94.1%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","High Needs",12,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Non-High Needs",28,"67.9%","91.3%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","High Needs","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","High Needs",172,"29.7%","51.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Non-High Needs",171,"36.3%","60.7%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","High Needs",26,"23.1%","40.2%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","High Needs",23,"43.5%","63.0%"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Non-High Needs",44,"50.0%","71.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","High Needs",37,"56.8%","68.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Non-High Needs",246,"65.9%","83.7%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","High Needs",37,"48.6%","73.3%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Non-High Needs",175,"73.1%","95.9%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","High Needs","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","High Needs",15,"*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Non-High Needs",46,"45.7%","81.2%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","High Needs",8,"*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Non-High Needs",34,"41.2%","70.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","High Needs",67,"35.8%","59.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Non-High Needs",332,"46.7%","66.6%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","High Needs",73,"41.1%","54.3%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Non-High Needs",347,"50.1%","71.4%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","High Needs",14,"*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Non-High Needs",75,"61.3%","89.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","High Needs",255,"44.3%","64.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Non-High Needs",55,"56.4%","80.3%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","High Needs",94,"38.3%","59.2%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Non-High Needs",119,"43.7%","66.2%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","High Needs",119,"46.2%","75.3%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Non-High Needs",134,"53.0%","78.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","High Needs",424,"29.0%","51.0%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Non-High Needs",561,"32.3%","53.0%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","High Needs","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","High Needs",108,"22.2%","59.6%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Non-High Needs",135,"31.9%","60.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","High Needs",36,"52.8%","79.7%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Non-High Needs",146,"60.3%","82.7%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","High Needs",16,"*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Non-High Needs",112,"60.7%","86.2%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","High Needs",19,"*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Non-High Needs",85,"57.6%","85.9%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","High Needs",128,"43.0%","57.8%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Non-High Needs",698,"47.6%","65.8%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","High Needs",31,"35.5%","65.8%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Non-High Needs",92,"57.6%","79.4%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","High Needs",24,"54.2%","84.3%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Non-High Needs",101,"57.4%","87.1%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","High Needs",61,"44.3%","81.2%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Non-High Needs",77,"66.2%","90.9%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","High Needs",24,"25.0%","40.3%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Non-High Needs",125,"55.2%","79.1%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","High Needs",21,"28.6%","49.2%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Non-High Needs",137,"46.7%","72.3%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","High Needs",22,"31.8%","61.2%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Non-High Needs",154,"48.7%","79.1%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","High Needs",16,"*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Non-High Needs",124,"62.9%","90.0%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","High Needs",102,"39.2%","58.1%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Non-High Needs",662,"55.0%","73.3%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","High Needs",21,"71.4%","85.0%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Non-High Needs",131,"56.5%","81.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","High Needs",19,"*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Non-High Needs",146,"46.6%","73.6%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","High Needs",156,"25.6%","43.1%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Non-High Needs",480,"40.8%","59.3%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","High Needs",12,"*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Non-High Needs",82,"80.5%","97.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","High Needs",115,"51.3%","68.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Non-High Needs",476,"70.6%","86.1%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","High Needs",15,"*","*"
