"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","White","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","Two or More Races",13,"*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","Hispanic/Latino of any race",26,"46.2%","71.3%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School","Math","Black or African American",157,"52.9%","75.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","ELA","White","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","ELA","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","ELA","Two or More Races",6,"*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","ELA","Hispanic/Latino of any race",14,"*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","ELA","Black or African American",157,"32.5%","51.1%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","Math","White","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","Math","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","Math","Two or More Races",6,"*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","Math","Hispanic/Latino of any race",15,"*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School","Math","Black or African American",157,"39.5%","57.8%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","American Indian or Alaska Native","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","White",23,"60.9%","75.5%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","Two or More Races","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","Hispanic/Latino of any race",15,"*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","ELA","Black or African American",39,"46.2%","65.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","American Indian or Alaska Native","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","White",23,"34.8%","51.1%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","Two or More Races","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","Hispanic/Latino of any race",15,"*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School","Math","Black or African American",39,"33.3%","51.7%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","ELA","White","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","ELA","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","ELA","Two or More Races",8,"*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","ELA","Hispanic/Latino of any race",9,"*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","ELA","Black or African American",77,"31.2%","65.1%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","Math","White","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","Math","Asian","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","Math","Two or More Races",8,"*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","Math","Hispanic/Latino of any race",9,"*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School","Math","Black or African American",78,"50.0%","77.3%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","ELA","White",234,"61.5%","80.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","ELA","Asian","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","ELA","Two or More Races","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","ELA","Hispanic/Latino of any race",19,"*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","ELA","Black or African American",23,"30.4%","51.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","Math","White",234,"53.0%","70.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","Math","Asian","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","Math","Two or More Races","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","Math","Hispanic/Latino of any race",19,"*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School","Math","Black or African American",23,"34.8%","73.5%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","ELA","White",92,"37.0%","57.9%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","ELA","Asian","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","ELA","Black or African American",8,"*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","Math","White",92,"42.4%","69.5%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","Math","Asian","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","Math","Hispanic/Latino of any race","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School","Math","Black or African American",8,"*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","ELA","White",654,"42.0%","60.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","ELA","Asian",60,"40.0%","56.1%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","ELA","Two or More Races",14,"*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","ELA","Hispanic/Latino of any race",83,"31.3%","56.1%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","ELA","Black or African American",30,"50.0%","56.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","Math","White",653,"41.2%","60.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","Math","Asian",60,"50.0%","69.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","Math","Two or More Races",14,"*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","Math","Hispanic/Latino of any race",84,"31.0%","51.8%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School","Math","Black or African American",30,"33.3%","45.7%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","American Indian or Alaska Native","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","White",44,"47.7%","65.1%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","Asian","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","ELA","Black or African American","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","American Indian or Alaska Native","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","White",44,"27.3%","64.9%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","Asian","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","Hispanic/Latino of any race",8,"*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School","Math","Black or African American","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","American Indian or Alaska Native","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","White",52,"75.0%","95.9%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","Asian","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","Hispanic/Latino of any race","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","ELA","Black or African American","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","American Indian or Alaska Native","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","White",52,"75.0%","98.2%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","Asian","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","Hispanic/Latino of any race","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School","Math","Black or African American","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","ELA","White",55,"50.9%","69.0%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","ELA","Asian",13,"*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","ELA","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","ELA","Hispanic/Latino of any race",6,"*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","ELA","Black or African American","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","Math","White",54,"31.5%","63.2%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","Math","Asian",13,"*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","Math","Two or More Races","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","Math","Hispanic/Latino of any race",6,"*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School","Math","Black or African American","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy","ELA","American Indian or Alaska Native","*","*","*"
