"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Non-Special Education",99,2505,2553,48,"47.5%","71.1%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Non-Special Education",99,2506,2532,26,"29.3%","59.4%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Non-Special Education","*",2444,2518,74,"61.8%","86.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math","Non-Special Education","*",2429,2525,96,"91.2%","100.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA","Non-Special Education",44,2498,2571,72,"59.1%","81.5%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math","Non-Special Education",44,2507,2544,36,"47.7%","71.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA","Non-Special Education",40,2458,2525,67,"62.5%","84.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Special Education",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math","Non-Special Education",40,2472,2523,51,"47.5%","78.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA","Non-Special Education",50,2534,2580,46,"56.0%","76.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math","Non-Special Education",50,2543,2599,56,"72.0%","90.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA","Non-Special Education",53,2549,2564,15,"41.5%","54.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math","Non-Special Education",53,2521,2554,33,"49.1%","70.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Special Education",15,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA","Non-Special Education",161,2556,2594,38,"59.6%","77.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Special Education",15,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math","Non-Special Education",161,2529,2564,35,"48.4%","71.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Special Education",31,2494,2525,31,"35.5%","59.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA","Non-Special Education",200,2575,2613,38,"55.0%","73.2%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Special Education",31,2439,2478,39,"38.7%","68.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math","Non-Special Education",199,2540,2576,37,"53.8%","74.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Special Education",20,2492,2545,53,"50.0%","71.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA","Non-Special Education",186,2597,2633,36,"54.8%","71.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Special Education",20,2449,2470,21,"50.0%","60.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math","Non-Special Education",187,2555,2599,44,"64.2%","80.8%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Special Education",17,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA","Non-Special Education",180,2464,2508,44,"45.0%","68.6%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Special Education",17,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math","Non-Special Education",181,2433,2506,73,"65.7%","91.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Special Education",19,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA","Non-Special Education",180,2508,2552,43,"48.9%","68.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Special Education",19,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math","Non-Special Education",179,2490,2542,52,"67.0%","86.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA","Non-Special Education",100,2480,2514,34,"27.0%","56.3%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math","Non-Special Education",100,2440,2475,35,"40.0%","69.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Special Education",23,2409,2448,39,"39.1%","63.8%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA","Non-Special Education",68,2517,2555,38,"48.5%","71.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Special Education",23,2383,2411,28,"39.1%","56.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math","Non-Special Education",68,2476,2560,84,"79.4%","97.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Special Education",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA","Non-Special Education",73,2542,2553,12,"27.4%","40.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Special Education",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math","Non-Special Education",74,2516,2544,28,"40.5%","62.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Special Education",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA","Non-Special Education",81,2526,2557,31,"44.4%","65.1%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Special Education",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math","Non-Special Education",81,2504,2522,18,"39.5%","54.8%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA","Non-Special Education","*",2499,2530,31,"45.0%","62.0%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math","Non-Special Education","*",2463,2467,4,"15.0%","42.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA","Non-Special Education","*",2498,2550,52,"52.2%","68.2%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math","Non-Special Education","*",2474,2501,27,"43.5%","54.9%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA","Non-Special Education","*",2558,2610,52,"55.2%","74.9%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math","Non-Special Education","*",2519,2521,2,"27.6%","37.8%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Special Education",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA","Non-Special Education",85,2427,2475,48,"34.1%","63.2%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Special Education",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math","Non-Special Education",86,2399,2455,57,"48.8%","78.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA","Non-Special Education",53,2472,2541,69,"62.3%","89.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math","Non-Special Education",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA","Non-Special Education",56,2533,2582,49,"60.7%","78.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math","Non-Special Education",56,2533,2551,19,"39.3%","58.8%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA","Non-Special Education",53,2583,2610,26,"56.6%","71.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math","Non-Special Education",53,2561,2595,35,"56.6%","73.3%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Special Education",11,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA","Non-Special Education",49,2578,2617,39,"59.2%","77.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Special Education",11,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math","Non-Special Education",49,2567,2607,40,"53.1%","74.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA","Non-Special Education",43,2579,2626,47,"60.5%","75.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Special Education",6,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math","Non-Special Education",43,2587,2597,10,"32.6%","47.1%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA","Non-Special Education","*",2409,2450,41,"30.0%","55.9%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math","Non-Special Education","*",2436,2463,27,"10.0%","48.8%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA","Non-Special Education",23,2478,2535,56,"47.8%","77.6%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math","Special Education",6,"*","*","*","*","*"
