"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0090011""","Bethel School District",6,"ELA","Not Eligible for Free/Reduced Lunch",143,2558,2596,38,"59.4%","76.1%"
"=""0090011""","Bethel School District",6,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0090011""","Bethel School District",6,"Math","Eligible for Free Lunch",26,2504,2524,20,"19.2%","48.4%"
"=""0090011""","Bethel School District",6,"Math","Not Eligible for Free/Reduced Lunch",143,2530,2564,34,"53.8%","74.0%"
"=""0090011""","Bethel School District",6,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0090011""","Bethel School District",7,"ELA","Eligible for Free Lunch",34,2536,2566,29,"35.3%","57.8%"
"=""0090011""","Bethel School District",7,"ELA","Not Eligible for Free/Reduced Lunch",181,2573,2611,37,"56.4%","73.9%"
"=""0090011""","Bethel School District",7,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0090011""","Bethel School District",7,"Math","Eligible for Free Lunch",34,2483,2509,26,"41.2%","59.6%"
"=""0090011""","Bethel School District",7,"Math","Not Eligible for Free/Reduced Lunch",180,2538,2579,41,"54.4%","77.3%"
"=""0090011""","Bethel School District",7,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0090011""","Bethel School District",8,"ELA","Eligible for Free Lunch",29,2566,2597,31,"48.3%","58.4%"
"=""0090011""","Bethel School District",8,"ELA","Not Eligible for Free/Reduced Lunch",154,2593,2633,40,"55.8%","75.7%"
"=""0090011""","Bethel School District",8,"ELA","Eligible for Reduced Lunch",23,2569,2604,35,"52.2%","62.7%"
"=""0090011""","Bethel School District",8,"Math","Eligible for Free Lunch",29,2510,2540,31,"51.7%","68.0%"
"=""0090011""","Bethel School District",8,"Math","Not Eligible for Free/Reduced Lunch",155,2555,2595,40,"63.2%","79.0%"
"=""0090011""","Bethel School District",8,"Math","Eligible for Reduced Lunch",23,2521,2590,69,"73.9%","91.0%"
"=""0110011""","Bloomfield School District",4,"ELA","Eligible for Free Lunch",47,2410,2453,42,"29.8%","59.7%"
"=""0110011""","Bloomfield School District",4,"ELA","Not Eligible for Free/Reduced Lunch",42,2423,2471,47,"35.7%","64.7%"
"=""0110011""","Bloomfield School District",4,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",4,"Math","Eligible for Free Lunch",48,2374,2440,66,"54.2%","80.8%"
"=""0110011""","Bloomfield School District",4,"Math","Not Eligible for Free/Reduced Lunch",42,2397,2451,54,"45.2%","78.2%"
"=""0110011""","Bloomfield School District",4,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"ELA","Eligible for Free Lunch",47,2450,2490,40,"29.8%","60.8%"
"=""0110011""","Bloomfield School District",5,"ELA","Not Eligible for Free/Reduced Lunch",55,2478,2511,32,"21.8%","52.4%"
"=""0110011""","Bloomfield School District",5,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"Math","Eligible for Free Lunch",47,2413,2450,38,"42.6%","67.4%"
"=""0110011""","Bloomfield School District",5,"Math","Not Eligible for Free/Reduced Lunch",55,2447,2476,29,"34.5%","65.0%"
"=""0110011""","Bloomfield School District",5,"Math","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",6,"ELA","Eligible for Free Lunch",57,2490,2526,36,"45.6%","65.0%"
"=""0110011""","Bloomfield School District",6,"ELA","Not Eligible for Free/Reduced Lunch",43,2491,2530,40,"44.2%","70.5%"
"=""0110011""","Bloomfield School District",6,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",6,"Math","Eligible for Free Lunch",57,2442,2493,50,"56.1%","76.1%"
"=""0110011""","Bloomfield School District",6,"Math","Not Eligible for Free/Reduced Lunch",43,2460,2525,65,"60.5%","82.5%"
"=""0110011""","Bloomfield School District",6,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"ELA","Eligible for Free Lunch",49,2498,2519,22,"30.6%","42.4%"
"=""0110011""","Bloomfield School District",7,"ELA","Not Eligible for Free/Reduced Lunch",58,2522,2543,21,"32.8%","47.3%"
"=""0110011""","Bloomfield School District",7,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"Math","Eligible for Free Lunch",50,2476,2492,16,"30.0%","48.3%"
"=""0110011""","Bloomfield School District",7,"Math","Not Eligible for Free/Reduced Lunch",58,2493,2531,38,"46.6%","66.6%"
"=""0110011""","Bloomfield School District",7,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",8,"ELA","Eligible for Free Lunch",48,2510,2545,34,"43.8%","58.6%"
"=""0110011""","Bloomfield School District",8,"ELA","Not Eligible for Free/Reduced Lunch",64,2541,2580,39,"45.3%","72.9%"
"=""0110011""","Bloomfield School District",8,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",8,"Math","Eligible for Free Lunch",48,2488,2505,17,"35.4%","49.4%"
"=""0110011""","Bloomfield School District",8,"Math","Not Eligible for Free/Reduced Lunch",64,2512,2528,16,"37.5%","52.8%"
"=""0110011""","Bloomfield School District",8,"Math","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0120011""","Bolton School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",4,"ELA","Not Eligible for Free/Reduced Lunch",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Math","Not Eligible for Free/Reduced Lunch",43,2483,2547,63,"67.4%","95.5%"
"=""0120011""","Bolton School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",5,"ELA","Eligible for Free Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"ELA","Not Eligible for Free/Reduced Lunch",56,2517,2560,43,"55.4%","73.4%"
"=""0120011""","Bolton School District",5,"Math","Eligible for Free Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Math","Not Eligible for Free/Reduced Lunch",56,2514,2536,22,"44.6%","62.6%"
"=""0120011""","Bolton School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",6,"ELA","Not Eligible for Free/Reduced Lunch",53,2575,2607,32,"58.5%","72.0%"
"=""0120011""","Bolton School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Math","Not Eligible for Free/Reduced Lunch",53,2556,2596,40,"56.6%","77.1%"
"=""0120011""","Bolton School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"ELA","Not Eligible for Free/Reduced Lunch",48,2567,2608,42,"56.3%","78.6%"
"=""0120011""","Bolton School District",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Math","Not Eligible for Free/Reduced Lunch",48,2553,2596,42,"54.2%","76.4%"
"=""0120011""","Bolton School District",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"ELA","Not Eligible for Free/Reduced Lunch",39,2582,2633,51,"64.1%","79.9%"
"=""0120011""","Bolton School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Math","Not Eligible for Free/Reduced Lunch",39,2598,2607,9,"30.8%","43.4%"
"=""0120011""","Bolton School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"ELA","Eligible for Free Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"ELA","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Math","Eligible for Free Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Math","Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"ELA","Not Eligible for Free/Reduced Lunch",23,2466,2500,34,"30.4%","66.7%"
"=""0130011""","Bozrah School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Math","Not Eligible for Free/Reduced Lunch",23,2449,2486,37,"43.5%","67.7%"
"=""0130011""","Bozrah School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"ELA","Not Eligible for Free/Reduced Lunch",18,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Math","Not Eligible for Free/Reduced Lunch",18,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"ELA","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Math","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0140011""","Branford School District",4,"ELA","Eligible for Free Lunch",42,2422,2477,55,"50.0%","73.2%"
"=""0140011""","Branford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",151,2460,2516,57,"56.3%","78.4%"
"=""0140011""","Branford School District",4,"ELA","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"Math","Eligible for Free Lunch",41,2440,2491,50,"39.0%","67.2%"
"=""0140011""","Branford School District",4,"Math","Not Eligible for Free/Reduced Lunch",151,2458,2514,56,"47.0%","78.7%"
"=""0140011""","Branford School District",4,"Math","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""0140011""","Branford School District",5,"ELA","Eligible for Free Lunch",45,2462,2509,47,"40.0%","67.7%"
"=""0140011""","Branford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",160,2512,2556,44,"43.1%","66.4%"
"=""0140011""","Branford School District",5,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0140011""","Branford School District",5,"Math","Eligible for Free Lunch",46,2471,2510,38,"45.7%","70.7%"
"=""0140011""","Branford School District",5,"Math","Not Eligible for Free/Reduced Lunch",160,2507,2540,33,"48.1%","72.5%"
"=""0140011""","Branford School District",5,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0140011""","Branford School District",6,"ELA","Eligible for Free Lunch",47,2464,2498,33,"40.4%","56.5%"
"=""0140011""","Branford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",144,2532,2551,19,"38.2%","53.0%"
"=""0140011""","Branford School District",6,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0140011""","Branford School District",6,"Math","Eligible for Free Lunch",46,2464,2478,14,"28.3%","48.4%"
"=""0140011""","Branford School District",6,"Math","Not Eligible for Free/Reduced Lunch",143,2516,2549,33,"49.0%","68.6%"
"=""0140011""","Branford School District",6,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0140011""","Branford School District",7,"ELA","Eligible for Free Lunch",36,2519,2557,38,"44.4%","56.6%"
"=""0140011""","Branford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",156,2557,2598,41,"51.9%","70.6%"
"=""0140011""","Branford School District",7,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0140011""","Branford School District",7,"Math","Eligible for Free Lunch",35,2497,2518,21,"31.4%","47.9%"
"=""0140011""","Branford School District",7,"Math","Not Eligible for Free/Reduced Lunch",157,2553,2583,30,"45.9%","67.6%"
"=""0140011""","Branford School District",7,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0140011""","Branford School District",8,"ELA","Eligible for Free Lunch",38,2538,2548,10,"26.3%","42.3%"
"=""0140011""","Branford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",173,2586,2598,11,"35.3%","51.3%"
"=""0140011""","Branford School District",8,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0140011""","Branford School District",8,"Math","Eligible for Free Lunch",38,2514,2482,-33,"15.8%","29.9%"
"=""0140011""","Branford School District",8,"Math","Not Eligible for Free/Reduced Lunch",173,2578,2575,-4,"30.6%","43.0%"
"=""0140011""","Branford School District",8,"Math","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"ELA","Eligible for Free Lunch",60,2387,2490,103,"75.0%","90.5%"
"=""2850013""","Bridgeport Achievement First District",4,"ELA","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Math","Eligible for Free Lunch",60,2402,2486,84,"75.0%","95.9%"
"=""2850013""","Bridgeport Achievement First District",4,"Math","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"ELA","Eligible for Free Lunch",58,2446,2465,19,"24.1%","41.5%"
"=""2850013""","Bridgeport Achievement First District",5,"ELA","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Math","Eligible for Free Lunch",58,2441,2456,16,"34.5%","50.9%"
"=""2850013""","Bridgeport Achievement First District",5,"Math","Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"ELA","Eligible for Free Lunch",65,2449,2479,29,"38.5%","58.9%"
"=""2850013""","Bridgeport Achievement First District",6,"ELA","Not Eligible for Free/Reduced Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Math","Eligible for Free Lunch",65,2424,2473,49,"58.5%","75.9%"
"=""2850013""","Bridgeport Achievement First District",6,"Math","Not Eligible for Free/Reduced Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"ELA","Eligible for Free Lunch",57,2484,2510,26,"28.1%","47.8%"
"=""2850013""","Bridgeport Achievement First District",7,"ELA","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Math","Eligible for Free Lunch",57,2443,2501,58,"63.2%","80.3%"
"=""2850013""","Bridgeport Achievement First District",7,"Math","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Math","Eligible for Reduced Lunch",11,"*","*","*","*","*"
