"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs"

"",,,"Graduates",,"Non-Graduates",,,
"Darien School District","Not Eligible For Lunch",330,321,97.3,6,1.8,"*","*"
"Darien School District","Special Education",58,51,87.9,6,10.3,"*","*"
"Darien School District","Asian",9,8,88.9,"*","*","*","*"
"Darien School District","ELL","*","*","*","*","*","*","*"
"Darien School District","White",308,300,97.4,"*","*","*","*"
"Department of Mental Health and Addiction Services","All Students","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Black","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Female","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","High Needs","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Hispanic","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Male","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Non-ELL","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Non-Hispanic","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Special Education","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","White","*","*","*","*","*","*","*"
"Derby School District","All Students",102,88,86.3,"*","*",11,10.8
"Derby School District","Black",21,16,76.2,"*","*","*","*"
"Derby School District","Eligible For Free Lunch",45,37,82.2,"*","*",6,13.3
"Derby School District","Eligible For Lunch",60,51,85.0,"*","*",6,10.0
"Derby School District","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Derby School District","Female",53,47,88.7,"*","*",6,11.3
"Derby School District","High Needs",66,54,81.8,"*","*",9,13.6
"Derby School District","Hispanic",22,18,81.8,"*","*","*","*"
"Derby School District","Male",49,41,83.7,"*","*","*","*"
"Derby School District","Non-ELL",97,84,86.6,"*","*",10,10.3
"Derby School District","Non-High Needs",36,34,94.4,"*","*","*","*"
"Derby School District","Non-Hispanic",80,70,87.5,"*","*",8,10.0
"Derby School District","Non-Special Education",87,77,88.5,"*","*",8,9.2
"Derby School District","Not Eligible For Lunch",42,37,88.1,"*","*","*","*"
"Derby School District","Special Education",15,11,73.3,"*","*","*","*"
"Derby School District","Asian","*","*","*","*","*","*","*"
"Derby School District","ELL","*","*","*","*","*","*","*"
"Derby School District","Two or More Races","*","*","*","*","*","*","*"
"Derby School District","White",55,50,90.9,"*","*","*","*"
"East Granby School District","All Students",65,61,93.8,"*","*","*","*"
"East Granby School District","Black","*","*","*","*","*","*","*"
"East Granby School District","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"East Granby School District","Eligible For Lunch",6,"*","*","*","*","*","*"
"East Granby School District","Female",25,25,100.0,"*","*","*","*"
"East Granby School District","High Needs",10,7,70.0,"*","*","*","*"
"East Granby School District","Hispanic","*","*","*","*","*","*","*"
"East Granby School District","Male",40,36,90.0,"*","*","*","*"
"East Granby School District","Non-ELL",65,61,93.8,"*","*","*","*"
"East Granby School District","Non-High Needs",55,54,98.2,"*","*","*","*"
"East Granby School District","Non-Hispanic",61,58,95.1,"*","*","*","*"
"East Granby School District","Non-Special Education",61,58,95.1,"*","*","*","*"
"East Granby School District","Not Eligible For Lunch",59,57,96.6,"*","*","*","*"
"East Granby School District","Special Education","*","*","*","*","*","*","*"
"East Granby School District","Asian","*","*","*","*","*","*","*"
"East Granby School District","Two or More Races","*","*","*","*","*","*","*"
"East Granby School District","White",53,52,98.1,"*","*","*","*"
"East Haddam School District","All Students",105,99,94.3,"*","*","*","*"
"East Haddam School District","Black","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Free Lunch",12,10,83.3,"*","*","*","*"
"East Haddam School District","Eligible For Lunch",21,19,90.5,"*","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"East Haddam School District","Female",52,50,96.2,"*","*","*","*"
"East Haddam School District","High Needs",34,28,82.4,"*","*","*","*"
"East Haddam School District","Hispanic","*","*","*","*","*","*","*"
"East Haddam School District","Male",53,49,92.5,"*","*","*","*"
"East Haddam School District","Non-ELL",105,99,94.3,"*","*","*","*"
"East Haddam School District","Non-High Needs",71,71,100.0,"*","*","*","*"
"East Haddam School District","Non-Hispanic",101,95,94.1,"*","*","*","*"
"East Haddam School District","Non-Special Education",87,85,97.7,"*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",84,80,95.2,"*","*","*","*"
"East Haddam School District","Special Education",18,14,77.8,"*","*","*","*"
"East Haddam School District","Asian","*","*","*","*","*","*","*"
"East Haddam School District","White",98,92,93.9,"*","*","*","*"
"East Hampton School District","All Students",121,118,97.5,"*","*","*","*"
"East Hampton School District","Black","*","*","*","*","*","*","*"
"East Hampton School District","Eligible For Free Lunch",12,9,75.0,"*","*","*","*"
"East Hampton School District","Eligible For Lunch",14,11,78.6,"*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hampton School District","Female",65,63,96.9,"*","*","*","*"
"East Hampton School District","High Needs",20,17,85.0,"*","*","*","*"
"East Hampton School District","Hispanic","*","*","*","*","*","*","*"
"East Hampton School District","Male",56,55,98.2,"*","*","*","*"
"East Hampton School District","Non-ELL",121,118,97.5,"*","*","*","*"
"East Hampton School District","Non-High Needs",101,101,100.0,"*","*","*","*"
"East Hampton School District","Non-Hispanic",119,116,97.5,"*","*","*","*"
"East Hampton School District","Non-Special Education",114,112,98.2,"*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",107,107,100.0,"*","*","*","*"
"East Hampton School District","Special Education",7,6,85.7,"*","*","*","*"
"East Hampton School District","Asian","*","*","*","*","*","*","*"
"East Hampton School District","Two or More Races","*","*","*","*","*","*","*"
"East Hampton School District","White",112,109,97.3,"*","*","*","*"
"East Hartford School District","All Students",502,421,83.9,24,4.8,57,11.4
"East Hartford School District","Black",161,139,86.3,9,5.6,13,8.1
"East Hartford School District","Eligible For Free Lunch",299,242,80.9,14,4.7,43,14.4
"East Hartford School District","Eligible For Lunch",364,300,82.4,18,4.9,46,12.6
"East Hartford School District","Eligible For Reduced Lunch",65,58,89.2,"*","*","*","*"
"East Hartford School District","Female",251,214,85.3,9,3.6,28,11.2
"East Hartford School District","High Needs",397,326,82.1,21,5.3,50,12.6
"East Hartford School District","Hispanic",208,161,77.4,11,5.3,36,17.3
"East Hartford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"East Hartford School District","Male",251,207,82.5,15,6.0,29,11.6
"East Hartford School District","Non-ELL",467,398,85.2,20,4.3,49,10.5
"East Hartford School District","Non-High Needs",105,95,90.5,"*","*",7,6.7
"East Hartford School District","Non-Hispanic",294,260,88.4,13,4.4,21,7.1
"East Hartford School District","Non-Special Education",418,359,85.9,14,3.3,45,10.8
"East Hartford School District","Not Eligible For Lunch",138,121,87.7,6,4.3,11,8.0
"East Hartford School District","Special Education",84,62,73.8,10,11.9,12,14.3
"East Hartford School District","Asian","*","*","*","*","*","*","*"
"East Hartford School District","ELL",35,"*","*","*","*",8,22.9
"East Hartford School District","White",105,93,88.6,"*","*",8,7.6
"East Haven School District","All Students",257,214,83.3,"*","*",38,14.8
"East Haven School District","Black","*","*","*","*","*","*","*"
"East Haven School District","Eligible For Free Lunch",93,67,72.0,"*","*",24,25.8
"East Haven School District","Eligible For Lunch",135,101,74.8,"*","*",31,23.0
"East Haven School District","Eligible For Reduced Lunch",42,34,81.0,"*","*",7,16.7
"East Haven School District","Female",115,101,87.8,"*","*",13,11.3
"East Haven School District","High Needs",152,114,75.0,"*","*",35,23.0
"East Haven School District","Hispanic",50,37,74.0,"*","*",11,22.0
"East Haven School District","Male",142,113,79.6,"*","*",25,17.6
"East Haven School District","Non-ELL",249,209,83.9,"*","*",35,14.1
"East Haven School District","Non-High Needs",105,100,95.2,"*","*","*","*"
"East Haven School District","Non-Hispanic",207,177,85.5,"*","*",27,13.0
"East Haven School District","Non-Special Education",223,191,85.7,"*","*",28,12.6
"East Haven School District","Not Eligible For Lunch",122,113,92.6,"*","*",7,5.7
"East Haven School District","Special Education",34,23,67.6,"*","*",10,29.4
"East Haven School District","Asian",11,10,90.9,"*","*","*","*"
"East Haven School District","ELL",8,"*","*","*","*","*","*"
"East Haven School District","Two or More Races","*","*","*","*","*","*","*"
"East Haven School District","White",185,158,85.4,"*","*",24,13.0
"East Lyme School District","All Students",275,260,94.5,6,2.2,9,3.3
"East Lyme School District","Black",6,"*","*","*","*","*","*"
"East Lyme School District","Eligible For Free Lunch",18,14,77.8,"*","*","*","*"
"East Lyme School District","Eligible For Lunch",31,27,87.1,"*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"East Lyme School District","Female",135,129,95.6,"*","*","*","*"
"East Lyme School District","High Needs",64,53,82.8,6,9.4,"*","*"
"East Lyme School District","Hispanic",9,8,88.9,"*","*","*","*"
"East Lyme School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"East Lyme School District","Male",140,131,93.6,"*","*","*","*"
"East Lyme School District","Non-ELL",273,259,94.9,6,2.2,8,2.9
"East Lyme School District","Non-High Needs",211,207,98.1,"*","*","*","*"
"East Lyme School District","Non-Hispanic",266,252,94.7,6,2.3,8,3.0
"East Lyme School District","Non-Special Education",238,233,97.9,"*","*","*","*"
"East Lyme School District","Not Eligible For Lunch",244,233,95.5,"*","*",6,2.5
"East Lyme School District","Special Education",37,27,73.0,6,16.2,"*","*"
"East Lyme School District","Asian",25,24,96.0,"*","*","*","*"
"East Lyme School District","ELL","*","*","*","*","*","*","*"
"East Lyme School District","Two or More Races",6,6,100.0,"*","*","*","*"
"East Lyme School District","White",226,214,94.7,"*","*",7,3.1
"East Windsor School District","All Students",109,102,93.6,"*","*","*","*"
"East Windsor School District","Black",16,15,93.8,"*","*","*","*"
"East Windsor School District","Eligible For Free Lunch",33,32,97.0,"*","*","*","*"
"East Windsor School District","Eligible For Lunch",44,42,95.5,"*","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"East Windsor School District","Female",55,52,94.5,"*","*","*","*"
"East Windsor School District","High Needs",53,50,94.3,"*","*","*","*"
"East Windsor School District","Hispanic","*","*","*","*","*","*","*"
"East Windsor School District","Male",54,50,92.6,"*","*","*","*"
"East Windsor School District","Non-ELL",108,101,93.5,"*","*","*","*"
"East Windsor School District","Non-High Needs",56,52,92.9,"*","*","*","*"
"East Windsor School District","Non-Hispanic",106,99,93.4,"*","*","*","*"
"East Windsor School District","Non-Special Education",92,86,93.5,"*","*","*","*"
"East Windsor School District","Not Eligible For Lunch",65,60,92.3,"*","*","*","*"
"East Windsor School District","Special Education",17,16,94.1,"*","*","*","*"
"East Windsor School District","Asian","*","*","*","*","*","*","*"
"East Windsor School District","ELL","*","*","*","*","*","*","*"
"East Windsor School District","Two or More Races","*","*","*","*","*","*","*"
"East Windsor School District","White",86,80,93.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","All Students",69,54,78.3,"*","*",12,17.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Black","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",33,25,75.8,"*","*",7,21.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Lunch",37,28,75.7,"*","*",8,21.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",40,29,72.5,"*","*",9,22.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs",43,32,74.4,"*","*",8,18.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Hispanic",14,11,78.6,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Indian or Alaska Native","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",29,25,86.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL",67,52,77.6,"*","*",12,17.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-High Needs",26,22,84.6,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Hispanic",55,43,78.2,"*","*",9,16.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",56,44,78.6,"*","*",12,21.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",32,26,81.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",13,10,76.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Asian","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Two or More Races","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","White",47,35,74.5,"*","*",9,19.1
"Ellington School District","All Students",194,186,95.9,"*","*",7,3.6
"Ellington School District","Black",7,7,100.0,"*","*","*","*"
"Ellington School District","Eligible For Free Lunch",17,16,94.1,"*","*","*","*"
"Ellington School District","Eligible For Lunch",22,21,95.5,"*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ellington School District","Female",93,90,96.8,"*","*","*","*"
"Ellington School District","High Needs",41,37,90.2,"*","*","*","*"
