"Incident Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""",0,"*","*",0,0,0,0,"*","*","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",0,0,"*","*",0,0,0,0,0,"*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","*","*",14,"*",6,15,0,"*",16,154
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",0,"*",10,8,6,38,"*","*",0,22
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",0,0,13,0,"*",16,"*","*",0,"*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",0,0,"*","*","*",31,0,"*",0,35
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",0,0,0,"*",69,201,0,0,0,12
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",0,0,0,0,"*",20,0,"*",0,7
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",0,"*",14,6,46,53,"*",0,0,276
"Windsor School District","=""1640011""","Spark","=""1640311""",0,0,"*","*",0,"*",0,"*",0,17
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",0,"*",11,13,27,33,0,"*",13,637
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*",0,0,"*","*","*",0,"*",0,"*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",0,0,"*","*","*",0,"*","*",0,"*"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""",0,0,"*",0,"*","*","*",0,0,15
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",0,0,7,"*",6,8,0,0,0,14
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",0,0,0,0,0,"*",0,"*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",0,"*","*",0,"*",7,0,"*",7,130
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",0,0,"*",0,0,0,0,"*",0,0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",0,6,7,15,0,9,"*",0,15,53
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",0,"*","*","*","*",6,0,0,0,"*"

