"Chronic Absenteeism, 2013-14"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Race/Ethnicity","% Chronically Absent"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Asian","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Black or African American",9.9
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Hispanic/Latino of any race",13.7
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","White",12.8
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Asian","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Black or African American",17.1
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Hispanic/Latino of any race",13.7
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","White","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Asian",13.5
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Black or African American",15.8
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Hispanic/Latino of any race",17.4
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Native Hawaiian or Other Pacific Islander","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","White",20.3
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Black or African American",16.2
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Hispanic/Latino of any race","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","White","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Asian","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Black or African American",0.0
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Hispanic/Latino of any race",0.0
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","White","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Asian","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Black or African American",16.8
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Hispanic/Latino of any race",18.2
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","White","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Asian",20.6
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Black or African American",30.0
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Hispanic/Latino of any race",33.6
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Native Hawaiian or Other Pacific Islander","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","White",39.9
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Asian","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Black or African American",17.4
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Hispanic/Latino of any race",16.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","White","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Asian","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Black or African American","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Hispanic/Latino of any race","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","White","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Asian","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Black or African American",28.6
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Hispanic/Latino of any race",27.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","White","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Asian","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Black or African American",24.6
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Hispanic/Latino of any race","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","White","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Asian","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Black or African American",25.7
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Hispanic/Latino of any race",34.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Native Hawaiian or Other Pacific Islander","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","White",31.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Black or African American",27.2
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Hispanic/Latino of any race",34.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","White","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Asian","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Black or African American",12.4
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Hispanic/Latino of any race",17.0
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","White","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Asian","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Black or African American",5.8
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Hispanic/Latino of any race",8.1
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Two or More Races","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","White","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","American Indian or Alaska Native","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Asian","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Black or African American","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Hispanic/Latino of any race",24.5
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","White","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Asian","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Black or African American",12.2
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Hispanic/Latino of any race","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Native Hawaiian or Other Pacific Islander","*"
