"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Darien School District","Middlesex Middle School","=""0355111""","Male",4.7
"Darien School District","Ox Ridge Elementary School","=""0351311""","Female","*"
"Darien School District","Ox Ridge Elementary School","=""0351311""","Male","*"
"Darien School District","Royle Elementary School","=""0350511""","Female",3.7
"Darien School District","Royle Elementary School","=""0350511""","Male",3.2
"Darien School District","Tokeneke Elementary School","=""0350611""","Female",2.8
"Darien School District","Tokeneke Elementary School","=""0350611""","Male",3.1
"Deep River School District","Deep River Elementary School","=""0360111""","Female",4.8
"Deep River School District","Deep River Elementary School","=""0360111""","Male",5.9
"Department of Mental Health and Addiction Services","Connecticut Valley Hospital","=""3370215""","Female","*"
"Department of Mental Health and Addiction Services","Connecticut Valley Hospital","=""3370215""","Male","*"
"Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","=""3370515""","Male","*"
"Derby School District","Bradley School","=""0370611""","Female",4.7
"Derby School District","Bradley School","=""0370611""","Male",9.8
"Derby School District","Derby High School","=""0376111""","Female",20.7
"Derby School District","Derby High School","=""0376111""","Male",16.7
"Derby School District","Derby Middle School","=""0375011""","Female",12.5
"Derby School District","Derby Middle School","=""0375011""","Male",14.0
"Derby School District","Irving School","=""0370411""","Female",14.2
"Derby School District","Irving School","=""0370411""","Male",10.6
"East Granby School District","Allgrove School","=""0400111""","Female","*"
"East Granby School District","Allgrove School","=""0400111""","Male","*"
"East Granby School District","East Granby High School","=""0406111""","Female",14.8
"East Granby School District","East Granby High School","=""0406111""","Male",4.9
"East Granby School District","East Granby Middle School","=""0405111""","Female","*"
"East Granby School District","East Granby Middle School","=""0405111""","Male","*"
"East Granby School District","R. Dudley Seymour School","=""0400211""","Female",0.0
"East Granby School District","R. Dudley Seymour School","=""0400211""","Male","*"
"East Haddam School District","East Haddam Elementary School","=""0410111""","Female",9.6
"East Haddam School District","East Haddam Elementary School","=""0410111""","Male",3.4
"East Haddam School District","Nathan Hale-Ray High School","=""0416111""","Female",11.8
"East Haddam School District","Nathan Hale-Ray High School","=""0416111""","Male",10.2
"East Haddam School District","Nathan Hale-Ray Middle School","=""0415111""","Female",5.2
"East Haddam School District","Nathan Hale-Ray Middle School","=""0415111""","Male",6.3
"East Hampton School District","Center School","=""0420311""","Female","*"
"East Hampton School District","Center School","=""0420311""","Male",4.2
"East Hampton School District","East Hampton High School","=""0426111""","Female",8.0
"East Hampton School District","East Hampton High School","=""0426111""","Male",5.8
"East Hampton School District","East Hampton Middle School","=""0425111""","Female",6.1
"East Hampton School District","East Hampton Middle School","=""0425111""","Male",6.2
"East Hampton School District","Memorial School","=""0420111""","Female",6.6
"East Hampton School District","Memorial School","=""0420111""","Male",3.9
"East Hampton School District","The Learning Center at East Hampton","=""0429011""","Female","*"
"East Hampton School District","The Learning Center at East Hampton","=""0429011""","Male","*"
"East Hartford School District","Anna E. Norris School","=""0430911""","Female",12.6
"East Hartford School District","Anna E. Norris School","=""0430911""","Male",12.3
"East Hartford School District","Connecticut IB Academy","=""0436311""","Female","*"
"East Hartford School District","Connecticut IB Academy","=""0436311""","Male","*"
"East Hartford School District","Dr. Franklin H. Mayberry School","=""0430611""","Female",10.4
"East Hartford School District","Dr. Franklin H. Mayberry School","=""0430611""","Male",12.4
"East Hartford School District","Dr. John A. Langford School","=""0432211""","Female","*"
"East Hartford School District","Dr. John A. Langford School","=""0432211""","Male","*"
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Female","*"
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Male","*"
"East Hartford School District","East Hartford High School","=""0436211""","Female",18.3
"East Hartford School District","East Hartford High School","=""0436211""","Male",21.8
"East Hartford School District","East Hartford Middle School","=""0435111""","Female",7.1
"East Hartford School District","East Hartford Middle School","=""0435111""","Male",6.5
"East Hartford School District","Governor William Pitkin School","=""0432011""","Female",4.8
"East Hartford School District","Governor William Pitkin School","=""0432011""","Male",7.4
"East Hartford School District","Hockanum School","=""0430511""","Female",16.9
"East Hartford School District","Hockanum School","=""0430511""","Male",15.5
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Female",4.7
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Male",8.3
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Female",5.7
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Male",4.4
"East Hartford School District","Silver Lane School","=""0431211""","Female","*"
"East Hartford School District","Silver Lane School","=""0431211""","Male","*"
"East Hartford School District","Stevens Alternate High school","=""0436411""","Female",13.2
"East Hartford School District","Stevens Alternate High school","=""0436411""","Male",13.6
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Female","*"
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Male","*"
"East Hartford School District","Woodland School","=""0439011""","Female","*"
"East Hartford School District","Woodland School","=""0439011""","Male","*"
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Female",6.3
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Male",10.6
"East Haven School District","D. C. Moore School","=""0441411""","Female","*"
"East Haven School District","D. C. Moore School","=""0441411""","Male","*"
"East Haven School District","Deer Run School","=""0440111""","Female",7.2
"East Haven School District","Deer Run School","=""0440111""","Male",13.5
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Female","*"
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Male","*"
"East Haven School District","East Haven High School","=""0446111""","Female",28.2
"East Haven School District","East Haven High School","=""0446111""","Male",28.3
"East Haven School District","Grove J. Tuttle School","=""0441011""","Female","*"
"East Haven School District","Grove J. Tuttle School","=""0441011""","Male","*"
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Female",23.1
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Male",11.8
"East Haven School District","Momauguin School","=""0440711""","Female",18.5
"East Haven School District","Momauguin School","=""0440711""","Male",17.4
"East Haven School District","Overbrook Elementary School","=""0441811""","Female",11.2
"East Haven School District","Overbrook Elementary School","=""0441811""","Male",13.2
"East Haven School District","Pathways","=""0449011""","Female","*"
"East Haven School District","Pathways","=""0449011""","Male","*"
"East Lyme School District","East Lyme High School","=""0456111""","Female",7.8
"East Lyme School District","East Lyme High School","=""0456111""","Male",8.9
"East Lyme School District","East Lyme Middle School","=""0455111""","Female",5.7
"East Lyme School District","East Lyme Middle School","=""0455111""","Male",4.3
"East Lyme School District","Flanders School","=""0450111""","Female","*"
"East Lyme School District","Flanders School","=""0450111""","Male","*"
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Female",3.5
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Male",6.5
"East Lyme School District","Niantic Center School","=""0450211""","Female","*"
"East Lyme School District","Niantic Center School","=""0450211""","Male","*"
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Female",11.4
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Male",10.0
"East Windsor School District","East Windsor High School","=""0476111""","Female",15.1
"East Windsor School District","East Windsor High School","=""0476111""","Male",13.6
"East Windsor School District","East Windsor Middle School","=""0475411""","Female",7.1
"East Windsor School District","East Windsor Middle School","=""0475411""","Male",12.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",27.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male",19.5
