"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Danbury School District","Park Avenue School","=""0340811""","Non-Special Education",6.9
"Danbury School District","Park Avenue School","=""0340811""","Special Education",18.4
"Danbury School District","Pembroke School","=""0341511""","Non-Special Education",4.0
"Danbury School District","Pembroke School","=""0341511""","Special Education",16.7
"Danbury School District","Rogers Park Middle School","=""0345211""","Non-Special Education",10.0
"Danbury School District","Rogers Park Middle School","=""0345211""","Special Education",19.7
"Danbury School District","Shelter Rock School","=""0341211""","Non-Special Education","*"
"Danbury School District","Shelter Rock School","=""0341211""","Special Education","*"
"Danbury School District","South Street School","=""0341011""","Non-Special Education","*"
"Danbury School District","South Street School","=""0341011""","Special Education","*"
"Danbury School District","Stadley Rough School","=""0341611""","Non-Special Education","*"
"Danbury School District","Stadley Rough School","=""0341611""","Special Education","*"
"Danbury School District","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Non-Special Education","*"
"Danbury School District","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Special Education","*"
"Darien School District","Darien High School","=""0356111""","Non-Special Education",6.1
"Darien School District","Darien High School","=""0356111""","Special Education",8.2
"Darien School District","Hindley Elementary School","=""0350211""","Non-Special Education","*"
"Darien School District","Hindley Elementary School","=""0350211""","Special Education","*"
"Darien School District","Holmes Elementary School","=""0350711""","Non-Special Education","*"
"Darien School District","Holmes Elementary School","=""0350711""","Special Education","*"
"Darien School District","Middlesex Middle School","=""0355111""","Non-Special Education",4.3
"Darien School District","Middlesex Middle School","=""0355111""","Special Education",6.6
"Darien School District","Ox Ridge Elementary School","=""0351311""","Non-Special Education","*"
"Darien School District","Ox Ridge Elementary School","=""0351311""","Special Education","*"
"Darien School District","Royle Elementary School","=""0350511""","Non-Special Education","*"
"Darien School District","Royle Elementary School","=""0350511""","Special Education","*"
"Darien School District","Tokeneke Elementary School","=""0350611""","Non-Special Education","*"
"Darien School District","Tokeneke Elementary School","=""0350611""","Special Education","*"
"Deep River School District","Deep River Elementary School","=""0360111""","Non-Special Education","*"
"Deep River School District","Deep River Elementary School","=""0360111""","Special Education","*"
"Department of Mental Health and Addiction Services","Connecticut Valley Hospital","=""3370215""","Special Education","*"
"Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","=""3370515""","Special Education","*"
"Derby School District","Bradley School","=""0370611""","Non-Special Education","*"
"Derby School District","Bradley School","=""0370611""","Special Education","*"
"Derby School District","Derby High School","=""0376111""","Non-Special Education",17.2
"Derby School District","Derby High School","=""0376111""","Special Education",30.6
"Derby School District","Derby Middle School","=""0375011""","Non-Special Education",11.6
"Derby School District","Derby Middle School","=""0375011""","Special Education",26.3
"Derby School District","Irving School","=""0370411""","Non-Special Education",12.1
"Derby School District","Irving School","=""0370411""","Special Education",15.0
"East Granby School District","Allgrove School","=""0400111""","Non-Special Education","*"
"East Granby School District","Allgrove School","=""0400111""","Special Education","*"
"East Granby School District","East Granby High School","=""0406111""","Non-Special Education","*"
"East Granby School District","East Granby High School","=""0406111""","Special Education","*"
"East Granby School District","East Granby Middle School","=""0405111""","Non-Special Education","*"
"East Granby School District","East Granby Middle School","=""0405111""","Special Education",0.0
"East Granby School District","R. Dudley Seymour School","=""0400211""","Non-Special Education","*"
"East Granby School District","R. Dudley Seymour School","=""0400211""","Special Education","*"
"East Haddam School District","East Haddam Elementary School","=""0410111""","Non-Special Education","*"
"East Haddam School District","East Haddam Elementary School","=""0410111""","Special Education","*"
"East Haddam School District","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",9.0
"East Haddam School District","Nathan Hale-Ray High School","=""0416111""","Special Education",25.5
"East Haddam School District","Nathan Hale-Ray Middle School","=""0415111""","Non-Special Education",4.8
"East Haddam School District","Nathan Hale-Ray Middle School","=""0415111""","Special Education",12.5
"East Hampton School District","Center School","=""0420311""","Non-Special Education",2.9
"East Hampton School District","Center School","=""0420311""","Special Education","*"
"East Hampton School District","East Hampton High School","=""0426111""","Non-Special Education","*"
"East Hampton School District","East Hampton High School","=""0426111""","Special Education","*"
"East Hampton School District","East Hampton Middle School","=""0425111""","Non-Special Education","*"
"East Hampton School District","East Hampton Middle School","=""0425111""","Special Education","*"
"East Hampton School District","Memorial School","=""0420111""","Non-Special Education",4.6
"East Hampton School District","Memorial School","=""0420111""","Special Education",13.3
"East Hampton School District","The Learning Center at East Hampton","=""0429011""","Non-Special Education","*"
"East Hampton School District","The Learning Center at East Hampton","=""0429011""","Special Education","*"
"East Hartford School District","Anna E. Norris School","=""0430911""","Non-Special Education",10.8
"East Hartford School District","Anna E. Norris School","=""0430911""","Special Education",23.7
"East Hartford School District","Connecticut IB Academy","=""0436311""","Non-Special Education","*"
"East Hartford School District","Connecticut IB Academy","=""0436311""","Special Education","*"
"East Hartford School District","Dr. Franklin H. Mayberry School","=""0430611""","Non-Special Education",10.7
"East Hartford School District","Dr. Franklin H. Mayberry School","=""0430611""","Special Education",16.7
"East Hartford School District","Dr. John A. Langford School","=""0432211""","Non-Special Education","*"
"East Hartford School District","Dr. John A. Langford School","=""0432211""","Special Education","*"
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Non-Special Education",3.4
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Special Education",0.0
"East Hartford School District","East Hartford High School","=""0436211""","Non-Special Education",18.6
"East Hartford School District","East Hartford High School","=""0436211""","Special Education",30.2
"East Hartford School District","East Hartford Middle School","=""0435111""","Non-Special Education",5.7
