"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Special Education Status"

"Organization","School","School Code","Special Education Status","% Chronically Absent"
"Connecticut Technical High School System","J. M. Wright Technical High School","=""9002116""","Special Education","*"
"Connecticut Technical High School System","Norwich Technical High School","=""9002016""","Non-Special Education","*"
"Connecticut Technical High School System","Norwich Technical High School","=""9002016""","Special Education","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","=""9002216""","Special Education","*"
"Connecticut Technical High School System","Platt Technical High School","=""9002616""","Non-Special Education","*"
"Connecticut Technical High School System","Platt Technical High School","=""9002616""","Special Education","*"
"Connecticut Technical High School System","Vinal Technical High School","=""9001816""","Non-Special Education",14.9
"Connecticut Technical High School System","Vinal Technical High School","=""9001816""","Special Education",9.9
"Connecticut Technical High School System","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","=""9002316""","Special Education","*"
"Connecticut Technical High School System","Windham Technical High School","=""9002416""","Non-Special Education","*"
"Connecticut Technical High School System","Windham Technical High School","=""9002416""","Special Education","*"
"Cooperative Educational Services","Six-Six Magnet School","=""2430114""","Non-Special Education","*"
"Cooperative Educational Services","Six-Six Magnet School","=""2430114""","Special Education","*"
"Cooperative Educational Services","Developmental Learning Center (DLC)","=""2439214""","Special Education",20.9
"Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","=""2439114""","Special Education",17.5
"Cooperative Educational Services","RISE Transitional Program","=""2439314""","Special Education","*"
"Cooperative Educational Services","Therapeutic Day Program","=""2439414""","Special Education",36.0
"Cornwall School District","Cornwall Consolidated School","=""0310111""","Non-Special Education","*"
"Cornwall School District","Cornwall Consolidated School","=""0310111""","Special Education","*"
"Coventry School District","Capt. Nathan Hale School","=""0325111""","Non-Special Education",6.0
"Coventry School District","Capt. Nathan Hale School","=""0325111""","Special Education",12.5
"Coventry School District","Coventry Academy","=""0320111""","Non-Special Education","*"
"Coventry School District","Coventry Academy","=""0320111""","Special Education","*"
"Coventry School District","Coventry Grammar School","=""0320211""","Non-Special Education","*"
"Coventry School District","Coventry Grammar School","=""0320211""","Special Education","*"
"Coventry School District","Coventry High School","=""0326111""","Non-Special Education",5.2
"Coventry School District","Coventry High School","=""0326111""","Special Education",20.6
"Coventry School District","George Hersey Robertson School","=""0320411""","Non-Special Education","*"
"Coventry School District","George Hersey Robertson School","=""0320411""","Special Education","*"
"Cromwell School District","Cromwell High School","=""0336111""","Non-Special Education","*"
"Cromwell School District","Cromwell High School","=""0336111""","Special Education","*"
"Cromwell School District","Cromwell Middle School","=""0335111""","Non-Special Education","*"
"Cromwell School District","Cromwell Middle School","=""0335111""","Special Education","*"
"Cromwell School District","Edna C. Stevens School","=""0330211""","Non-Special Education","*"
"Cromwell School District","Edna C. Stevens School","=""0330211""","Special Education","*"
"Cromwell School District","Woodside Intermediate School","=""0330311""","Non-Special Education",0.0
"Cromwell School District","Woodside Intermediate School","=""0330311""","Special Education","*"
"Danbury School District","Alternative Center For Excellence","=""0346211""","Non-Special Education",60.5
"Danbury School District","Alternative Center For Excellence","=""0346211""","Special Education",59.1
"Danbury School District","Broadview Middle School","=""0345111""","Non-Special Education",2.7
"Danbury School District","Broadview Middle School","=""0345111""","Special Education",10.1
"Danbury School District","Danbury High School","=""0346111""","Non-Special Education",10.1
"Danbury School District","Danbury High School","=""0346111""","Special Education",24.3
"Danbury School District","Ellsworth Avenue School","=""0341411""","Non-Special Education",1.7
"Danbury School District","Ellsworth Avenue School","=""0341411""","Special Education",0.0
"Danbury School District","Great Plain School","=""0341111""","Non-Special Education","*"
"Danbury School District","Great Plain School","=""0341111""","Special Education","*"
"Danbury School District","Hayestown Avenue School","=""0340211""","Non-Special Education",6.5
"Danbury School District","Hayestown Avenue School","=""0340211""","Special Education",20.7
"Danbury School District","King Street Intermediate School","=""0341711""","Non-Special Education",6.4
"Danbury School District","King Street Intermediate School","=""0341711""","Special Education",14.6
"Danbury School District","King Street Primary School","=""0341311""","Non-Special Education",5.5
"Danbury School District","King Street Primary School","=""0341311""","Special Education",13.5
"Danbury School District","Mill Ridge Primary School","=""0340511""","Non-Special Education","*"
"Danbury School District","Mill Ridge Primary School","=""0340511""","Special Education","*"
"Danbury School District","Morris Street School","=""0340611""","Non-Special Education","*"
"Danbury School District","Morris Street School","=""0340611""","Special Education","*"
"Danbury School District","Park Avenue School","=""0340811""","Non-Special Education","*"
"Danbury School District","Park Avenue School","=""0340811""","Special Education","*"
"Danbury School District","Pembroke School","=""0341511""","Non-Special Education",6.3
"Danbury School District","Pembroke School","=""0341511""","Special Education",11.4
"Danbury School District","Rogers Park Middle School","=""0345211""","Non-Special Education",3.9
"Danbury School District","Rogers Park Middle School","=""0345211""","Special Education",11.0
"Danbury School District","Shelter Rock School","=""0341211""","Non-Special Education","*"
"Danbury School District","Shelter Rock School","=""0341211""","Special Education","*"
"Danbury School District","South Street School","=""0341011""","Non-Special Education",2.9
"Danbury School District","South Street School","=""0341011""","Special Education",0.0
"Danbury School District","Stadley Rough School","=""0341611""","Non-Special Education","*"
"Danbury School District","Stadley Rough School","=""0341611""","Special Education","*"
"Danbury School District","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Non-Special Education",3.7
"Danbury School District","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Special Education",0.0
"Danbury School District","Westside Middle School Academy","=""0340311""","Non-Special Education","*"
"Danbury School District","Westside Middle School Academy","=""0340311""","Special Education","*"
"Darien School District","Darien High School","=""0356111""","Non-Special Education",3.7
"Darien School District","Darien High School","=""0356111""","Special Education",9.5
"Darien School District","Hindley Elementary School","=""0350211""","Non-Special Education",2.2
"Darien School District","Hindley Elementary School","=""0350211""","Special Education",0.0
