"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Gender"

"",,,,"% Chronically Absent",,,,
"Canton School District","Canton Academy","=""0230411""","Female","N/A","N/A","N/A","*","N/A"
"Canton School District","Canton Academy","=""0230411""","Male","N/A","N/A","N/A","*","*"
"Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","=""2970113""","Female","N/A","N/A","N/A","N/A",13.6
"Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","=""2970113""","Male","N/A","N/A","N/A","N/A",13.7
"Capitol Region Education Council","Academy of Aerospace and Engineering","=""2415114""","Female",23.7,14.4,15.9,16.8,8.2
"Capitol Region Education Council","Academy of Aerospace and Engineering","=""2415114""","Male",14.1,10.0,13.2,14.6,6.8
"Capitol Region Education Council","CREC Discovery Academy","=""2418114""","Female","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","CREC Discovery Academy","=""2418114""","Male","*","*","N/A","N/A","N/A"
"Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","=""2419214""","Female","*","*","*","*","*"
"Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","=""2419214""","Male","*","*","*","*","*"
"Capitol Region Education Council","Glastonbury/East Hartford Magnet School","=""2410114""","Female",8.5,8.0,11.7,9.5,8.1
"Capitol Region Education Council","Glastonbury/East Hartford Magnet School","=""2410114""","Male",5.7,6.1,5.4,5.4,4.8
"Capitol Region Education Council","Great Path Academy at MCC","=""2416314""","Female",14.1,"N/A","N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","=""2416314""","Male",15.3,"N/A","N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",55.0,57.7,52.8,47.2,30.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",51.7,37.7,32.3,37.5,25.4
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Female","*","*","*","*","*"
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Male","*","*","*","*","*"
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Female",8.9,12.3,11.1,13.5,6.1
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Male",9.5,11.8,15.7,11.2,11.3
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Female","*","*",0.0,"*","*"
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Male","*","*",0.0,"*","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Female","*","*","*","*","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Male","*","*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","=""2416514""","Female","*","*",18.4,"N/A","N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","=""2416514""","Male","*","*",10.7,"N/A","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",7.3,8.2,8.1,9.4,6.7
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",7.9,7.8,8.4,8.2,8.6
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Female","*",8.0,5.2,10.9,7.9
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Male","*",11.5,15.2,10.2,7.7
"Capitol Region Education Council","Museum Academy","=""2410514""","Female",7.3,8.4,13.8,9.0,12.3
"Capitol Region Education Council","Museum Academy","=""2410514""","Male",10.0,15.3,5.0,8.5,6.5
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Female",30.4,26.3,24.2,29.0,29.6
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Male",20.1,18.9,15.0,27.5,20.0
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Female",9.0,10.0,16.9,18.8,10.1
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Male",19.2,15.1,13.7,11.6,7.8
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Female","*","*","*","*","*"
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Male","*","*","*","*","*"
"Capitol Region Education Council","River Street School","=""2419314""","Female","*","*","*","*","*"
"Capitol Region Education Council","River Street School","=""2419314""","Male","*","*","*","*","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Female","*","*","*","N/A","N/A"
"Capitol Region Education Council","Soundbridge","=""2419114""","Male","*","*","*","*","*"
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Female",5.4,6.4,6.8,10.8,7.6
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Male",4.2,6.3,6.1,7.6,5.2
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Female",0.0,6.5,6.0,10.7,6.2
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Male","*",6.3,6.6,8.0,5.7
"Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","=""2410614""","Female","N/A","*",16.2,13.1,6.7
"Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","=""2410614""","Male","N/A","*",12.8,15.6,7.6
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Female","N/A",7.4,14.9,17.9,17.3
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Male","N/A",10.3,12.4,15.9,20.6
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Female","N/A","*",7.6,7.9,20.0
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Male","N/A","*",6.3,9.2,13.0
"Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","=""2410714""","Female","N/A","N/A","*",23.8,13.1
"Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","=""2410714""","Male","N/A","N/A","*",26.4,17.1
"Capitol Region Education Council","Discovery Academy","=""2418114""","Female","N/A","N/A",15.3,8.2,8.3
"Capitol Region Education Council","Discovery Academy","=""2418114""","Male","N/A","N/A",10.8,9.7,3.6
"Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Female","N/A","N/A","*","N/A","N/A"
"Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Male","N/A","N/A","*","N/A","N/A"
"Capitol Region Education Council","Academy of Science and Innovation","=""2416514""","Female","N/A","N/A","N/A",15.9,15.6
"Capitol Region Education Council","Academy of Science and Innovation","=""2416514""","Male","N/A","N/A","N/A",11.1,7.6
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Female","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Male","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Female","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Male","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Female","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Male","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Female","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Male","N/A","N/A","N/A","*","*"
"Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","=""2410914""","Male","N/A","N/A","N/A","*","N/A"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Female",8.9,"*","*","*",12.5
"Chaplin School District","Chaplin Elementary School","=""0240211""","Male",10.3,"*","*","*",7.9
"Cheshire School District","Chapman School","=""0250111""","Female","*","*","*","*",4.7
"Cheshire School District","Chapman School","=""0250111""","Male","*",0.0,"*","*",4.0
"Cheshire School District","Cheshire High School","=""0256111""","Female",8.7,9.5,7.9,8.8,4.3
"Cheshire School District","Cheshire High School","=""0256111""","Male",7.1,8.5,9.2,7.7,7.2
"Cheshire School District","Darcey School","=""0250211""","Female",8.5,0.0,0.0,0.0,"*"
"Cheshire School District","Darcey School","=""0250211""","Male",10.0,0.0,"*",0.0,"*"
"Cheshire School District","Dodd Middle School","=""0255111""","Female",5.0,6.0,4.4,0.0,5.0
"Cheshire School District","Dodd Middle School","=""0255111""","Male",6.1,5.9,4.1,0.0,5.5
"Cheshire School District","Doolittle School","=""0250611""","Female",2.6,0.0,2.6,"*",2.8
"Cheshire School District","Doolittle School","=""0250611""","Male",4.2,0.0,3.1,"*",3.9
"Cheshire School District","Highland School","=""0250411""","Female",2.1,0.0,2.9,2.4,3.6
"Cheshire School District","Highland School","=""0250411""","Male",3.4,0.0,4.0,"*",5.1
"Cheshire School District","Humiston School","=""0259011""","Female","*","*","*","N/A","N/A"
"Cheshire School District","Humiston School","=""0259011""","Male","*","*","*","N/A","N/A"
"Cheshire School District","Norton School","=""0250511""","Female","*",0.0,"*","*","*"
"Cheshire School District","Norton School","=""0250511""","Male","*",0.0,"*","*","*"
"Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Female","N/A","N/A","N/A","*","*"
"Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Male","N/A","N/A","N/A","*","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Female","N/A","N/A","N/A","*","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Male","N/A","N/A","N/A","*","*"
"Chester School District","Chester Elementary School","=""0260111""","Female","*",7.4,"*","*","*"
"Chester School District","Chester Elementary School","=""0260111""","Male","*",11.3,"*","*","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Female","*","*",4.6,"*","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Male","*","*",5.9,"*","*"
"Clinton School District","Jared Eliot School","=""0275111""","Female",8.3,5.6,5.6,4.4,5.6
"Clinton School District","Jared Eliot School","=""0275111""","Male",7.6,5.2,5.7,5.0,3.4
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Female",4.8,3.7,3.4,2.7,2.6
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Male",7.8,6.1,4.3,3.4,4.4
"Clinton School District","The Morgan School","=""0276111""","Female",22.6,16.0,13.4,15.6,11.4
"Clinton School District","The Morgan School","=""0276111""","Male",20.4,13.7,9.9,13.8,8.8
"Colchester School District","Bacon Academy","=""0286111""","Female","*",10.3,5.7,2.6,8.9
"Colchester School District","Bacon Academy","=""0286111""","Male","*",10.0,8.2,2.5,9.8
"Colchester School District","Colchester Elementary School","=""0280411""","Female",2.8,3.8,2.5,5.1,3.8
"Colchester School District","Colchester Elementary School","=""0280411""","Male",1.9,3.3,4.7,4.5,4.0
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Female","*","*",2.8,"*","*"
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Male","*","*",3.3,"*","*"
"Colchester School District","William J. Johnston Middle School","=""0285111""","Female",5.6,7.4,7.4,8.0,5.1
"Colchester School District","William J. Johnston Middle School","=""0285111""","Male",5.0,4.8,4.7,5.4,4.2
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Female","N/A","N/A","N/A","*","*"
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Male","N/A","N/A","N/A","*","*"
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Female",0.0,"*","*","*","*"
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Male","*","*","*","*",0.0
"Columbia School District","Horace W. Porter School","=""0300111""","Female",7.3,5.2,0.0,5.5,4.0
"Columbia School District","Horace W. Porter School","=""0300111""","Male",6.5,3.0,0.0,4.2,2.8
"Common Ground High School District","Common Ground High School","=""2686113""","Female",13.6,18.8,18.3,18.9,16.9
"Common Ground High School District","Common Ground High School","=""2686113""","Male",12.2,10.6,14.9,12.5,7.8
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Female",22.4,13.6,13.4,19.0,21.3
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Male",12.3,9.3,9.9,11.5,14.6
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Female",14.1,15.7,17.9,18.9,23.7
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Male",14.6,12.6,11.0,9.2,17.3
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Female",11.7,11.5,13.5,20.7,13.3
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Male",7.3,5.8,12.2,11.9,9.1
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Female",22.5,30.7,40.5,38.0,40.7
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Male",15.0,19.8,23.2,27.1,19.4
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",10.3,18.8,23.4,20.5,17.4
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",8.0,16.8,17.7,18.9,12.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","=""9002516""","Female",25.7,27.4,24.6,24.3,21.5
"Connecticut Technical High School System","Emmett O'Brien Technical High School","=""9002516""","Male",14.2,15.5,16.5,16.4,15.1
"Connecticut Technical High School System","H. C. Wilcox Technical High School","=""9001716""","Female",8.7,15.1,16.3,14.6,9.8
"Connecticut Technical High School System","H. C. Wilcox Technical High School","=""9001716""","Male",5.4,7.8,10.6,10.2,7.9
"Connecticut Technical High School System","H. H. Ellis Technical High School","=""9001316""","Female",18.0,17.3,16.7,16.7,12.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","=""9001316""","Male",8.6,12.3,12.1,12.5,9.4
"Connecticut Technical High School System","Henry Abbott Technical High School","=""9001216""","Female",3.7,10.9,12.9,10.9,7.6
