"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","=""2416514""","Eligible For Free Lunch",18.0
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","=""2416514""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","=""2416514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch",6.5
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Eligible For Free Lunch",16.5
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Museum Academy","=""2410514""","Eligible For Free Lunch",21.1
"Capitol Region Education Council","Museum Academy","=""2410514""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Museum Academy","=""2410514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Eligible For Free Lunch",28.5
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Eligible For Reduced Lunch",20.0
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Not Eligible For Lunch",11.8
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Not Eligible For Lunch","*"
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Eligible For Free Lunch","*"
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","River Street School","=""2419314""","Eligible For Free Lunch","*"
"Capitol Region Education Council","River Street School","=""2419314""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Eligible For Free Lunch",14.0
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Eligible For Reduced Lunch",0.0
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Not Eligible For Lunch",2.7
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Eligible For Free Lunch",9.9
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Not Eligible For Lunch","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Eligible For Free Lunch","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Eligible For Reduced Lunch","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Not Eligible For Lunch",7.1
"Cheshire School District","Chapman School","=""0250111""","Eligible For Free Lunch","*"
"Cheshire School District","Chapman School","=""0250111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Chapman School","=""0250111""","Not Eligible For Lunch","*"
"Cheshire School District","Cheshire High School","=""0256111""","Eligible For Free Lunch","*"
"Cheshire School District","Cheshire High School","=""0256111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Cheshire High School","=""0256111""","Not Eligible For Lunch",8.0
"Cheshire School District","Dodd Middle School","=""0255111""","Eligible For Free Lunch","*"
"Cheshire School District","Dodd Middle School","=""0255111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Dodd Middle School","=""0255111""","Not Eligible For Lunch",5.0
"Cheshire School District","Doolittle School","=""0250611""","Eligible For Free Lunch","*"
"Cheshire School District","Doolittle School","=""0250611""","Eligible For Reduced Lunch","*"
"Cheshire School District","Doolittle School","=""0250611""","Not Eligible For Lunch",0.0
"Cheshire School District","Highland School","=""0250411""","Eligible For Free Lunch",0.0
"Cheshire School District","Highland School","=""0250411""","Eligible For Reduced Lunch","*"
"Cheshire School District","Highland School","=""0250411""","Not Eligible For Lunch",0.0
"Cheshire School District","Humiston School","=""0259011""","Eligible For Free Lunch","*"
"Cheshire School District","Humiston School","=""0259011""","Eligible For Reduced Lunch","*"
"Cheshire School District","Humiston School","=""0259011""","Not Eligible For Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Eligible For Free Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Eligible For Reduced Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Not Eligible For Lunch",0.0
"Cheshire School District","Darcey School","=""0250211""","Not Eligible For Lunch",0.0
"Chester School District","Chester Elementary School","=""0260111""","Eligible For Free Lunch","*"
"Chester School District","Chester Elementary School","=""0260111""","Eligible For Reduced Lunch","*"
"Chester School District","Chester Elementary School","=""0260111""","Not Eligible For Lunch",6.8
"Clinton School District","Abraham Pierson School","=""0270111""","Eligible For Free Lunch","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Eligible For Reduced Lunch","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Not Eligible For Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Eligible For Free Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Eligible For Reduced Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Not Eligible For Lunch",3.9
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Eligible For Free Lunch","*"
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Eligible For Reduced Lunch","*"
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Not Eligible For Lunch",4.4
"Clinton School District","The Morgan School","=""0276111""","Eligible For Free Lunch","*"
"Clinton School District","The Morgan School","=""0276111""","Eligible For Reduced Lunch","*"
"Clinton School District","The Morgan School","=""0276111""","Not Eligible For Lunch",10.4
"Colchester School District","Bacon Academy","=""0286111""","Eligible For Free Lunch","*"
"Colchester School District","Bacon Academy","=""0286111""","Eligible For Reduced Lunch","*"
"Colchester School District","Bacon Academy","=""0286111""","Not Eligible For Lunch",9.4
"Colchester School District","Colchester Elementary School","=""0280411""","Eligible For Free Lunch","*"
"Colchester School District","Colchester Elementary School","=""0280411""","Eligible For Reduced Lunch","*"
"Colchester School District","Colchester Elementary School","=""0280411""","Not Eligible For Lunch",1.9
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Eligible For Free Lunch","*"
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Eligible For Reduced Lunch","*"
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Not Eligible For Lunch",1.1
"Colchester School District","William J. Johnston Middle School","=""0285111""","Eligible For Free Lunch","*"
"Colchester School District","William J. Johnston Middle School","=""0285111""","Eligible For Reduced Lunch","*"
"Colchester School District","William J. Johnston Middle School","=""0285111""","Not Eligible For Lunch",4.7
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Eligible For Free Lunch","*"
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Eligible For Reduced Lunch","*"
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Not Eligible For Lunch","*"
"Columbia School District","Horace W. Porter School","=""0300111""","Eligible For Free Lunch","*"
"Columbia School District","Horace W. Porter School","=""0300111""","Eligible For Reduced Lunch","*"
"Columbia School District","Horace W. Porter School","=""0300111""","Not Eligible For Lunch",3.3
"Common Ground High School District","Common Ground High School","=""2686113""","Eligible For Free Lunch",17.7
"Common Ground High School District","Common Ground High School","=""2686113""","Eligible For Reduced Lunch","*"
"Common Ground High School District","Common Ground High School","=""2686113""","Not Eligible For Lunch","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Eligible For Free Lunch",12.7
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Eligible For Reduced Lunch",9.2
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Not Eligible For Lunch",8.8
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Eligible For Free Lunch",17.5
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Eligible For Reduced Lunch",10.3
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Not Eligible For Lunch",9.4
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Eligible For Free Lunch",9.4
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Eligible For Reduced Lunch","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Not Eligible For Lunch","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Eligible For Free Lunch",27.3
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Eligible For Reduced Lunch",18.8
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Not Eligible For Lunch",13.4
