"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, All Students"

"",,,"% Chronically Absent",,,,
"Unified School District #1","Enfield Correctional Institution","=""3360415""","*","*","*","*","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""",85.7,70.8,52.0,51.7,"*"
"Unified School District #1","Hartford Correctional Center","=""3360615""",95.7,32.4,"*","*","*"
"Unified School District #1","Robinson Correctional Institution","=""3361315""",72.0,"*","*","*","*"
"Unified School District #1","Northern Correctional Institution","=""3362615""","*","*","*","*","*"
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""",88.9,39.4,25.9,"*","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""",25.0,44.0,"*","*","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""",48.3,"*","*","*","*"
"Unified School District #1","New Haven Correctional Center","=""3360915""",36.7,"*","*","*","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""",41.9,58.8,65.2,"*","*"
"Unified School District #1","York Correctional Institution","=""3362515""","*","*","*","*","*"
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""",84.0,48.8,"*","*","*"
"Unified School District #1","Manson Youth Institution","=""3361115""",42.6,52.1,18.4,30.7,39.9
"Unified School District #2","Children''s Place School","=""3470115""","*","*","N/A","N/A","N/A"
"Unified School District #2","Riverview School","=""3470315""",64.4,"*","*","*","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","*","*",0.0,"*","*"
"Unified School District #2","Children's Place School","=""3470115""","N/A","N/A",0.0,"*","*"
"Unified School District #2","Virtual Academy","=""3470215""","N/A","N/A","N/A","N/A","*"
"Union School District","Union Elementary School","=""1450111""",0.0,0.0,"*",7.8,"*"
"Vernon School District","Northeast School","=""1460311""",7.4,7.9,"*",6.2,5.8
"Vernon School District","Next Step Program (AACBP)","=""1469011""","*","*","*","*","*"
"Vernon School District","Maple Street School","=""1460211""",15.8,8.0,12.2,10.4,8.2
"Vernon School District","Lake Street School","=""1460111""",3.7,"*","*",2.8,3.0
"Vernon School District","Skinner Road School","=""1461011""",9.1,5.0,5.2,10.3,10.4
"Vernon School District","Center Road School","=""1461411""",4.8,2.5,3.6,"*",3.5
"Vernon School District","Vernon Center Middle School","=""1465111""",5.9,5.2,3.6,5.7,7.9
"Vernon School District","Rockville High School","=""1466111""",15.8,14.5,13.3,16.6,18.4
"Vernon School District","Loveland Hill School","=""1460511""","N/A","N/A","*","*","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""",7.6,7.6,9.5,5.8,"*"
"Wallingford School District","Highland School","=""1480211""",10.5,11.8,5.2,2.4,4.0
"Wallingford School District","Harvest Park","=""1489211""","*","*","*","*","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","*","*","*","*","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""",78.3,"*","*","*","*"
"Wallingford School District","Cook Hill School","=""1481011""",7.3,13.2,4.0,4.0,4.5
"Wallingford School District","Parker Farms School","=""1480311""",13.2,13.0,5.0,4.5,2.2
"Wallingford School District","Moses Y. Beach School","=""1480111""",16.7,6.3,3.5,3.5,3.0
"Wallingford School District","Pond Hill School","=""1481211""",13.5,16.6,3.8,1.7,2.4
"Wallingford School District","Rock Hill School","=""1480411""",10.3,12.9,3.1,4.5,4.5
"Wallingford School District","Evarts C. Stevens School","=""1480911""",10.5,8.8,4.5,4.5,1.9
"Wallingford School District","Yalesville School","=""1480811""",3.8,2.6,2.4,"*","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""",9.0,8.9,4.0,3.5,"N/A"
"Wallingford School District","James H. Moran Middle School","=""1485311""",9.4,10.3,5.5,4.4,4.2
"Wallingford School District","Mark T. Sheehan High School","=""1486211""",8.6,6.9,8.2,7.7,6.7
"Wallingford School District","Lyman Hall High School","=""1486111""",12.1,8.5,7.3,7.1,6.9
"Wallingford School District","Education Enhancement Program","=""1480511""","N/A","N/A","N/A",50.0,35.0
"Wallingford School District","Dag Hammarskjold Middle School","=""1485211""","N/A","N/A","N/A","N/A",5.6
"Waterbury School District","SAGE","=""3480415""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Bridgeport Detention Center","=""3480115""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","West Side Middle School","=""1515211""",21.9,21.9,21.4,18.3,19.8
"Waterbury School District","Washington School","=""1512311""",8.5,13.4,13.3,12.0,13.0
"Waterbury School District","State Street School","=""1519011""",81.1,83.3,79.7,82.1,81.0
"Waterbury School District","Enlightenment School","=""1519111""",86.2,93.9,91.5,93.9,95.1
"Waterbury School District","Regan School","=""1512811""",9.7,6.8,10.9,10.5,4.5
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""",8.9,8.7,7.3,6.2,6.5
"Waterbury School District","Woodrow Wilson School","=""1513211""",12.0,18.9,19.9,18.8,10.3
"Waterbury School District","Wendell L. Cross School","=""1510811""",6.6,7.4,6.8,9.1,4.1
"Waterbury School District","Duggan School","=""1511611""",13.8,11.7,17.8,9.2,9.6
"Waterbury School District","Sprague School","=""1512011""",13.2,20.9,19.2,15.4,6.2
"Waterbury School District","Gilmartin School","=""1512611""",10.3,11.1,11.1,12.2,9.3
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""",15.7,17.8,16.1,13.1,10.5
"Waterbury School District","Hopeville School","=""1511311""",15.3,14.4,20.7,17.3,13.7
"Waterbury School District","Carrington School","=""1512711""",11.8,12.0,8.7,9.2,6.4
"Waterbury School District","Bunker Hill School","=""1510611""",15.6,19.2,20.7,20.8,10.7
"Waterbury School District","Driggs School","=""1510911""",24.1,18.6,26.6,16.4,20.6
"Waterbury School District","Walsh School","=""1512211""",19.9,17.5,23.8,21.4,12.9
"Waterbury School District","F. J. Kingsbury School","=""1511411""",11.6,15.7,14.4,13.1,7.1
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""",3.2,2.3,2.6,2.2,3.1
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""",1.7,3.1,2.9,1.7,2.2
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""",6.9,10.7,9.6,12.7,5.3
"Waterbury School District","B. W. Tinker School","=""1512111""",5.1,8.6,10.6,9.3,7.4
"Waterbury School District","Bucks Hill School","=""1510511""",15.2,12.5,14.3,16.3,11.9
"Waterbury School District","H. S. Chase School","=""1510711""",8.0,9.3,8.2,7.8,4.9
"Waterbury School District","North End Middle School","=""1515311""",20.8,22.5,21.0,17.5,19.5
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""",21.0,20.3,22.7,19.2,15.4
"Waterbury School District","Wilby High School","=""1516311""",30.2,37.1,43.9,39.7,34.2
"Waterbury School District","Crosby High School","=""1516211""",29.2,31.7,30.9,34.6,32.0
"Waterbury School District","John F. Kennedy High School","=""1516411""",24.0,27.2,29.8,27.0,30.9
"Waterbury School District","Reed School","=""1513411""","N/A",15.5,11.9,14.8,10.0
"Waterbury School District","Waterbury Career Academy","=""1516711""","N/A","N/A",9.3,4.4,5.2
"Waterbury School District","Excel III","=""1513911""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Duggan CBL","=""1513611""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby Autism","=""1514511""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Michael F. Wallace Autism","=""1512911""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","North End ESC","=""1511811""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Carrington ESC","=""1511911""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","=""1514011""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Wilby ESC","=""1511711""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Woodrow Wilson BDLC","=""1511211""","N/A","N/A","N/A","N/A",42.9
"Waterbury School District","B.W. Tinker BDLC","=""1510411""","N/A","N/A","N/A","N/A",27.3
"Waterbury School District","Bunker Hill BDLC","=""1510111""","N/A","N/A","N/A","N/A",25.0
"Waterbury School District","Reed ESC","=""1512411""","N/A","N/A","N/A","N/A",50.0
"Waterbury School District","Margaret M. Generali Autism","=""1513511""","N/A","N/A","N/A","N/A","*"
"Waterbury School District","Hopeville Bilingual","=""1514211""","N/A","N/A","N/A","N/A",11.8
"Waterbury School District","Chase Bilingual","=""1514111""","N/A","N/A","N/A","N/A",9.5
"Waterbury School District","Bucks Hill Bilingual","=""1514311""","N/A","N/A","N/A","N/A",12.0
"Waterford School District","Quaker Hill Elementary School","=""1520711""",5.0,4.4,5.0,6.2,5.2
"Waterford School District","Great Neck Elementary School","=""1520211""",3.3,2.9,3.0,"*","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""",4.5,3.6,3.8,4.3,1.6
"Waterford School District","Clark Lane Middle School","=""1525111""",5.8,6.3,7.3,6.3,5.8
"Waterford School District","Waterford High School","=""1526111""",11.4,13.3,6.9,7.7,8.7
"Waterford School District","Autism Class","=""1521111""","N/A","N/A","N/A","*","*"
"Waterford School District","Waterford High School Tutor Center","=""1521211""","N/A","N/A","N/A","*","*"
"Waterford School District","Avery Point Transition Program","=""1520311""","N/A","N/A","N/A","N/A","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""",2.8,"*",3.1,3.1,3.4
"Watertown School District","Polk School","=""1530411""",4.1,3.6,2.1,4.6,5.2
"Watertown School District","John Trumbull Primary School","=""1530211""",4.1,6.0,5.0,6.2,5.7
"Watertown School District","Swift Middle School","=""1535111""",5.0,4.7,5.5,4.7,5.5
"Watertown School District","Watertown High School","=""1536111""",26.8,23.2,23.6,19.0,13.5
"West Hartford School District","Smith School","=""1551711""",6.5,8.1,4.5,6.8,8.5
"West Hartford School District","Achieve","=""1559111""","*","*","*","*","*"
"West Hartford School District","REACH","=""1557311""","N/A","N/A","N/A",29.4,42.9
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*","*","*","*","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","*",46.7,66.7,50.0,"N/A"
"West Hartford School District","Charter Oak International Academy","=""1550511""",4.6,3.8,4.6,5.0,4.3
"West Hartford School District","Morley School","=""1550911""",3.7,3.6,3.4,2.1,4.1
"West Hartford School District","Braeburn School","=""1550211""",2.7,6.9,7.0,5.1,1.7
"West Hartford School District","Bristow Middle School","=""1555311""",5.1,3.8,4.6,1.9,1.9
"West Hartford School District","Norfeldt School","=""1551011""",3.0,4.0,3.5,3.8,2.0
"West Hartford School District","Aiken School","=""1551611""",2.9,2.8,4.6,3.7,2.3
"West Hartford School District","Bugbee School","=""1550411""",3.1,2.0,3.3,2.6,"*"
"West Hartford School District","Whiting Lane School","=""1551311""",5.3,5.1,4.8,5.9,7.9
"West Hartford School District","Webster Hill School","=""1551211""",7.3,7.4,6.1,6.0,8.1
"West Hartford School District","Wolcott School","=""1551511""",4.7,4.2,4.9,4.7,3.8
"West Hartford School District","Duffy School","=""1550611""",2.3,1.8,3.5,2.6,1.8
"West Hartford School District","King Philip Middle School","=""1555111""",6.4,6.3,4.5,4.2,4.1
"West Hartford School District","Sedgwick Middle School","=""1555211""",6.7,8.2,6.1,6.7,6.1
"West Hartford School District","Conard High School","=""1556111""",7.3,7.1,5.5,6.1,5.8
"West Hartford School District","Hall High School","=""1556211""",6.3,7.0,4.4,5.4,6.1
"West Hartford School District","Norfeldt Learning Center","=""1559411""","N/A","N/A","N/A","*","*"
"West Hartford School District","Braeburn Learning Center","=""1559311""","N/A","N/A","N/A","*","*"
"West Hartford School District","Wolcott Learning Center","=""1559611""","N/A","N/A","N/A","*","*"
"West Hartford School District","Whiting Lane Learning Center","=""1559511""","N/A","N/A","N/A","*","*"
"West Hartford School District","Strive-West Hartford","=""1559211""","N/A","N/A","N/A","N/A",68.8
"West Haven School District","Washington School","=""1561211""",8.9,19.0,14.1,16.8,11.2
"West Haven School District","Life Skills","=""1560111""","N/A","N/A","*","*","*"
"West Haven School District","Alma E. Pagels School","=""1560811""",6.8,14.2,15.9,11.7,10.9
"West Haven School District","Edith E. Mackrille School","=""1560611""",10.4,15.9,11.0,5.4,2.5
"West Haven School District","Seth G. Haley School","=""1560411""",4.7,9.6,8.2,10.5,8.4
"West Haven School District","Forest School","=""1560311""",7.3,13.1,12.0,13.3,7.8
"West Haven School District","Savin Rock Community School","=""1561411""",12.2,16.3,13.8,13.1,8.5
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""",13.1,13.4,13.2,14.6,11.0
"West Haven School District","Harry M. Bailey Middle School","=""1565111""",23.3,27.1,18.4,22.3,14.3
"West Haven School District","West Haven High School","=""1566111""",19.5,15.4,16.9,17.9,11.1
"West Haven School District","PACE","=""1560211""","N/A","N/A","N/A",70.3,64.3
"West Haven School District","ASD Lab","=""1561111""","N/A","N/A","N/A","N/A","*"
"West Haven School District","Blended (Molloy)","=""1560511""","N/A","N/A","N/A","N/A",64.0
"West Haven School District","Blended","=""1560711""","N/A","N/A","N/A","N/A",14.9
"Westbrook School District","Westbrook Middle School","=""1545111""",4.9,7.8,2.3,"*","*"
"Westbrook School District","Westbrook High School","=""1546111""",7.5,8.9,6.8,4.7,7.7
"Westbrook School District","Daisy Ingraham School","=""1540211""",2.7,4.0,4.2,4.5,3.1
"Weston School District","Hurlbutt Elementary School","=""1570111""",6.3,7.3,5.5,4.3,3.7
"Weston School District","Weston Intermediate School","=""1570211""",6.2,5.6,5.4,4.2,3.0
"Weston School District","Weston Middle School","=""1575111""",10.2,8.5,8.2,8.9,3.6
"Weston School District","Weston High School","=""1576111""",18.5,8.0,3.4,5.2,5.3
"Westport School District","Green's Farms School","=""1580411""",2.4,2.4,3.2,1.5,4.1
"Westport School District","King's Highway Elementary School","=""1580511""","*",1.8,1.6,2.4,2.0
"Westport School District","Coleytown Elementary School","=""1580311""",1.9,3.3,2.0,"*","*"
"Westport School District","Coleytown Middle School","=""1585311""",2.6,4.3,4.5,2.7,3.5
"Westport School District","Saugatuck Elementary School","=""1580811""","*","*",1.1,1.3,1.5
"Westport School District","Long Lots School","=""1580711""",2.0,3.4,4.8,1.4,"*"
"Westport School District","Bedford Middle School","=""1585111""",3.4,4.3,4.9,2.5,4.2
"Westport School District","Staples High School","=""1586111""",1.8,1.3,1.7,1.4,2.0
"Westport School District","Green's Farms Segregated","=""1580211""","N/A","N/A","N/A","N/A","*"
"Westport School District","King's Highway Segregated","=""1580611""","N/A","N/A","N/A","N/A","*"
"Westport School District","CES Segregated","=""1580111""","N/A","N/A","N/A","N/A","*"
"Wethersfield School District","Charles Wright School","=""1591011""",4.8,5.8,2.0,4.1,1.8
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""",3.1,5.2,"*","*","*"
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""",3.9,4.6,2.2,2.6,2.5
"Wethersfield School District","Emerson-Williams School","=""1590211""","*",2.0,1.4,2.4,2.1
"Wethersfield School District","Highcrest School","=""1591111""",2.3,3.8,"*",2.3,2.3
"Wethersfield School District","Silas Deane Middle School","=""1595211""",6.7,8.4,3.5,3.8,3.3
"Wethersfield School District","Wethersfield High School","=""1596111""",6.6,17.7,8.8,6.0,5.7
"Willington School District","Center School","=""1600111""",5.4,5.0,3.4,6.2,"*"
"Willington School District","Hall Memorial School","=""1605111""",4.3,5.3,4.9,8.0,7.4
"Wilton School District","Middlebrook School","=""1615211""",6.6,3.5,3.3,1.7,2.2
"Wilton School District","Miller-Driscoll School","=""1610511""",2.6,3.0,3.3,3.8,1.8
"Wilton School District","Cider Mill School","=""1610711""",3.5,2.1,1.4,1.8,1.3
"Wilton School District","Wilton High School","=""1616111""",41.0,48.2,37.2,7.2,9.1
"Wilton School District","Wilton-Westport Evening School","=""1610111""","N/A","N/A","N/A","*","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""",14.7,7.9,10.6,12.1,12.2
"Winchester School District","Pearson Middle School","=""1625111""",10.6,"*",5.4,5.7,4.1
"Winchester School District","Mary P. Hinsdale School","=""1620211""",8.6,5.7,4.5,2.8,3.9
"Winchester School District","WISE Academy","=""1620111""","N/A","*","*","*","N/A"
"Windham School District","Partial Day Program","=""1638411""","*","N/A","N/A","N/A","N/A"
"Windham School District","Natchaug School","=""1630111""",22.1,22.4,20.8,7.9,13.8
"Windham School District","Windham Center School","=""1630511""",11.8,10.6,11.8,17.9,17.7
"Windham School District","W. B. Sweeney School","=""1630611""",10.3,18.5,18.3,13.5,14.5
"Windham School District","North Windham School","=""1630311""",9.2,10.7,9.5,12.0,10.2
"Windham School District","Windham High School","=""1636111""",32.9,30.3,33.2,23.8,31.8
"Windham School District","Windham Middle School","=""1635111""",15.0,15.8,17.8,19.9,16.4
"Windham School District","Charles H. Barrows STEM Academy","=""1630411""","N/A","N/A","*",5.5,4.8
"Windham School District","Sweeney Medically Fragile Program","=""1630911""","N/A","N/A","N/A","*","*"
"Windham School District","North Windham ASD Program","=""1630811""","N/A","N/A","N/A","*","*"
"Windsor Locks School District","North Street School","=""1650111""",7.9,10.3,7.0,10.5,8.4
"Windsor Locks School District","South Elementary School","=""1650411""",5.1,6.1,5.0,5.8,6.1
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""",11.1,7.9,9.4,11.0,10.7
"Windsor Locks School District","Windsor Locks High School","=""1656111""",17.7,14.7,16.5,19.9,15.6
"Windsor Locks School District","RISE Transition Academy","=""1650211""","N/A","N/A","N/A","*","*"
"Windsor Locks School District","Pine Meadow Academy","=""1650611""","N/A","N/A","N/A",55.2,71.8
"Windsor School District","Roger Wolcott Early Child Center","=""1641011""",9.7,"N/A","N/A","N/A","N/A"
"Windsor School District","Clover Street School","=""1640111""",2.7,4.7,6.3,5.2,3.4
"Windsor School District","John F. Kennedy School","=""1640811""","*",2.5,5.9,4.3,4.0
"Windsor School District","Poquonock Elementary School","=""1640511""",7.0,8.0,7.2,8.4,10.0
"Windsor School District","Oliver Ellsworth School","=""1640911""",4.0,8.5,5.2,7.3,4.4
"Windsor School District","Sage Park Middle School","=""1645311""",6.4,7.0,7.7,6.9,8.2
"Windsor School District","Windsor High School","=""1646111""",12.4,13.9,18.7,9.7,12.2
"Windsor School District","Expulsion","=""1640411""","N/A","N/A","N/A","*","*"
"Windsor School District","Community Based Transition Academy","=""1640211""","N/A","N/A","N/A","*","*"
"Windsor School District","Spark","=""1640311""","N/A","N/A","N/A","*","*"
"Windsor School District","Plato Credit Recovery","=""1640611""","N/A","N/A","N/A","N/A","*"
"Wolcott School District","Alcott School","=""1660611""",3.0,4.4,"*",3.0,"*"
"Wolcott School District","Frisbie School","=""1660211""",1.8,4.0,"*",1.9,"*"
"Wolcott School District","Wakelee School","=""1660511""",1.8,1.5,"*","*",1.8
"Wolcott School District","Tyrrell Middle School","=""1665111""",2.6,2.7,2.0,1.6,1.3
"Wolcott School District","Wolcott High School","=""1666111""",5.6,3.4,6.6,8.0,6.2
"Wolcott School District","ABC Classroom","=""1660311""","N/A","N/A","N/A","*","*"
"Wolcott School District","Phoenix Program","=""1660411""","N/A","N/A","N/A","*","*"
"Woodbridge School District","Beecher Road Primary School","=""1670111""",4.1,"N/A","N/A","N/A","N/A"
"Woodbridge School District","Beecher Road Intermediate School","=""1670211""",3.4,"N/A","N/A","N/A","N/A"
"Woodbridge School District","Beecher Road School","=""1670311""","N/A",5.2,6.4,4.9,4.7
"Woodstock Academy District","Woodstock Academy","=""9036122""",6.0,6.2,6.4,7.9,6.3
"Woodstock School District","Woodstock Middle School","=""1695111""",3.1,4.3,3.5,5.6,1.6
"Woodstock School District","Woodstock Elementary School","=""1690211""",5.9,5.5,5.3,5.5,2.7

