"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, English Learner Status"

"Organization","School","School Code","English Learner Status","% Chronically Absent"
"Stamford School District","Hart School","=""1352211""","ELL",8.0
"Stamford School District","Hart School","=""1352211""","Non-ELL",9.7
"Stamford School District","Julia A. Stark School","=""1351211""","ELL",6.1
"Stamford School District","Julia A. Stark School","=""1351211""","Non-ELL",5.1
"Stamford School District","K. T. Murphy School","=""1350511""","ELL",6.3
"Stamford School District","K. T. Murphy School","=""1350511""","Non-ELL",4.1
"Stamford School District","Newfield School","=""1350611""","ELL",16.9
"Stamford School District","Newfield School","=""1350611""","Non-ELL",9.4
"Stamford School District","Northeast School","=""1351811""","ELL","*"
"Stamford School District","Northeast School","=""1351811""","Non-ELL",4.2
"Stamford School District","Rippowam Middle School","=""1355811""","ELL",12.1
"Stamford School District","Rippowam Middle School","=""1355811""","Non-ELL",16.2
"Stamford School District","Rogers International School","=""1350811""","ELL","*"
"Stamford School District","Rogers International School","=""1350811""","Non-ELL","*"
"Stamford School District","Roxbury School","=""1350911""","ELL",12.6
"Stamford School District","Roxbury School","=""1350911""","Non-ELL",9.1
"Stamford School District","Scofield Middle School","=""1355711""","ELL","*"
"Stamford School District","Scofield Middle School","=""1355711""","Non-ELL","*"
"Stamford School District","Springdale School","=""1351111""","ELL",8.5
"Stamford School District","Springdale School","=""1351111""","Non-ELL",9.0
"Stamford School District","Stamford High School","=""1356111""","ELL",12.9
"Stamford School District","Stamford High School","=""1356111""","Non-ELL",8.9
"Stamford School District","Stillmeadow School","=""1352111""","ELL",10.1
"Stamford School District","Stillmeadow School","=""1352111""","Non-ELL",9.7
"Stamford School District","The Academy of Information Technology","=""1356411""","ELL","*"
"Stamford School District","The Academy of Information Technology","=""1356411""","Non-ELL","*"
"Stamford School District","Toquam Magnet School","=""1351911""","ELL",9.7
"Stamford School District","Toquam Magnet School","=""1351911""","Non-ELL",10.4
"Stamford School District","Turn of River School","=""1355511""","ELL",17.9
"Stamford School District","Turn of River School","=""1355511""","Non-ELL",12.3
"Stamford School District","Westhill High School","=""1356311""","ELL",17.9
"Stamford School District","Westhill High School","=""1356311""","Non-ELL",14.0
"Stamford School District","Westover School","=""1351411""","ELL",9.8
"Stamford School District","Westover School","=""1351411""","Non-ELL",4.5
"Sterling School District","Sterling Community School","=""1360311""","Non-ELL",8.3
"Stonington School District","Deans Mill School","=""1370511""","ELL","*"
"Stonington School District","Deans Mill School","=""1370511""","Non-ELL","*"
"Stonington School District","Mystic Middle School","=""1375211""","ELL","*"
"Stonington School District","Mystic Middle School","=""1375211""","Non-ELL","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","ELL","*"
"Stonington School District","Pawcatuck Middle School","=""1375111""","Non-ELL","*"
"Stonington School District","West Vine Street School","=""1370611""","ELL","*"
"Stonington School District","West Vine Street School","=""1370611""","Non-ELL","*"
"Stonington School District","Stonington High School","=""1376111""","Non-ELL","*"
"Stonington School District","West Broad Street School","=""1370411""","Non-ELL","*"
"Stratford School District","Eli Whitney School","=""1381311""","ELL","*"
"Stratford School District","Eli Whitney School","=""1381311""","Non-ELL","*"
"Stratford School District","Bunnell High School","=""1386211""","ELL","*"
"Stratford School District","Bunnell High School","=""1386211""","Non-ELL","*"
"Stratford School District","Chapel School","=""1380311""","ELL","*"
"Stratford School District","Chapel School","=""1380311""","Non-ELL","*"
"Stratford School District","David Wooster Middle School","=""1385211""","ELL","*"
"Stratford School District","David Wooster Middle School","=""1385211""","Non-ELL","*"
"Stratford School District","Franklin School","=""1380411""","ELL",0.0
"Stratford School District","Franklin School","=""1380411""","Non-ELL",10.7
"Stratford School District","Harry B. Flood Middle School","=""1385311""","ELL","*"
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Non-ELL","*"
"Stratford School District","Honeyspot School","=""1381611""","ELL","*"
"Stratford School District","Honeyspot School","=""1381611""","Non-ELL","*"
"Stratford School District","Lordship School","=""1380811""","ELL","*"
"Stratford School District","Lordship School","=""1380811""","Non-ELL","*"
"Stratford School District","Nichols School","=""1380911""","ELL","*"
"Stratford School District","Nichols School","=""1380911""","Non-ELL","*"
"Stratford School District","Second Hill Lane School","=""1381011""","ELL","*"
"Stratford School District","Second Hill Lane School","=""1381011""","Non-ELL","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","ELL","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Non-ELL","*"
"Stratford School District","Stratford High School","=""1386111""","ELL","*"
"Stratford School District","Stratford High School","=""1386111""","Non-ELL","*"
"Stratford School District","Wilcoxson School","=""1381411""","ELL","*"
"Stratford School District","Wilcoxson School","=""1381411""","Non-ELL","*"
"Stratford School District","Secondary STEPS Program","=""1389111""","Non-ELL","*"
"Stratford School District","Strive-Stratford","=""1389011""","Non-ELL","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","ELL","*"
"Suffield School District","A. Ward Spaulding School","=""1390411""","Non-ELL","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","ELL","*"
"Suffield School District","McAlister Intermediate School","=""1390311""","Non-ELL","*"
"Suffield School District","Suffield High School","=""1396111""","Non-ELL",11.5
"Suffield School District","Suffield Middle School","=""1395111""","Non-ELL",7.4
"The Bridge Academy District","The Bridge Academy","=""2696113""","Non-ELL",4.2
"The Gilbert School District","The Gilbert School","=""9026122""","ELL","*"
"The Gilbert School District","The Gilbert School","=""9026122""","Non-ELL","*"
"Thomaston School District","Black Rock School","=""1400111""","ELL","*"
"Thomaston School District","Black Rock School","=""1400111""","Non-ELL","*"
"Thomaston School District","Thomaston Center School","=""1400211""","ELL","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Non-ELL","*"
"Thomaston School District","Thomaston High School","=""1406211""","ELL","*"
"Thomaston School District","Thomaston High School","=""1406211""","Non-ELL","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","ELL","*"
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Non-ELL","*"
"Thompson School District","Thompson Middle School","=""1415111""","ELL","*"
"Thompson School District","Thompson Middle School","=""1415111""","Non-ELL","*"
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Non-ELL",19.8
"Tolland School District","Birch Grove Primary School","=""1420111""","ELL","*"
"Tolland School District","Birch Grove Primary School","=""1420111""","Non-ELL","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","ELL","*"
"Tolland School District","Tolland Intermediate School","=""1420211""","Non-ELL","*"
"Tolland School District","Tolland Middle School","=""1425111""","ELL","*"
"Tolland School District","Tolland Middle School","=""1425111""","Non-ELL","*"
"Tolland School District","Tolland High School","=""1426111""","Non-ELL",9.3
"Torrington School District","East School","=""1430111""","ELL","*"
"Torrington School District","East School","=""1430111""","Non-ELL",8.0
"Torrington School District","Forbes School","=""1430211""","ELL",12.2
"Torrington School District","Forbes School","=""1430211""","Non-ELL",8.8
"Torrington School District","Southwest School","=""1430811""","ELL","*"
"Torrington School District","Southwest School","=""1430811""","Non-ELL","*"
"Torrington School District","Torringford School","=""1430911""","ELL","*"
"Torrington School District","Torringford School","=""1430911""","Non-ELL","*"
"Torrington School District","Torrington High School","=""1436111""","ELL",18.5
"Torrington School District","Torrington High School","=""1436111""","Non-ELL",24.1
"Torrington School District","Torrington Middle School","=""1435111""","ELL","*"
"Torrington School District","Torrington Middle School","=""1435111""","Non-ELL","*"
"Torrington School District","Vogel-Wetmore School","=""1431311""","ELL","*"
"Torrington School District","Vogel-Wetmore School","=""1431311""","Non-ELL","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Non-ELL",6.5
"Trumbull School District","Booth Hill School","=""1440111""","ELL","*"
"Trumbull School District","Booth Hill School","=""1440111""","Non-ELL",2.5
"Trumbull School District","Daniels Farm School","=""1440811""","ELL","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Non-ELL","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","ELL","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Non-ELL","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","ELL","*"
"Trumbull School District","Hillcrest Middle School","=""1445211""","Non-ELL","*"
"Trumbull School District","Jane Ryan School","=""1440411""","ELL","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Non-ELL","*"
"Trumbull School District","Madison Middle School","=""1445111""","ELL","*"
"Trumbull School District","Madison Middle School","=""1445111""","Non-ELL","*"
"Trumbull School District","Middlebrook School","=""1440311""","ELL","*"
"Trumbull School District","Middlebrook School","=""1440311""","Non-ELL","*"
"Trumbull School District","Tashua School","=""1440911""","ELL","*"
"Trumbull School District","Tashua School","=""1440911""","Non-ELL","*"
"Trumbull School District","Trumbull High School","=""1446111""","ELL",33.3
"Trumbull School District","Trumbull High School","=""1446111""","Non-ELL",8.9
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Non-ELL",25.0
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Non-ELL","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Non-ELL",41.9
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Non-ELL",88.9
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Non-ELL","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Non-ELL",85.7
"Unified School District #1","Hartford Correctional Center","=""3360615""","Non-ELL",95.7
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Non-ELL",84.0
"Unified School District #1","Manson Youth Institution","=""3361115""","Non-ELL",42.6
"Unified School District #1","New Haven Correctional Center","=""3360915""","Non-ELL",36.7
"Unified School District #1","Northern Correctional Institution","=""3362615""","Non-ELL","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Non-ELL",48.3
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Non-ELL",72.0
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Non-ELL","*"
"Unified School District #1","York Correctional Institution","=""3362515""","Non-ELL","*"
"Unified School District #2","Children''s Place School","=""3470115""","ELL","*"
"Unified School District #2","Children''s Place School","=""3470115""","Non-ELL","*"
"Unified School District #2","Riverview School","=""3470315""","ELL","*"
"Unified School District #2","Riverview School","=""3470315""","Non-ELL",65.5
"Unified School District #2","Walter G. Cady School","=""3476715""","Non-ELL","*"
"Union School District","Union Elementary School","=""1450111""","Non-ELL",0.0
"Vernon School District","Northeast School","=""1460311""","ELL","*"
"Vernon School District","Northeast School","=""1460311""","Non-ELL",7.1
"Vernon School District","Center Road School","=""1461411""","ELL","*"
"Vernon School District","Center Road School","=""1461411""","Non-ELL","*"
"Vernon School District","Lake Street School","=""1460111""","ELL","*"
"Vernon School District","Lake Street School","=""1460111""","Non-ELL","*"
"Vernon School District","Maple Street School","=""1460211""","ELL","*"
"Vernon School District","Maple Street School","=""1460211""","Non-ELL","*"
"Vernon School District","Rockville High School","=""1466111""","ELL",26.1
"Vernon School District","Rockville High School","=""1466111""","Non-ELL",15.6
"Vernon School District","Skinner Road School","=""1461011""","ELL","*"
"Vernon School District","Skinner Road School","=""1461011""","Non-ELL","*"
"Vernon School District","Vernon Center Middle School","=""1465111""","ELL","*"
"Vernon School District","Vernon Center Middle School","=""1465111""","Non-ELL","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Non-ELL","*"
"Voluntown School District","Voluntown Elementary School","=""1470111""","Non-ELL",7.6
"Wallingford School District","Highland School","=""1480211""","ELL","*"
"Wallingford School District","Highland School","=""1480211""","Non-ELL",10.2
"Wallingford School District","Cook Hill School","=""1481011""","ELL","*"
"Wallingford School District","Cook Hill School","=""1481011""","Non-ELL","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","ELL","*"
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Non-ELL","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","ELL","*"
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Non-ELL","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","ELL","*"
"Wallingford School District","James H. Moran Middle School","=""1485311""","Non-ELL","*"
"Wallingford School District","Lyman Hall High School","=""1486111""","ELL","*"
"Wallingford School District","Lyman Hall High School","=""1486111""","Non-ELL","*"
"Wallingford School District","Moses Y. Beach School","=""1480111""","ELL",28.6
"Wallingford School District","Moses Y. Beach School","=""1480111""","Non-ELL",15.6
"Wallingford School District","Parker Farms School","=""1480311""","ELL","*"
"Wallingford School District","Parker Farms School","=""1480311""","Non-ELL","*"
"Wallingford School District","Pond Hill School","=""1481211""","ELL","*"
"Wallingford School District","Pond Hill School","=""1481211""","Non-ELL","*"
"Wallingford School District","Rock Hill School","=""1480411""","ELL","*"
"Wallingford School District","Rock Hill School","=""1480411""","Non-ELL","*"
"Wallingford School District","Yalesville School","=""1480811""","ELL","*"
"Wallingford School District","Yalesville School","=""1480811""","Non-ELL","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Non-ELL",78.3
"Wallingford School District","Harvest Park","=""1489211""","Non-ELL","*"
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Non-ELL",8.6
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Non-ELL","*"
"Waterbury School District","West Side Middle School","=""1515211""","ELL","*"
"Waterbury School District","West Side Middle School","=""1515211""","Non-ELL",20.5
"Waterbury School District","Washington School","=""1512311""","ELL","*"
"Waterbury School District","Washington School","=""1512311""","Non-ELL",9.8
"Waterbury School District","B. W. Tinker School","=""1512111""","ELL","*"
"Waterbury School District","B. W. Tinker School","=""1512111""","Non-ELL","*"
"Waterbury School District","Bucks Hill School","=""1510511""","ELL",18.6
"Waterbury School District","Bucks Hill School","=""1510511""","Non-ELL",14.8
"Waterbury School District","Bunker Hill School","=""1510611""","ELL",14.6
"Waterbury School District","Bunker Hill School","=""1510611""","Non-ELL",15.7
"Waterbury School District","Carrington School","=""1512711""","ELL",20.3
"Waterbury School District","Carrington School","=""1512711""","Non-ELL",8.0
"Waterbury School District","Crosby High School","=""1516211""","ELL",39.5
"Waterbury School District","Crosby High School","=""1516211""","Non-ELL",27.9
"Waterbury School District","Driggs School","=""1510911""","ELL",40.4
"Waterbury School District","Driggs School","=""1510911""","Non-ELL",22.4
"Waterbury School District","Duggan School","=""1511611""","ELL","*"
"Waterbury School District","Duggan School","=""1511611""","Non-ELL","*"
"Waterbury School District","Enlightenment School","=""1519111""","ELL",95.2
"Waterbury School District","Enlightenment School","=""1519111""","Non-ELL",85.1
"Waterbury School District","F. J. Kingsbury School","=""1511411""","ELL",13.2
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Non-ELL",11.5
"Waterbury School District","Gilmartin School","=""1512611""","ELL","*"
"Waterbury School District","Gilmartin School","=""1512611""","Non-ELL","*"
"Waterbury School District","H. S. Chase School","=""1510711""","ELL",13.4
"Waterbury School District","H. S. Chase School","=""1510711""","Non-ELL",6.7
"Waterbury School District","Hopeville School","=""1511311""","ELL",18.1
"Waterbury School District","Hopeville School","=""1511311""","Non-ELL",14.3
"Waterbury School District","John F. Kennedy High School","=""1516411""","ELL",35.0
"Waterbury School District","John F. Kennedy High School","=""1516411""","Non-ELL",22.5
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","ELL","*"
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Non-ELL","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","ELL","*"
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Non-ELL","*"
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","ELL",29.8
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Non-ELL",19.9
"Waterbury School District","North End Middle School","=""1515311""","ELL",27.0
"Waterbury School District","North End Middle School","=""1515311""","Non-ELL",20.0
"Waterbury School District","Regan School","=""1512811""","ELL","*"
"Waterbury School District","Regan School","=""1512811""","Non-ELL","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","ELL","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Non-ELL","*"
"Waterbury School District","Sprague School","=""1512011""","ELL","*"
"Waterbury School District","Sprague School","=""1512011""","Non-ELL","*"
"Waterbury School District","State Street School","=""1519011""","ELL","*"
"Waterbury School District","State Street School","=""1519011""","Non-ELL","*"
"Waterbury School District","Walsh School","=""1512211""","ELL",26.5
"Waterbury School District","Walsh School","=""1512211""","Non-ELL",18.9
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","ELL","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Non-ELL","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","ELL","*"
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Non-ELL","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","ELL","*"
"Waterbury School District","Wendell L. Cross School","=""1510811""","Non-ELL","*"
"Waterbury School District","Wilby High School","=""1516311""","ELL",32.3
"Waterbury School District","Wilby High School","=""1516311""","Non-ELL",29.9
"Waterbury School District","Woodrow Wilson School","=""1513211""","ELL",0.0
"Waterbury School District","Woodrow Wilson School","=""1513211""","Non-ELL",13.7
"Waterford School District","Clark Lane Middle School","=""1525111""","ELL","*"
"Waterford School District","Clark Lane Middle School","=""1525111""","Non-ELL","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","ELL","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Non-ELL","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","ELL","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Non-ELL","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","ELL","*"
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Non-ELL","*"
"Waterford School District","Waterford High School","=""1526111""","ELL","*"
"Waterford School District","Waterford High School","=""1526111""","Non-ELL","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","ELL","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Non-ELL","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","ELL","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Non-ELL","*"
"Watertown School District","Polk School","=""1530411""","ELL","*"
"Watertown School District","Polk School","=""1530411""","Non-ELL","*"
"Watertown School District","Swift Middle School","=""1535111""","ELL","*"
"Watertown School District","Swift Middle School","=""1535111""","Non-ELL","*"
"Watertown School District","Watertown High School","=""1536111""","ELL","*"
"Watertown School District","Watertown High School","=""1536111""","Non-ELL","*"
"West Hartford School District","Smith School","=""1551711""","ELL","*"
"West Hartford School District","Smith School","=""1551711""","Non-ELL",6.8
"West Hartford School District","Aiken School","=""1551611""","ELL","*"
"West Hartford School District","Aiken School","=""1551611""","Non-ELL","*"
"West Hartford School District","Braeburn School","=""1550211""","ELL",0.0
"West Hartford School District","Braeburn School","=""1550211""","Non-ELL",2.8
"West Hartford School District","Bristow Middle School","=""1555311""","ELL","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Non-ELL","*"
"West Hartford School District","Bugbee School","=""1550411""","ELL","*"
"West Hartford School District","Bugbee School","=""1550411""","Non-ELL","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","ELL",11.8
"West Hartford School District","Charter Oak International Academy","=""1550511""","Non-ELL",3.0
"West Hartford School District","Conard High School","=""1556111""","ELL",14.0
"West Hartford School District","Conard High School","=""1556111""","Non-ELL",7.1
"West Hartford School District","Duffy School","=""1550611""","ELL","*"
"West Hartford School District","Duffy School","=""1550611""","Non-ELL","*"
"West Hartford School District","Hall High School","=""1556211""","ELL",19.4
"West Hartford School District","Hall High School","=""1556211""","Non-ELL",6.0
"West Hartford School District","King Philip Middle School","=""1555111""","ELL",17.1
"West Hartford School District","King Philip Middle School","=""1555111""","Non-ELL",5.9
"West Hartford School District","Morley School","=""1550911""","ELL","*"
"West Hartford School District","Morley School","=""1550911""","Non-ELL","*"
"West Hartford School District","Norfeldt School","=""1551011""","ELL","*"
"West Hartford School District","Norfeldt School","=""1551011""","Non-ELL","*"
"West Hartford School District","Sedgwick Middle School","=""1555211""","ELL",17.3
"West Hartford School District","Sedgwick Middle School","=""1555211""","Non-ELL",6.1
"West Hartford School District","Webster Hill School","=""1551211""","ELL",16.4
"West Hartford School District","Webster Hill School","=""1551211""","Non-ELL",6.0
"West Hartford School District","Whiting Lane School","=""1551311""","ELL","*"
"West Hartford School District","Whiting Lane School","=""1551311""","Non-ELL","*"
"West Hartford School District","Wolcott School","=""1551511""","ELL",14.3
"West Hartford School District","Wolcott School","=""1551511""","Non-ELL",3.8
"West Hartford School District","Achieve","=""1559111""","Non-ELL","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","Non-ELL","*"
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Non-ELL","*"
"West Haven School District","Washington School","=""1561211""","ELL",11.7
"West Haven School District","Washington School","=""1561211""","Non-ELL",8.3
"West Haven School District","Alma E. Pagels School","=""1560811""","ELL","*"
"West Haven School District","Alma E. Pagels School","=""1560811""","Non-ELL","*"
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","ELL",8.6
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Non-ELL",13.5
"West Haven School District","Edith E. Mackrille School","=""1560611""","ELL",20.8
"West Haven School District","Edith E. Mackrille School","=""1560611""","Non-ELL",8.6
"West Haven School District","Forest School","=""1560311""","ELL",6.3
"West Haven School District","Forest School","=""1560311""","Non-ELL",7.7
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","ELL",17.7
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Non-ELL",23.7
"West Haven School District","Savin Rock Community School","=""1561411""","ELL",10.5
"West Haven School District","Savin Rock Community School","=""1561411""","Non-ELL",12.7
"West Haven School District","Seth G. Haley School","=""1560411""","ELL","*"
"West Haven School District","Seth G. Haley School","=""1560411""","Non-ELL","*"
"West Haven School District","West Haven High School","=""1566111""","ELL","*"
"West Haven School District","West Haven High School","=""1566111""","Non-ELL","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","ELL","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","Non-ELL","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","ELL","*"
"Westbrook School District","Westbrook Middle School","=""1545111""","Non-ELL","*"
"Westbrook School District","Westbrook High School","=""1546111""","Non-ELL",7.5
"Weston School District","Hurlbutt Elementary School","=""1570111""","ELL","*"
"Weston School District","Hurlbutt Elementary School","=""1570111""","Non-ELL","*"
"Weston School District","Weston High School","=""1576111""","Non-ELL",18.5
"Weston School District","Weston Intermediate School","=""1570211""","Non-ELL",6.2
"Weston School District","Weston Middle School","=""1575111""","Non-ELL",10.2
"Westport School District","Bedford Middle School","=""1585111""","ELL","*"
"Westport School District","Bedford Middle School","=""1585111""","Non-ELL","*"
"Westport School District","Coleytown Elementary School","=""1580311""","ELL","*"
"Westport School District","Coleytown Elementary School","=""1580311""","Non-ELL","*"
"Westport School District","Coleytown Middle School","=""1585311""","ELL","*"
"Westport School District","Coleytown Middle School","=""1585311""","Non-ELL","*"
"Westport School District","Green's Farms School","=""1580411""","ELL","*"
"Westport School District","Green's Farms School","=""1580411""","Non-ELL","*"
"Westport School District","King's Highway Elementary School","=""1580511""","ELL","*"
"Westport School District","King's Highway Elementary School","=""1580511""","Non-ELL","*"
"Westport School District","Long Lots School","=""1580711""","ELL","*"
"Westport School District","Long Lots School","=""1580711""","Non-ELL","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","ELL","*"
"Westport School District","Saugatuck Elementary School","=""1580811""","Non-ELL","*"
"Westport School District","Staples High School","=""1586111""","ELL","*"
"Westport School District","Staples High School","=""1586111""","Non-ELL","*"
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","ELL","*"
"Wethersfield School District","Alfred W. Hanmer School","=""1590811""","Non-ELL","*"
"Wethersfield School District","Charles Wright School","=""1591011""","ELL",0.0
"Wethersfield School District","Charles Wright School","=""1591011""","Non-ELL",5.3
"Wethersfield School District","Emerson-Williams School","=""1590211""","ELL",0.0
"Wethersfield School District","Emerson-Williams School","=""1590211""","Non-ELL","*"
"Wethersfield School District","Highcrest School","=""1591111""","ELL","*"
"Wethersfield School District","Highcrest School","=""1591111""","Non-ELL","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","ELL","*"
"Wethersfield School District","Samuel B. Webb Elementary School","=""1591211""","Non-ELL","*"
"Wethersfield School District","Silas Deane Middle School","=""1595211""","ELL","*"
"Wethersfield School District","Silas Deane Middle School","=""1595211""","Non-ELL","*"
"Wethersfield School District","Wethersfield High School","=""1596111""","ELL","*"
"Wethersfield School District","Wethersfield High School","=""1596111""","Non-ELL","*"
"Willington School District","Center School","=""1600111""","ELL","*"
"Willington School District","Center School","=""1600111""","Non-ELL",4.4
"Willington School District","Hall Memorial School","=""1605111""","ELL","*"
"Willington School District","Hall Memorial School","=""1605111""","Non-ELL","*"
"Wilton School District","Middlebrook School","=""1615211""","ELL","*"
"Wilton School District","Middlebrook School","=""1615211""","Non-ELL",6.6
"Wilton School District","Cider Mill School","=""1610711""","ELL","*"
"Wilton School District","Cider Mill School","=""1610711""","Non-ELL","*"
"Wilton School District","Miller-Driscoll School","=""1610511""","ELL","*"
"Wilton School District","Miller-Driscoll School","=""1610511""","Non-ELL","*"
"Wilton School District","Wilton High School","=""1616111""","ELL","*"
"Wilton School District","Wilton High School","=""1616111""","Non-ELL","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""","ELL","*"
"Winchester School District","Batcheller Early Education Center","=""1620411""","Non-ELL","*"
"Winchester School District","Mary P. Hinsdale School","=""1620211""","ELL","*"
"Winchester School District","Mary P. Hinsdale School","=""1620211""","Non-ELL","*"
"Winchester School District","Pearson Middle School","=""1625111""","ELL","*"
"Winchester School District","Pearson Middle School","=""1625111""","Non-ELL","*"
"Windham School District","Natchaug School","=""1630111""","ELL",25.0
"Windham School District","Natchaug School","=""1630111""","Non-ELL",21.5
"Windham School District","North Windham School","=""1630311""","ELL",7.4
"Windham School District","North Windham School","=""1630311""","Non-ELL",9.9
"Windham School District","Partial Day Program","=""1638411""","ELL","*"
"Windham School District","Partial Day Program","=""1638411""","Non-ELL","*"
"Windham School District","W. B. Sweeney School","=""1630611""","ELL",8.7
"Windham School District","W. B. Sweeney School","=""1630611""","Non-ELL",11.3
"Windham School District","Windham Center School","=""1630511""","ELL",14.4
"Windham School District","Windham Center School","=""1630511""","Non-ELL",10.2
"Windham School District","Windham High School","=""1636111""","ELL",50.0
"Windham School District","Windham High School","=""1636111""","Non-ELL",27.8
"Windham School District","Windham Middle School","=""1635111""","ELL",16.7
"Windham School District","Windham Middle School","=""1635111""","Non-ELL",14.4
"Windsor Locks School District","North Street School","=""1650111""","ELL","*"
"Windsor Locks School District","North Street School","=""1650111""","Non-ELL",8.0
"Windsor Locks School District","South Elementary School","=""1650411""","ELL","*"
"Windsor Locks School District","South Elementary School","=""1650411""","Non-ELL","*"
"Windsor Locks School District","Windsor Locks High School","=""1656111""","ELL","*"
"Windsor Locks School District","Windsor Locks High School","=""1656111""","Non-ELL","*"
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""","ELL","*"
"Windsor Locks School District","Windsor Locks Middle School","=""1655111""","Non-ELL","*"
"Windsor School District","Clover Street School","=""1640111""","ELL","*"
"Windsor School District","Clover Street School","=""1640111""","Non-ELL","*"
"Windsor School District","John F. Kennedy School","=""1640811""","ELL","*"
"Windsor School District","John F. Kennedy School","=""1640811""","Non-ELL","*"
"Windsor School District","Oliver Ellsworth School","=""1640911""","ELL","*"
"Windsor School District","Oliver Ellsworth School","=""1640911""","Non-ELL","*"
"Windsor School District","Poquonock Elementary School","=""1640511""","ELL","*"
