"Chronic Absenteeism, 2014-15"
", All Schools, Free/Reduced Price Meal Eligibility"

"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Eligible For Reduced Lunch","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Eligible For Free Lunch","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Not Eligible For Lunch","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Eligible For Free Lunch","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Not Eligible For Lunch","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Eligible For Reduced Lunch","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Eligible For Free Lunch","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Not Eligible For Lunch","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Eligible For Reduced Lunch","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""","Not Eligible For Lunch","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Free Lunch","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Not Eligible For Lunch","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible For Reduced Lunch","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Eligible For Free Lunch","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Not Eligible For Lunch",13.1
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Eligible For Reduced Lunch","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Eligible For Free Lunch","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Not Eligible For Lunch","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Eligible For Reduced Lunch","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Eligible For Free Lunch","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Not Eligible For Lunch",11.8
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Free Lunch",27.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","Not Eligible For Lunch",20.0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Eligible For Free Lunch",20.3
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Eligible For Free Lunch",19.0
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Free Lunch",57.4
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Not Eligible For Lunch",33.5
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Reduced Lunch",37.5
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Eligible For Free Lunch",27.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Eligible For Free Lunch",20.6
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Eligible For Free Lunch",0.0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch",16.7
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Eligible For Free Lunch",14.4
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Not Eligible For Lunch",5.1
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Eligible For Reduced Lunch",0.0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Eligible For Free Lunch",37.6
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Not Eligible For Lunch",11.7
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Eligible For Reduced Lunch",22.2
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Eligible For Free Lunch",27.5
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Not Eligible For Lunch",4.2
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Eligible For Reduced Lunch",0.0
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Eligible For Free Lunch",26.5
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Not Eligible For Lunch",14.3
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Eligible For Free Lunch","*"
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Eligible For Free Lunch",13.3
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Not Eligible For Lunch","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Eligible For Free Lunch",16.4
