"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Free Lunch",57.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Not Eligible For Lunch",33.5
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible For Reduced Lunch",37.5
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Eligible For Free Lunch",27.1
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Not Eligible For Lunch","*"
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Eligible For Free Lunch",20.6
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Not Eligible For Lunch","*"
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Eligible For Free Lunch",0.0
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Not Eligible For Lunch","*"
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Free Lunch",16.7
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Museum Academy","=""2410514""","Eligible For Free Lunch",14.4
"Capitol Region Education Council","Museum Academy","=""2410514""","Not Eligible For Lunch",5.1
"Capitol Region Education Council","Museum Academy","=""2410514""","Eligible For Reduced Lunch",0.0
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Eligible For Free Lunch",37.6
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Not Eligible For Lunch",11.7
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Eligible For Reduced Lunch",22.2
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Eligible For Free Lunch",27.5
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Not Eligible For Lunch",4.2
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Eligible For Reduced Lunch",0.0
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Eligible For Free Lunch","*"
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Not Eligible For Lunch","*"
"Capitol Region Education Council","River Street School","=""2419314""","Eligible For Free Lunch",26.5
"Capitol Region Education Council","River Street School","=""2419314""","Not Eligible For Lunch",14.3
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","=""2410914""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Eligible For Free Lunch","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Eligible For Free Lunch",13.3
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Not Eligible For Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Eligible For Reduced Lunch","*"
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Eligible For Free Lunch",16.4
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Not Eligible For Lunch",2.9
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Eligible For Reduced Lunch",10.7
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Eligible For Free Lunch",18.0
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Not Eligible For Lunch",4.5
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Eligible For Reduced Lunch",0.0
"Chaplin School District","Chaplin Elementary School","=""0240211""","Eligible For Free Lunch","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Not Eligible For Lunch","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Eligible For Reduced Lunch","*"
"Cheshire School District","Chapman School","=""0250111""","Eligible For Free Lunch","*"
"Cheshire School District","Chapman School","=""0250111""","Not Eligible For Lunch","*"
"Cheshire School District","Chapman School","=""0250111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Cheshire High School","=""0256111""","Eligible For Free Lunch","*"
"Cheshire School District","Cheshire High School","=""0256111""","Not Eligible For Lunch",7.1
"Cheshire School District","Cheshire High School","=""0256111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Darcey School","=""0250211""","Eligible For Free Lunch","*"
"Cheshire School District","Darcey School","=""0250211""","Not Eligible For Lunch",0.0
"Cheshire School District","Darcey School","=""0250211""","Eligible For Reduced Lunch","*"
"Cheshire School District","Dodd Middle School","=""0255111""","Eligible For Free Lunch","*"
"Cheshire School District","Dodd Middle School","=""0255111""","Not Eligible For Lunch",0.0
"Cheshire School District","Dodd Middle School","=""0255111""","Eligible For Reduced Lunch","*"
"Cheshire School District","Doolittle School","=""0250611""","Eligible For Free Lunch","*"
"Cheshire School District","Doolittle School","=""0250611""","Not Eligible For Lunch","*"
"Cheshire School District","Doolittle School","=""0250611""","Eligible For Reduced Lunch","*"
"Cheshire School District","Highland School","=""0250411""","Eligible For Free Lunch","*"
"Cheshire School District","Highland School","=""0250411""","Not Eligible For Lunch",1.3
"Cheshire School District","Highland School","=""0250411""","Eligible For Reduced Lunch","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Eligible For Free Lunch","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Not Eligible For Lunch",88.0
"Cheshire School District","Humiston Alternative School","=""0250911""","Eligible For Reduced Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Eligible For Free Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Not Eligible For Lunch","*"
"Cheshire School District","Norton School","=""0250511""","Eligible For Reduced Lunch","*"
"Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Not Eligible For Lunch","*"
"Chester School District","Chester Elementary School","=""0260111""","Eligible For Free Lunch","*"
"Chester School District","Chester Elementary School","=""0260111""","Not Eligible For Lunch","*"
"Chester School District","Chester Elementary School","=""0260111""","Eligible For Reduced Lunch","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Eligible For Free Lunch","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Not Eligible For Lunch","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Eligible For Reduced Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Eligible For Free Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Not Eligible For Lunch","*"
"Clinton School District","Jared Eliot School","=""0275111""","Eligible For Reduced Lunch","*"
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Eligible For Free Lunch","*"
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Not Eligible For Lunch",2.1
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Eligible For Reduced Lunch","*"
"Clinton School District","The Morgan School","=""0276111""","Eligible For Free Lunch","*"
"Clinton School District","The Morgan School","=""0276111""","Not Eligible For Lunch",11.9
"Clinton School District","The Morgan School","=""0276111""","Eligible For Reduced Lunch","*"
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Eligible For Free Lunch","*"
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Not Eligible For Lunch","*"
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Eligible For Reduced Lunch","*"
"Colchester School District","Bacon Academy","=""0286111""","Eligible For Free Lunch","*"
"Colchester School District","Bacon Academy","=""0286111""","Not Eligible For Lunch",1.8
"Colchester School District","Bacon Academy","=""0286111""","Eligible For Reduced Lunch","*"
"Colchester School District","Colchester Elementary School","=""0280411""","Eligible For Free Lunch","*"
"Colchester School District","Colchester Elementary School","=""0280411""","Not Eligible For Lunch","*"
