"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, Race/Ethnicity"

"",,,,"% Chronically Absent",,,,
"Bozrah School District","Fields Memorial School","=""0130111""","Two or More Races","N/A","N/A","N/A","N/A","*"
"Bozrah School District","Fields Memorial School","=""0130111""","White",4.5,7.8,7.0,"*","*"
"Branford School District","Branford High School","=""0146111""","American Indian or Alaska Native","*","*","*","*","*"
"Branford School District","Branford High School","=""0146111""","Asian","*","*","*","*","*"
"Branford School District","Branford High School","=""0146111""","Black or African American","*",16.3,20.0,"*",0.0
"Branford School District","Branford High School","=""0146111""","Hispanic/Latino of any race",12.7,11.4,18.8,13.6,"*"
"Branford School District","Branford High School","=""0146111""","Two or More Races","*","*","*","*","*"
"Branford School District","Branford High School","=""0146111""","White",10.3,11.1,14.3,14.6,12.2
"Branford School District","Francis Walsh Intermediate School","=""0145111""","American Indian or Alaska Native","*","*","*","N/A","N/A"
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Asian","*","*",0.0,"*",0.0
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Black or African American","*","*","*","*","*"
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Hispanic/Latino of any race","*","*","*","*","*"
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Two or More Races","*","*","*","*","*"
"Branford School District","Francis Walsh Intermediate School","=""0145111""","White",8.7,7.7,7.5,8.9,7.6
"Branford School District","John B. Sliney School","=""0141611""","American Indian or Alaska Native","*","*","*","*","*"
"Branford School District","John B. Sliney School","=""0141611""","Asian","*","*","*","*","*"
"Branford School District","John B. Sliney School","=""0141611""","Black or African American","*","*","*","*","*"
"Branford School District","John B. Sliney School","=""0141611""","Hispanic/Latino of any race","*","*","*","*","*"
"Branford School District","John B. Sliney School","=""0141611""","Two or More Races","*","*","*","*","*"
"Branford School District","John B. Sliney School","=""0141611""","White",3.6,3.4,"*",3.1,4.1
"Branford School District","Mary R. Tisko School","=""0141511""","American Indian or Alaska Native","N/A","N/A","N/A","*","*"
"Branford School District","Mary R. Tisko School","=""0141511""","Asian","*","*","*","*","*"
"Branford School District","Mary R. Tisko School","=""0141511""","Black or African American","*","*","*","*","*"
"Branford School District","Mary R. Tisko School","=""0141511""","Hispanic/Latino of any race","*","*","*",0.0,"*"
"Branford School District","Mary R. Tisko School","=""0141511""","Two or More Races","*","*","*","*","*"
"Branford School District","Mary R. Tisko School","=""0141511""","White",3.0,"*",4.4,"*",5.5
"Branford School District","Mary T. Murphy School","=""0141411""","American Indian or Alaska Native","N/A","*","N/A","*","*"
"Branford School District","Mary T. Murphy School","=""0141411""","Asian","*","*","*",13.1,"*"
"Branford School District","Mary T. Murphy School","=""0141411""","Black or African American","*","*","*","*","*"
"Branford School District","Mary T. Murphy School","=""0141411""","Hispanic/Latino of any race","*","*","*","*",16.3
"Branford School District","Mary T. Murphy School","=""0141411""","Two or More Races","*","*","*","*","*"
"Branford School District","Mary T. Murphy School","=""0141411""","White",4.8,5.3,8.0,4.4,8.8
"Branford School District","Branford High School Horizons Program","=""0140211""","Asian","N/A","N/A","N/A","*","*"
"Branford School District","Branford High School Horizons Program","=""0140211""","Black or African American","N/A","N/A","N/A","*","*"
"Branford School District","Branford High School Horizons Program","=""0140211""","Hispanic/Latino of any race","N/A","N/A","N/A","*","*"
"Branford School District","Branford High School Horizons Program","=""0140211""","Two or More Races","N/A","N/A","N/A","*","*"
"Branford School District","Branford High School Horizons Program","=""0140211""","White","N/A","N/A","N/A",54.5,77.5
"Branford School District","Bridgeport Detention Center","=""3480115""","Black or African American","N/A","N/A","N/A","N/A","*"
"Brass City Charter School District","Brass City Charter School","=""2900113""","Asian","N/A","N/A","N/A","*","*"
"Brass City Charter School District","Brass City Charter School","=""2900113""","Black or African American","N/A","N/A","*","*","*"
"Brass City Charter School District","Brass City Charter School","=""2900113""","Hispanic/Latino of any race","N/A","N/A","*",12.5,"*"
"Brass City Charter School District","Brass City Charter School","=""2900113""","Two or More Races","N/A","N/A","*","*","*"
"Brass City Charter School District","Brass City Charter School","=""2900113""","White","N/A","N/A","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Asian","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Black or African American","*",2.4,2.7,3.2,4.5
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Hispanic/Latino of any race","*",2.7,3.4,"*",4.9
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Two or More Races","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","White","*","*","*","*","*"
"Bridgeport School District","Bassick High School","=""0156111""","American Indian or Alaska Native","*","*","N/A","*","*"
"Bridgeport School District","Bassick High School","=""0156111""","Asian",31.1,39.1,40.5,37.5,"*"
"Bridgeport School District","Bassick High School","=""0156111""","Black or African American",36.3,36.4,38.2,38.5,37.0
"Bridgeport School District","Bassick High School","=""0156111""","Hispanic/Latino of any race",42.6,42.8,44.7,47.0,48.9
"Bridgeport School District","Bassick High School","=""0156111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*"
"Bridgeport School District","Bassick High School","=""0156111""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Bassick High School","=""0156111""","White",35.0,38.2,45.5,46.9,43.1
"Bridgeport School District","Beardsley School","=""0150211""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Beardsley School","=""0150211""","Asian","*","*","*","*","*"
"Bridgeport School District","Beardsley School","=""0150211""","Black or African American",13.8,"*","*",12.5,"*"
"Bridgeport School District","Beardsley School","=""0150211""","Hispanic/Latino of any race",22.0,25.0,24.9,23.0,20.1
"Bridgeport School District","Beardsley School","=""0150211""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","N/A","N/A"
"Bridgeport School District","Beardsley School","=""0150211""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Beardsley School","=""0150211""","White","*","*","*","*","*"
"Bridgeport School District","Blackham School","=""0154011""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Blackham School","=""0154011""","Asian","*","*",13.5,"*","*"
"Bridgeport School District","Blackham School","=""0154011""","Black or African American",9.7,9.5,15.8,10.7,10.7
"Bridgeport School District","Blackham School","=""0154011""","Hispanic/Latino of any race",15.4,18.1,17.4,14.5,12.5
"Bridgeport School District","Blackham School","=""0154011""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","*"
"Bridgeport School District","Blackham School","=""0154011""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Blackham School","=""0154011""","White","*",22.0,20.3,19.0,15.7
"Bridgeport School District","Bryant School","=""0150411""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Bryant School","=""0150411""","Asian","*","*","*","*",0.0
"Bridgeport School District","Bryant School","=""0150411""","Black or African American",16.0,21.3,16.8,12.5,19.2
"Bridgeport School District","Bryant School","=""0150411""","Hispanic/Latino of any race",19.7,20.7,18.2,14.4,11.4
"Bridgeport School District","Bryant School","=""0150411""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Bryant School","=""0150411""","White","*","*","*",26.1,"*"
"Bridgeport School District","Central High School","=""0156211""","American Indian or Alaska Native",24.6,55.8,"*","*","*"
"Bridgeport School District","Central High School","=""0156211""","Asian","*",38.1,20.6,"*",17.1
"Bridgeport School District","Central High School","=""0156211""","Black or African American",18.7,53.2,30.0,17.6,13.8
"Bridgeport School District","Central High School","=""0156211""","Hispanic/Latino of any race",26.5,59.1,33.6,21.3,18.3
"Bridgeport School District","Central High School","=""0156211""","Native Hawaiian or Other Pacific Islander","*","*","*","N/A","N/A"
"Bridgeport School District","Central High School","=""0156211""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Central High School","=""0156211""","White",23.7,54.8,39.9,22.2,19.6
"Bridgeport School District","Classical Studies Academy","=""0152111""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Classical Studies Academy","=""0152111""","Asian","*","*","*","*","*"
"Bridgeport School District","Classical Studies Academy","=""0152111""","Black or African American",5.2,9.0,"*",3.1,2.9
"Bridgeport School District","Classical Studies Academy","=""0152111""","Hispanic/Latino of any race",10.0,10.0,"*","*",5.5
"Bridgeport School District","Classical Studies Academy","=""0152111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","*"
"Bridgeport School District","Classical Studies Academy","=""0152111""","Two or More Races","N/A","N/A","*","*","N/A"
"Bridgeport School District","Classical Studies Academy","=""0152111""","White","*","*","*","*","*"
"Bridgeport School District","Cross School","=""0153911""","American Indian or Alaska Native","*","*","*","*","N/A"
"Bridgeport School District","Cross School","=""0153911""","Asian","*","*","*","*","*"
"Bridgeport School District","Cross School","=""0153911""","Black or African American",23.0,26.5,24.6,24.1,28.5
"Bridgeport School District","Cross School","=""0153911""","Hispanic/Latino of any race",32.1,"*","*",33.3,32.0
"Bridgeport School District","Cross School","=""0153911""","Native Hawaiian or Other Pacific Islander","*","N/A","N/A","N/A","*"
"Bridgeport School District","Cross School","=""0153911""","Two or More Races","*","N/A","*","N/A","*"
"Bridgeport School District","Cross School","=""0153911""","White","*","*","*","*","*"
"Bridgeport School District","Curiale School","=""0154211""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Curiale School","=""0154211""","Asian",16.3,"*","*","*","*"
"Bridgeport School District","Curiale School","=""0154211""","Black or African American",19.1,24.6,25.7,24.7,16.2
"Bridgeport School District","Curiale School","=""0154211""","Hispanic/Latino of any race",27.1,34.1,34.9,30.3,22.6
"Bridgeport School District","Curiale School","=""0154211""","Native Hawaiian or Other Pacific Islander","N/A","N/A","*","*","*"
"Bridgeport School District","Curiale School","=""0154211""","Two or More Races","*","*","*","*","*"
"Bridgeport School District","Curiale School","=""0154211""","White",28.6,32.4,31.7,22.2,23.3
"Bridgeport School District","Geraldine Johnson School","=""0153211""","American Indian or Alaska Native","*","*","*","*","*"
"Bridgeport School District","Geraldine Johnson School","=""0153211""","Asian",0.0,"*","*","*",0.0
"Bridgeport School District","Geraldine Johnson School","=""0153211""","Black or African American",11.3,12.2,5.8,11.7,3.8
"Bridgeport School District","Geraldine Johnson School","=""0153211""","Hispanic/Latino of any race",6.5,8.8,8.1,7.2,2.9
