"Chronic Absenteeism, 2014-15"
", All Schools, English Learner Status"

"District","District Code","School","School Code","English Learner Status","% Chronically Absent"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","ELL",0.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Non-ELL",14.8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","ELL","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","ELL",33.3
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Non-ELL",31.8
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","ELL",20.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-ELL",19.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","ELL","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELL","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","ELL","*"
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","ELL","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELL","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-ELL","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELL",0.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-ELL",6.7
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Non-ELL",18.7
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Non-ELL",24.1
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Non-ELL","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Non-ELL",7.2
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Non-ELL",41.9
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","ELL","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Non-ELL","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Non-ELL",6.2
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Non-ELL","*"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","ELL","*"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Non-ELL","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-ELL",9.7
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Non-ELL",4.4
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELL","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-ELL","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","ELL","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Non-ELL","*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","ELL","*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Non-ELL","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","ELL","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Non-ELL","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELL","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Non-ELL","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","ELL",4.2
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Non-ELL",5.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELL",14.6
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-ELL",10.8
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","ELL",4.5
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Non-ELL",3.8
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","ELL",4.9
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Non-ELL",5.3
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","ELL",6.6
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Non-ELL",5.1
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","ELL",0.0
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Non-ELL",8.3
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","ELL",5.6
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Non-ELL",5.0
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","ELL","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Non-ELL","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","ELL","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Non-ELL","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","ELL",5.9
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Non-ELL",6.8
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","ELL","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Non-ELL","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","ELL","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Non-ELL","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","ELL",5.7
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Non-ELL",4.3
"Danbury School District","=""0340011""","South Street School","=""0341011""","ELL",5.8
"Danbury School District","=""0340011""","South Street School","=""0341011""","Non-ELL",8.1
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","ELL",5.6
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Non-ELL",7.6
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","ELL","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Non-ELL","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","ELL","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Non-ELL","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELL","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-ELL","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","ELL","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Non-ELL","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","ELL","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Non-ELL","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","ELL","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Non-ELL","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","ELL","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Non-ELL","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","ELL","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Non-ELL","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Non-ELL",1.6
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","ELL","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Non-ELL","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Mental Health Center","=""3370415""","Non-ELL","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Non-ELL","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","ELL","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Non-ELL","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELL","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-ELL","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","ELL","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Non-ELL","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","ELL","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Non-ELL","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","ELL","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Non-ELL","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-ELL",10.2
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Non-ELL",5.7
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","ELL","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Non-ELL","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Non-ELL",4.7
